"train/global_step","glad-glitter-9 - train/ppl","glad-glitter-9 - train/ppl__MIN","glad-glitter-9 - train/ppl__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/ppl","sleek-moon-7 - train/ppl__MIN","sleek-moon-7 - train/ppl__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/ppl","magic-universe-6 - train/ppl__MIN","magic-universe-6 - train/ppl__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/ppl","visionary-oath-5 - train/ppl__MIN","visionary-oath-5 - train/ppl__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"2110","","","","","","","","","","","","","23.885053068000797","23.885053068000797","23.885053068000797","428","428","428","","","","","",""
"2120","","","","","","","","","","","","","23.947817434869084","23.947817434869084","23.947817434869084","430","430","430","","","","","",""
"2130","","","","","","","","","","","","","24.728742530425997","24.728742530425997","24.728742530425997","432","432","432","","","","","",""
"2140","","","","","","","","","","","","","21.556117208480245","21.556117208480245","21.556117208480245","434","434","434","","","","","",""
"2150","","","","","","","","","","","","","22.122858702865535","22.122858702865535","22.122858702865535","436","436","436","","","","","",""
"2160","","","","","","","","","","","","","25.152086924093602","25.152086924093602","25.152086924093602","438","438","438","","","","","",""
"2170","","","","","","","","","","","","","23.791316917530786","23.791316917530786","23.791316917530786","440","440","440","","","","","",""
"2180","","","","","","","","","","","","","21.980753648931483","21.980753648931483","21.980753648931483","442","442","442","","","","","",""
"2190","","","","","","","","","","","","","23.691770562966543","23.691770562966543","23.691770562966543","444","444","444","","","","","",""
"2200","","","","","","","","","","","","","22.950048400789466","22.950048400789466","22.950048400789466","446","446","446","","","","","",""
"2210","","","","","","","","","","","","","23.827756371560813","23.827756371560813","23.827756371560813","448","448","448","","","","","",""
"2220","","","","","","","","","","","","","25.29341030453982","25.29341030453982","25.29341030453982","450","450","450","","","","","",""
"2230","","","","","","","","","","","","","22.12991499988205","22.12991499988205","22.12991499988205","452","452","452","","","","","",""
"2240","","","","","","","","","","","","","22.279072930690266","22.279072930690266","22.279072930690266","454","454","454","","","","","",""
"2250","","","","","","","","","","","","","23.932894895841816","23.932894895841816","23.932894895841816","456","456","456","","","","","",""
"2260","","","","","","","","","","","","","24.925288077019562","24.925288077019562","24.925288077019562","458","458","458","","","","","",""
"2270","","","","","","","","","","","","","24.77825064021834","24.77825064021834","24.77825064021834","460","460","460","","","","","",""
"2280","","","","","","","","","","","","","22.433822726347657","22.433822726347657","22.433822726347657","462","462","462","","","","","",""
"2290","","","","","","","","","","","","","22.16422409390791","22.16422409390791","22.16422409390791","464","464","464","","","","","",""
"2300","","","","","","","","","","","","","23.6644924451254","23.6644924451254","23.6644924451254","466","466","466","","","","","",""
"2310","","","","","","","","","","","","","24.627392242016853","24.627392242016853","24.627392242016853","468","468","468","","","","","",""
"2320","","","","","","","","","","","","","22.134275666997354","22.134275666997354","22.134275666997354","470","470","470","","","","","",""
"2330","","","","","","","","","","","","","23.620588387175573","23.620588387175573","23.620588387175573","472","472","472","","","","","",""
"2340","","","","","","","","","","","","","23.76633565472527","23.76633565472527","23.76633565472527","474","474","474","","","","","",""
"2350","","","","","","","","","","","","","22.54987500020307","22.54987500020307","22.54987500020307","476","476","476","","","","","",""
"2360","","","","","","","","","","","","","24.739017491876496","24.739017491876496","24.739017491876496","478","478","478","","","","","",""
"2370","","","","","","","","","","","","","22.318431565587694","22.318431565587694","22.318431565587694","480","480","480","","","","","",""
"2380","","","","","","","","","","","","","24.369052329208795","24.369052329208795","24.369052329208795","482","482","482","","","","","",""
"2390","","","","","","","","","","","","","22.389344795802632","22.389344795802632","22.389344795802632","484","484","484","","","","","",""
"2400","","","","","","","","","","","","","24.755292552041954","24.755292552041954","24.755292552041954","486","486","486","","","","","",""
"2410","","","","","","","","","","","","","23.251094256923043","23.251094256923043","23.251094256923043","488","488","488","","","","","",""
"2420","","","","","","","","","","","","","23.692737615879143","23.692737615879143","23.692737615879143","490","490","490","","","","","",""
"2430","","","","","","","","","","","","","24.462283736389843","24.462283736389843","24.462283736389843","492","492","492","","","","","",""
"2440","","","","","","","","","","","","","23.85115531067626","23.85115531067626","23.85115531067626","494","494","494","","","","","",""
"2450","","","","","","","","","","","","","22.85217822943701","22.85217822943701","22.85217822943701","496","496","496","","","","","",""
"2460","","","","","","","","","","","","","23.989657383345108","23.989657383345108","23.989657383345108","498","498","498","","","","","",""
"2470","","","","","","","","","","","","","23.314567251511306","23.314567251511306","23.314567251511306","500","500","500","","","","","",""
"2480","","","","","","","","","","","","","22.829798516781796","22.829798516781796","22.829798516781796","502","502","502","","","","","",""
"2490","","","","","","","","","","","","","22.844943920990506","22.844943920990506","22.844943920990506","504","504","504","","","","","",""
"2500","","","","","","","","","","","","","1","1","1","507","507","507","","","","","",""
"2510","","","","","","","","","","","","","24.337196992998123","24.337196992998123","24.337196992998123","509","509","509","","","","","",""
"2520","","","","","","","","","","","","","23.293569553359706","23.293569553359706","23.293569553359706","511","511","511","","","","","",""
"2530","","","","","","","","","","","","","23.449953393006357","23.449953393006357","23.449953393006357","513","513","513","","","","","",""
"2540","","","","","","","","","","","","","24.889125962584284","24.889125962584284","24.889125962584284","515","515","515","","","","","",""
"2550","","","","","","","","","","","","","23.993775834443547","23.993775834443547","23.993775834443547","517","517","517","","","","","",""
"2560","","","","","","","","","","","","","23.933693755725436","23.933693755725436","23.933693755725436","519","519","519","","","","","",""
"2570","","","","","","","","","","","","","21.793081560472096","21.793081560472096","21.793081560472096","521","521","521","","","","","",""
"2580","","","","","","","","","","","","","24.66570502638723","24.66570502638723","24.66570502638723","523","523","523","","","","","",""
"2590","","","","","","","","","","","","","24.26358506307005","24.26358506307005","24.26358506307005","525","525","525","","","","","",""
"2600","","","","","","","","","","","","","23.590237879818602","23.590237879818602","23.590237879818602","527","527","527","","","","","",""
"2610","","","","","","","","","","","","","25.30790675995204","25.30790675995204","25.30790675995204","529","529","529","","","","","",""
"2620","","","","","","","","","","","","","23.431251451567462","23.431251451567462","23.431251451567462","531","531","531","","","","","",""
"2630","","","","","","","","","","","","","23.862185234632324","23.862185234632324","23.862185234632324","533","533","533","","","","","",""
"2640","","","","","","","","","","","","","22.71729666986824","22.71729666986824","22.71729666986824","535","535","535","","","","","",""
"2650","","","","","","","","","","","","","22.811908787528584","22.811908787528584","22.811908787528584","537","537","537","","","","","",""
"2660","","","","","","","","","","","","","25.799313947468406","25.799313947468406","25.799313947468406","539","539","539","","","","","",""
"2670","","","","","","","","","","","","","23.109718833090625","23.109718833090625","23.109718833090625","541","541","541","","","","","",""
"2680","","","","","","","","","","","","","24.79318954271429","24.79318954271429","24.79318954271429","543","543","543","","","","","",""
"2690","","","","","","","","","","","","","22.71437642873871","22.71437642873871","22.71437642873871","545","545","545","","","","","",""
"2700","","","","","","","","","","","","","22.533893673037515","22.533893673037515","22.533893673037515","547","547","547","","","","","",""
"2710","","","","","","","","","","","","","22.931705781533857","22.931705781533857","22.931705781533857","549","549","549","","","","","",""
"2720","","","","","","","","","","","","","23.116137523430904","23.116137523430904","23.116137523430904","551","551","551","","","","","",""
"2730","","","","","","","","","","","","","24.338900648987522","24.338900648987522","24.338900648987522","553","553","553","","","","","",""
"2740","","","","","","","","","","","","","24.6682456465559","24.6682456465559","24.6682456465559","555","555","555","","","","","",""
"2750","","","","","","","","","","","","","22.129028618908357","22.129028618908357","22.129028618908357","557","557","557","","","","","",""
"2760","","","","","","","","","","","","","22.91964143292724","22.91964143292724","22.91964143292724","559","559","559","","","","","",""
"2770","","","","","","","","","","","","","23.61502503437083","23.61502503437083","23.61502503437083","561","561","561","","","","","",""
"2780","","","","","","","","","","","","","22.788299291646464","22.788299291646464","22.788299291646464","563","563","563","","","","","",""
"2790","","","","","","","","","","","","","23.49416764187829","23.49416764187829","23.49416764187829","565","565","565","","","","","",""
"2800","","","","","","","","","","","","","22.8735807800227","22.8735807800227","22.8735807800227","567","567","567","","","","","",""
"2810","","","","","","","","","","","","","23.081411474711324","23.081411474711324","23.081411474711324","569","569","569","","","","","",""
"2820","","","","","","","","","","","","","22.72359769716489","22.72359769716489","22.72359769716489","571","571","571","","","","","",""
"2830","","","","","","","","","","","","","22.99824567988386","22.99824567988386","22.99824567988386","573","573","573","","","","","",""
"2840","","","","","","","","","","","","","22.8543184548337","22.8543184548337","22.8543184548337","575","575","575","","","","","",""
"2850","","","","","","","","","","","","","23.39215217532383","23.39215217532383","23.39215217532383","577","577","577","","","","","",""
"2860","","","","","","","","","","","","","24.87506865624307","24.87506865624307","24.87506865624307","579","579","579","","","","","",""
"2870","","","","","","","","","","","","","24.848314343745667","24.848314343745667","24.848314343745667","581","581","581","","","","","",""
"2880","","","","","","","","","","","","","23.613962065072133","23.613962065072133","23.613962065072133","583","583","583","","","","","",""
"2890","","","","","","","","","","","","","21.784071696912775","21.784071696912775","21.784071696912775","585","585","585","","","","","",""
"2900","","","","","","","","","","","","","24.594110877200922","24.594110877200922","24.594110877200922","587","587","587","","","","","",""
"2910","","","","","","","","","","","","","23.180586150801467","23.180586150801467","23.180586150801467","589","589","589","","","","","",""
"2920","","","","","","","","","","","","","23.580098229859644","23.580098229859644","23.580098229859644","591","591","591","","","","","",""
"2930","","","","","","","","","","","","","22.780907055002135","22.780907055002135","22.780907055002135","593","593","593","","","","","",""
"2940","","","","","","","","","","","","","24.4558970758949","24.4558970758949","24.4558970758949","595","595","595","","","","","",""
"2950","","","","","","","","","","","","","23.034841189537364","23.034841189537364","23.034841189537364","597","597","597","","","","","",""
"2960","","","","","","","","","","","","","23.943811911298198","23.943811911298198","23.943811911298198","599","599","599","","","","","",""
"2970","","","","","","","","","","","","","22.092924030160344","22.092924030160344","22.092924030160344","601","601","601","","","","","",""
"2980","","","","","","","","","","","","","24.816968518708567","24.816968518708567","24.816968518708567","603","603","603","","","","","",""
"2990","","","","","","","","","","","","","24.002921323159704","24.002921323159704","24.002921323159704","605","605","605","","","","","",""
"3000","","","","","","","","","","","","","1","1","1","608","608","608","","","","","",""
"3010","","","","","","","","","","","","","23.17137831648948","23.17137831648948","23.17137831648948","610","610","610","","","","","",""
"3020","","","","","","","","","","","","","25.543058597658494","25.543058597658494","25.543058597658494","612","612","612","","","","","",""
"3030","","","","","","","","","","","","","23.569576318561673","23.569576318561673","23.569576318561673","614","614","614","","","","","",""
"3040","","","","","","","","","","","","","23.614471023215252","23.614471023215252","23.614471023215252","616","616","616","","","","","",""
"3050","","","","","","","","","","","","","23.29943047013701","23.29943047013701","23.29943047013701","618","618","618","","","","","",""
"3060","","","","","","","","","","","","","23.601133638296307","23.601133638296307","23.601133638296307","620","620","620","","","","","",""
"3070","","","","","","","","","","","","","25.661369399529345","25.661369399529345","25.661369399529345","622","622","622","","","","","",""
"3080","","","","","","","","","","","","","22.872472658382385","22.872472658382385","22.872472658382385","624","624","624","","","","","",""
"3090","","","","","","","","","","","","","22.892798209646138","22.892798209646138","22.892798209646138","626","626","626","","","","","",""
"3100","","","","","","","","","","","","","22.619029837971947","22.619029837971947","22.619029837971947","628","628","628","","","","","",""
"3110","","","","","","","","","","","","","23.34882909079431","23.34882909079431","23.34882909079431","630","630","630","","","","","",""
"3120","","","","","","","","","","","","","21.543091792185688","21.543091792185688","21.543091792185688","632","632","632","","","","","",""
"3130","","","","","","","","","","","","","23.330764040719654","23.330764040719654","23.330764040719654","634","634","634","","","","","",""
"3140","","","","","","","","","","","","","24.668396210038125","24.668396210038125","24.668396210038125","636","636","636","","","","","",""
"3150","","","","","","","","","","","","","23.49598258050273","23.49598258050273","23.49598258050273","638","638","638","","","","","",""
"3160","","","","","","","","","","","","","23.636736285631446","23.636736285631446","23.636736285631446","640","640","640","","","","","",""
"3170","","","","","","","","","","","","","22.641228848034775","22.641228848034775","22.641228848034775","642","642","642","","","","","",""
"3180","","","","","","","","","","","","","23.805828795556764","23.805828795556764","23.805828795556764","644","644","644","","","","","",""
"3190","","","","","","","","","","","","","24.07864481165092","24.07864481165092","24.07864481165092","646","646","646","","","","","",""
"3200","","","","","","","","","","","","","22.75382703711864","22.75382703711864","22.75382703711864","648","648","648","","","","","",""
"3210","","","","","","","","","","","","","23.4012915196793","23.4012915196793","23.4012915196793","650","650","650","","","","","",""
"3220","","","","","","","","","","","","","23.22372995223662","23.22372995223662","23.22372995223662","652","652","652","","","","","",""
"3230","","","","","","","","","","","","","22.52442716995557","22.52442716995557","22.52442716995557","654","654","654","","","","","",""
"3240","","","","","","","","","","","","","22.013210738045657","22.013210738045657","22.013210738045657","656","656","656","","","","","",""
"3250","","","","","","","","","","","","","23.386647086706226","23.386647086706226","23.386647086706226","658","658","658","","","","","",""
"3260","","","","","","","","","","","","","23.678872767921863","23.678872767921863","23.678872767921863","660","660","660","","","","","",""
"3270","","","","","","","","","","","","","22.738546872887756","22.738546872887756","22.738546872887756","662","662","662","","","","","",""
"3280","","","","","","","","","","","","","23.311792550537596","23.311792550537596","23.311792550537596","664","664","664","","","","","",""
"3290","","","","","","","","","","","","","22.13406880083993","22.13406880083993","22.13406880083993","666","666","666","","","","","",""
"3300","","","","","","","","","","","","","22.724044122326948","22.724044122326948","22.724044122326948","668","668","668","","","","","",""
"3310","","","","","","","","","","","","","21.867918136845933","21.867918136845933","21.867918136845933","670","670","670","","","","","",""
"3320","","","","","","","","","","","","","23.758354261087142","23.758354261087142","23.758354261087142","672","672","672","","","","","",""
"3330","","","","","","","","","","","","","24.888366418328044","24.888366418328044","24.888366418328044","674","674","674","","","","","",""
"3340","","","","","","","","","","","","","22.77192747624423","22.77192747624423","22.77192747624423","676","676","676","","","","","",""
"3350","","","","","","","","","","","","","24.20933725404988","24.20933725404988","24.20933725404988","678","678","678","","","","","",""
"3360","","","","","","","","","","","","","24.578194930232637","24.578194930232637","24.578194930232637","680","680","680","","","","","",""
"3370","","","","","","","","","","","","","23.610354631981846","23.610354631981846","23.610354631981846","682","682","682","","","","","",""
"3380","","","","","","","","","","","","","23.821494482360723","23.821494482360723","23.821494482360723","684","684","684","","","","","",""
"3390","","","","","","","","","","","","","23.39892601491167","23.39892601491167","23.39892601491167","686","686","686","","","","","",""
"3400","","","","","","","","","","","","","22.799781350975625","22.799781350975625","22.799781350975625","688","688","688","","","","","",""
"3410","","","","","","","","","","","","","22.913841087412965","22.913841087412965","22.913841087412965","690","690","690","","","","","",""
"3420","","","","","","","","","","","","","22.21643157673995","22.21643157673995","22.21643157673995","692","692","692","","","","","",""
"3430","","","","","","","","","","","","","22.204404718299536","22.204404718299536","22.204404718299536","694","694","694","","","","","",""
"3440","","","","","","","","","","","","","22.730932317079574","22.730932317079574","22.730932317079574","696","696","696","","","","","",""
"3450","","","","","","","","","","","","","23.84425510152685","23.84425510152685","23.84425510152685","698","698","698","","","","","",""
"3460","","","","","","","","","","","","","22.794093943617835","22.794093943617835","22.794093943617835","700","700","700","","","","","",""
"3470","","","","","","","","","","","","","23.646498878202234","23.646498878202234","23.646498878202234","702","702","702","","","","","",""
"3480","","","","","","","","","","","","","22.74859366165318","22.74859366165318","22.74859366165318","704","704","704","","","","","",""
"3490","","","","","","","","","","","","","22.815881620450302","22.815881620450302","22.815881620450302","706","706","706","","","","","",""
"3500","","","","","","","","","","","","","1","1","1","709","709","709","","","","","",""
"3510","","","","","","","","","","","","","22.004118260890394","22.004118260890394","22.004118260890394","711","711","711","","","","","",""
"3520","","","","","","","","","","","","","22.838365304232802","22.838365304232802","22.838365304232802","713","713","713","","","","","",""
"3530","","","","","","","","","","","","","21.880814419844572","21.880814419844572","21.880814419844572","715","715","715","","","","","",""
"3540","","","","","","","","","","","","","24.19608385510392","24.19608385510392","24.19608385510392","717","717","717","","","","","",""
"3550","","","","","","","","","","","","","24.381595935596494","24.381595935596494","24.381595935596494","719","719","719","","","","","",""
"3560","","","","","","","","","","","","","23.19450430316018","23.19450430316018","23.19450430316018","721","721","721","","","","","",""
"3570","","","","","","","","","","","","","24.005604294730933","24.005604294730933","24.005604294730933","723","723","723","","","","","",""
"3580","","","","","","","","","","","","","23.315332130994822","23.315332130994822","23.315332130994822","725","725","725","","","","","",""
"3590","","","","","","","","","","","","","23.627441896464116","23.627441896464116","23.627441896464116","727","727","727","","","","","",""
"3600","","","","","","","","","","","","","22.92681193682141","22.92681193682141","22.92681193682141","729","729","729","","","","","",""
"3610","","","","","","","","","","","","","22.59321093039713","22.59321093039713","22.59321093039713","731","731","731","","","","","",""
"3620","","","","","","","","","","","","","22.307472731773473","22.307472731773473","22.307472731773473","733","733","733","","","","","",""
"3630","","","","","","","","","","","","","24.414268408775662","24.414268408775662","24.414268408775662","735","735","735","","","","","",""
"3640","","","","","","","","","","","","","23.56020048761373","23.56020048761373","23.56020048761373","737","737","737","","","","","",""
"3650","","","","","","","","","","","","","21.762065570343402","21.762065570343402","21.762065570343402","739","739","739","","","","","",""
"3660","","","","","","","","","","","","","22.992671028656833","22.992671028656833","22.992671028656833","741","741","741","","","","","",""
"3670","","","","","","","","","","","","","22.257110136961046","22.257110136961046","22.257110136961046","743","743","743","","","","","",""
"3680","","","","","","","","","","","","","23.07101967782586","23.07101967782586","23.07101967782586","745","745","745","","","","","",""
"3690","","","","","","","","","","","","","22.50098645504576","22.50098645504576","22.50098645504576","747","747","747","","","","","",""
"3700","","","","","","","","","","","","","23.10593281808746","23.10593281808746","23.10593281808746","749","749","749","","","","","",""
"3710","","","","","","","","","","","","","22.624449169461663","22.624449169461663","22.624449169461663","751","751","751","","","","","",""
"3720","","","","","","","","","","","","","24.423918898848324","24.423918898848324","24.423918898848324","753","753","753","","","","","",""
"3730","","","","","","","","","","","","","23.179861061409554","23.179861061409554","23.179861061409554","755","755","755","","","","","",""
"3740","","","","","","","","","","","","","24.157694161137407","24.157694161137407","24.157694161137407","757","757","757","","","","","",""
"3750","","","","","","","","","","","","","24.19613923560825","24.19613923560825","24.19613923560825","759","759","759","","","","","",""
"3760","","","","","","","","","","","","","24.12478065972593","24.12478065972593","24.12478065972593","761","761","761","","","","","",""
"3770","","","","","","","","","","","","","22.976104180474696","22.976104180474696","22.976104180474696","763","763","763","","","","","",""
"3780","","","","","","","","","","","","","22.17353075331891","22.17353075331891","22.17353075331891","765","765","765","","","","","",""
"3790","","","","","","","","","","","","","23.771109455530635","23.771109455530635","23.771109455530635","767","767","767","","","","","",""
"3800","","","","","","","","","","","","","22.716668396387423","22.716668396387423","22.716668396387423","769","769","769","","","","","",""
"3810","","","","","","","","","","","","","22.95359872596814","22.95359872596814","22.95359872596814","771","771","771","","","","","",""
"3820","","","","","","","","","","","","","22.760763331182734","22.760763331182734","22.760763331182734","773","773","773","","","","","",""
"3830","","","","","","","","","","","","","23.118655229981133","23.118655229981133","23.118655229981133","775","775","775","","","","","",""
"3840","","","","","","","","","","","","","25.30830258525857","25.30830258525857","25.30830258525857","777","777","777","","","","","",""
"3850","","","","","","","","","","","","","24.251536973548042","24.251536973548042","24.251536973548042","779","779","779","","","","","",""
"3860","","","","","","","","","","","","","24.019527596128047","24.019527596128047","24.019527596128047","781","781","781","","","","","",""
"3870","","","","","","","","","","","","","22.735038483369003","22.735038483369003","22.735038483369003","783","783","783","","","","","",""
"3880","","","","","","","","","","","","","24.072693489656075","24.072693489656075","24.072693489656075","785","785","785","","","","","",""
"3890","","","","","","","","","","","","","22.14400478119708","22.14400478119708","22.14400478119708","787","787","787","","","","","",""
"3900","","","","","","","","","","","","","22.453784169023784","22.453784169023784","22.453784169023784","789","789","789","","","","","",""
"3910","","","","","","","","","","","","","23.833988084977637","23.833988084977637","23.833988084977637","791","791","791","","","","","",""
"3920","","","","","","","","","","","","","23.727030221930534","23.727030221930534","23.727030221930534","793","793","793","","","","","",""
"3930","","","","","","","","","","","","","24.313808159181765","24.313808159181765","24.313808159181765","795","795","795","","","","","",""
"3940","","","","","","","","","","","","","23.477064813128834","23.477064813128834","23.477064813128834","797","797","797","","","","","",""
"3950","","","","","","","","","","","","","23.749315545713056","23.749315545713056","23.749315545713056","799","799","799","","","","","",""
"3960","","","","","","","","","","","","","23.464060132068326","23.464060132068326","23.464060132068326","801","801","801","","","","","",""
"3970","","","","","","","","","","","","","21.625829213522962","21.625829213522962","21.625829213522962","803","803","803","","","","","",""
"3980","","","","","","","","","","","","","23.50154030145972","23.50154030145972","23.50154030145972","805","805","805","","","","","",""
"3990","","","","","","","","","","","","","23.16306214140961","23.16306214140961","23.16306214140961","807","807","807","","","","","",""
"4000","","","","","","","","","","","","","1","1","1","810","810","810","","","","","",""
"4010","","","","","","","24.740282107153753","24.740282107153753","24.740282107153753","3","3","3","24.74007447931468","24.74007447931468","24.74007447931468","812","812","812","","","","","",""
"4020","","","","","","","25.32676843828306","25.32676843828306","25.32676843828306","5","5","5","25.32720320480907","25.32720320480907","25.32720320480907","814","814","814","","","","","",""
"4030","","","","","","","22.65763634567749","22.65763634567749","22.65763634567749","7","7","7","22.657173939070777","22.657173939070777","22.657173939070777","816","816","816","","","","","",""
"4040","","","","","","","23.325429112650813","23.325429112650813","23.325429112650813","9","9","9","23.32418343360515","23.32418343360515","23.32418343360515","818","818","818","","","","","",""
"4050","","","","","","","24.734091771099","24.734091771099","24.734091771099","11","11","11","24.732733124175333","24.732733124175333","24.732733124175333","820","820","820","","","","","",""
"4060","","","","","","","22.888279375041275","22.888279375041275","22.888279375041275","13","13","13","22.889602187895054","22.889602187895054","22.889602187895054","822","822","822","","","","","",""
"4070","","","","","","","22.453445836735963","22.453445836735963","22.453445836735963","15","15","15","22.45292764147013","22.45292764147013","22.45292764147013","824","824","824","","","","","",""
"4080","","","","","","","24.24409087901326","24.24409087901326","24.24409087901326","17","17","17","24.244063133868977","24.244063133868977","24.244063133868977","826","826","826","","","","","",""
"4090","","","","","","","24.02437516549348","24.02437516549348","24.02437516549348","19","19","19","24.023962763301036","24.023962763301036","24.023962763301036","828","828","828","","","","","",""
"4100","","","","","","","23.534846911250778","23.534846911250778","23.534846911250778","21","21","21","23.536171178669914","23.536171178669914","23.536171178669914","830","830","830","","","","","",""
"4110","","","","","","","22.764327793819422","22.764327793819422","22.764327793819422","23","23","23","22.76513106891715","22.76513106891715","22.76513106891715","832","832","832","","","","","",""
"4120","","","","","","","22.75568461072079","22.75568461072079","22.75568461072079","25","25","25","22.755819160492763","22.755819160492763","22.755819160492763","834","834","834","","","","","",""
"4130","","","","","","","22.221152595395868","22.221152595395868","22.221152595395868","27","27","27","22.220855912981285","22.220855912981285","22.220855912981285","836","836","836","","","","","",""
"4140","","","","","","","23.58797924859108","23.58797924859108","23.58797924859108","29","29","29","23.587349390001044","23.587349390001044","23.587349390001044","838","838","838","","","","","",""
"4150","","","","","","","22.370972413214385","22.370972413214385","22.370972413214385","31","31","31","22.370375051779","22.370375051779","22.370375051779","840","840","840","","","","","",""
"4160","","","","","","","21.353812133865645","21.353812133865645","21.353812133865645","33","33","33","21.35283872902379","21.35283872902379","21.35283872902379","842","842","842","","","","","",""
"4170","","","","","","","22.196744646125143","22.196744646125143","22.196744646125143","35","35","35","22.196846254991033","22.196846254991033","22.196846254991033","844","844","844","","","","","",""
"4180","","","","","","","23.859263446415262","23.859263446415262","23.859263446415262","37","37","37","23.858508026678027","23.858508026678027","23.858508026678027","846","846","846","","","","","",""
"4190","","","","","","","23.116529932507934","23.116529932507934","23.116529932507934","39","39","39","23.1174294121551","23.1174294121551","23.1174294121551","848","848","848","","","","","",""
"4200","","","","","","","23.55557237807321","23.55557237807321","23.55557237807321","41","41","41","23.55584644466906","23.55584644466906","23.55584644466906","850","850","850","","","","","",""
"4210","","","","","","","23.096155517015802","23.096155517015802","23.096155517015802","43","43","43","23.09593085076321","23.09593085076321","23.09593085076321","852","852","852","","","","","",""
"4220","","","","","","","23.101913886118012","23.101913886118012","23.101913886118012","45","45","45","23.10252196909413","23.10252196909413","23.10252196909413","854","854","854","","","","","",""
"4230","","","","","","","23.88835618781808","23.88835618781808","23.88835618781808","47","47","47","23.887226241639624","23.887226241639624","23.887226241639624","856","856","856","","","","","",""
"4240","","","","","","","22.384955225540256","22.384955225540256","22.384955225540256","49","49","49","22.38472466879336","22.38472466879336","22.38472466879336","858","858","858","","","","","",""
"4250","","","","","","","22.106867979584866","22.106867979584866","22.106867979584866","51","51","51","22.106905928571408","22.106905928571408","22.106905928571408","860","860","860","","","","","",""
"4260","","","","","","","22.202723425778558","22.202723425778558","22.202723425778558","53","53","53","22.203286665767063","22.203286665767063","22.203286665767063","862","862","862","","","","","",""
"4270","","","","","","","23.5605105585158","23.5605105585158","23.5605105585158","55","55","55","23.56136889200561","23.56136889200561","23.56136889200561","864","864","864","","","","","",""
"4280","","","","","","","21.99639722324888","21.99639722324888","21.99639722324888","57","57","57","21.996430787113017","21.996430787113017","21.996430787113017","866","866","866","","","","","",""
"4290","","","","","","","21.726174309960147","21.726174309960147","21.726174309960147","59","59","59","21.726074855654506","21.726074855654506","21.726074855654506","868","868","868","","","","","",""
"4300","","","","","","","22.22226307044985","22.22226307044985","22.22226307044985","61","61","61","22.22261487374015","22.22261487374015","22.22261487374015","870","870","870","","","","","",""
"4310","","","","","","","22.394867140939343","22.394867140939343","22.394867140939343","63","63","63","22.39405557407963","22.39405557407963","22.39405557407963","872","872","872","","","","","",""
"4320","","","","","","","22.384425802470563","22.384425802470563","22.384425802470563","65","65","65","22.38753847736561","22.38753847736561","22.38753847736561","874","874","874","","","","","",""
"4330","","","","","","","24.303060831331013","24.303060831331013","24.303060831331013","67","67","67","24.30352437985024","24.30352437985024","24.30352437985024","876","876","876","","","","","",""
"4340","","","","","","","23.466566497929055","23.466566497929055","23.466566497929055","69","69","69","23.466879812485338","23.466879812485338","23.466879812485338","878","878","878","","","","","",""
"4350","","","","","","","24.072179246935818","24.072179246935818","24.072179246935818","71","71","71","24.072647574680847","24.072647574680847","24.072647574680847","880","880","880","","","","","",""
"4360","","","","","","","22.00664916878174","22.00664916878174","22.00664916878174","73","73","73","22.006107706299613","22.006107706299613","22.006107706299613","882","882","882","","","","","",""
"4370","","","","","","","22.711989388834844","22.711989388834844","22.711989388834844","75","75","75","22.713016088501465","22.713016088501465","22.713016088501465","884","884","884","","","","","",""
"4380","","","","","","","22.788394915356395","22.788394915356395","22.788394915356395","77","77","77","22.78739523276473","22.78739523276473","22.78739523276473","886","886","886","","","","","",""
"4390","","","","","","","23.368878154448012","23.368878154448012","23.368878154448012","79","79","79","23.367148801644724","23.367148801644724","23.367148801644724","888","888","888","","","","","",""
"4400","","","","","","","22.308515185256834","22.308515185256834","22.308515185256834","81","81","81","22.30867262124133","22.30867262124133","22.30867262124133","890","890","890","","","","","",""
"4410","","","","","","","24.372124869309427","24.372124869309427","24.372124869309427","83","83","83","24.370414239428076","24.370414239428076","24.370414239428076","892","892","892","","","","","",""
"4420","","","","","","","21.87406701739371","21.87406701739371","21.87406701739371","85","85","85","21.874755432511318","21.874755432511318","21.874755432511318","894","894","894","","","","","",""
"4430","","","","","","","23.024483534406183","23.024483534406183","23.024483534406183","87","87","87","23.02304314393896","23.02304314393896","23.02304314393896","896","896","896","","","","","",""
"4440","","","","","","","22.863404656855323","22.863404656855323","22.863404656855323","89","89","89","22.864961532725392","22.864961532725392","22.864961532725392","898","898","898","","","","","",""
"4450","","","","","","","22.676006271838194","22.676006271838194","22.676006271838194","91","91","91","22.67508071826702","22.67508071826702","22.67508071826702","900","900","900","","","","","",""
"4460","","","","","","","23.980004674759705","23.980004674759705","23.980004674759705","93","93","93","23.98148663917437","23.98148663917437","23.98148663917437","902","902","902","","","","","",""
