"train/global_step","glad-glitter-9 - train/total_time_hours","glad-glitter-9 - train/total_time_hours__MIN","glad-glitter-9 - train/total_time_hours__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX"
"6375","1.028925461437967","1.028925461437967","1.028925461437967","278","278","278"
