"train/global_step","glad-glitter-9 - train/sequence_loss","glad-glitter-9 - train/sequence_loss__MIN","glad-glitter-9 - train/sequence_loss__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/sequence_loss","sleek-moon-7 - train/sequence_loss__MIN","sleek-moon-7 - train/sequence_loss__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/sequence_loss","magic-universe-6 - train/sequence_loss__MIN","magic-universe-6 - train/sequence_loss__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/sequence_loss","visionary-oath-5 - train/sequence_loss__MIN","visionary-oath-5 - train/sequence_loss__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"2040","","","","","","","","","","","","","3.1856040954589844","3.1856040954589844","3.1856040954589844","414","414","414","","","","","",""
"2050","","","","","","","","","","","","","3.1997575759887695","3.1997575759887695","3.1997575759887695","416","416","416","","","","","",""
"2060","","","","","","","","","","","","","3.1946807861328126","3.1946807861328126","3.1946807861328126","418","418","418","","","","","",""
"2070","","","","","","","","","","","","","3.1231279373168945","3.1231279373168945","3.1231279373168945","420","420","420","","","","","",""
"2080","","","","","","","","","","","","","3.172073173522949","3.172073173522949","3.172073173522949","422","422","422","","","","","",""
"2090","","","","","","","","","","","","","3.1462800979614256","3.1462800979614256","3.1462800979614256","424","424","424","","","","","",""
"2100","","","","","","","","","","","","","3.1368560791015625","3.1368560791015625","3.1368560791015625","426","426","426","","","","","",""
"2110","","","","","","","","","","","","","3.1732528686523436","3.1732528686523436","3.1732528686523436","428","428","428","","","","","",""
"2120","","","","","","","","","","","","","3.1758771896362306","3.1758771896362306","3.1758771896362306","430","430","430","","","","","",""
"2130","","","","","","","","","","","","","3.2079662322998046","3.2079662322998046","3.2079662322998046","432","432","432","","","","","",""
"2140","","","","","","","","","","","","","3.070659637451172","3.070659637451172","3.070659637451172","434","434","434","","","","","",""
"2150","","","","","","","","","","","","","3.0966114044189452","3.0966114044189452","3.0966114044189452","436","436","436","","","","","",""
"2160","","","","","","","","","","","","","3.224940872192383","3.224940872192383","3.224940872192383","438","438","438","","","","","",""
"2170","","","","","","","","","","","","","3.1693206787109376","3.1693206787109376","3.1693206787109376","440","440","440","","","","","",""
"2180","","","","","","","","","","","","","3.090167236328125","3.090167236328125","3.090167236328125","442","442","442","","","","","",""
"2190","","","","","","","","","","","","","3.165127754211426","3.165127754211426","3.165127754211426","444","444","444","","","","","",""
"2200","","","","","","","","","","","","","3.1333200454711916","3.1333200454711916","3.1333200454711916","446","446","446","","","","","",""
"2210","","","","","","","","","","","","","3.170851135253906","3.170851135253906","3.170851135253906","448","448","448","","","","","",""
"2220","","","","","","","","","","","","","3.2305438995361326","3.2305438995361326","3.2305438995361326","450","450","450","","","","","",""
"2230","","","","","","","","","","","","","3.0969303131103514","3.0969303131103514","3.0969303131103514","452","452","452","","","","","",""
"2240","","","","","","","","","","","","","3.103647804260254","3.103647804260254","3.103647804260254","454","454","454","","","","","",""
"2250","","","","","","","","","","","","","3.1752538681030273","3.1752538681030273","3.1752538681030273","456","456","456","","","","","",""
"2260","","","","","","","","","","","","","3.2158828735351563","3.2158828735351563","3.2158828735351563","458","458","458","","","","","",""
"2270","","","","","","","","","","","","","3.209966278076172","3.209966278076172","3.209966278076172","460","460","460","","","","","",""
"2280","","","","","","","","","","","","","3.1105697631835936","3.1105697631835936","3.1105697631835936","462","462","462","","","","","",""
"2290","","","","","","","","","","","","","3.098479461669922","3.098479461669922","3.098479461669922","464","464","464","","","","","",""
"2300","","","","","","","","","","","","","3.163975715637207","3.163975715637207","3.163975715637207","466","466","466","","","","","",""
"2310","","","","","","","","","","","","","3.203859329223633","3.203859329223633","3.203859329223633","468","468","468","","","","","",""
"2320","","","","","","","","","","","","","3.097127342224121","3.097127342224121","3.097127342224121","470","470","470","","","","","",""
"2330","","","","","","","","","","","","","3.1621187210083006","3.1621187210083006","3.1621187210083006","472","472","472","","","","","",""
"2340","","","","","","","","","","","","","3.1682701110839844","3.1682701110839844","3.1682701110839844","474","474","474","","","","","",""
"2350","","","","","","","","","","","","","3.1157295227050783","3.1157295227050783","3.1157295227050783","476","476","476","","","","","",""
"2360","","","","","","","","","","","","","3.2083816528320312","3.2083816528320312","3.2083816528320312","478","478","478","","","","","",""
"2370","","","","","","","","","","","","","3.1054128646850585","3.1054128646850585","3.1054128646850585","480","480","480","","","","","",""
"2380","","","","","","","","","","","","","3.193313980102539","3.193313980102539","3.193313980102539","482","482","482","","","","","",""
"2390","","","","","","","","","","","","","3.108585166931152","3.108585166931152","3.108585166931152","484","484","484","","","","","",""
"2400","","","","","","","","","","","","","3.209039306640625","3.209039306640625","3.209039306640625","486","486","486","","","","","",""
"2410","","","","","","","","","","","","","3.146352195739746","3.146352195739746","3.146352195739746","488","488","488","","","","","",""
"2420","","","","","","","","","","","","","3.165168571472168","3.165168571472168","3.165168571472168","490","490","490","","","","","",""
"2430","","","","","","","","","","","","","3.1971324920654296","3.1971324920654296","3.1971324920654296","492","492","492","","","","","",""
"2440","","","","","","","","","","","","","3.1718326568603517","3.1718326568603517","3.1718326568603517","494","494","494","","","","","",""
"2450","","","","","","","","","","","","","3.1290464401245117","3.1290464401245117","3.1290464401245117","496","496","496","","","","","",""
"2460","","","","","","","","","","","","","3.1776227951049805","3.1776227951049805","3.1776227951049805","498","498","498","","","","","",""
"2470","","","","","","","","","","","","","3.149078369140625","3.149078369140625","3.149078369140625","500","500","500","","","","","",""
"2480","","","","","","","","","","","","","3.128066635131836","3.128066635131836","3.128066635131836","502","502","502","","","","","",""
"2490","","","","","","","","","","","","","3.128729820251465","3.128729820251465","3.128729820251465","504","504","504","","","","","",""
"2500","","","","","","","","","","","","","0","0","0","507","507","507","","","","","",""
"2510","","","","","","","","","","","","","3.192005920410156","3.192005920410156","3.192005920410156","509","509","509","","","","","",""
"2520","","","","","","","","","","","","","3.1481773376464846","3.1481773376464846","3.1481773376464846","511","511","511","","","","","",""
"2530","","","","","","","","","","","","","3.154868507385254","3.154868507385254","3.154868507385254","513","513","513","","","","","",""
"2540","","","","","","","","","","","","","3.2144309997558596","3.2144309997558596","3.2144309997558596","515","515","515","","","","","",""
"2550","","","","","","","","","","","","","3.1777944564819336","3.1777944564819336","3.1777944564819336","517","517","517","","","","","",""
"2560","","","","","","","","","","","","","3.1752872467041016","3.1752872467041016","3.1752872467041016","519","519","519","","","","","",""
"2570","","","","","","","","","","","","","3.081592559814453","3.081592559814453","3.081592559814453","521","521","521","","","","","",""
"2580","","","","","","","","","","","","","3.205413818359375","3.205413818359375","3.205413818359375","523","523","523","","","","","",""
"2590","","","","","","","","","","","","","3.1889766693115233","3.1889766693115233","3.1889766693115233","525","525","525","","","","","",""
"2600","","","","","","","","","","","","","3.160832977294922","3.160832977294922","3.160832977294922","527","527","527","","","","","",""
"2610","","","","","","","","","","","","","3.2311168670654298","3.2311168670654298","3.2311168670654298","529","529","529","","","","","",""
"2620","","","","","","","","","","","","","3.1540706634521483","3.1540706634521483","3.1540706634521483","531","531","531","","","","","",""
"2630","","","","","","","","","","","","","3.1722949981689452","3.1722949981689452","3.1722949981689452","533","533","533","","","","","",""
"2640","","","","","","","","","","","","","3.1231266021728517","3.1231266021728517","3.1231266021728517","535","535","535","","","","","",""
"2650","","","","","","","","","","","","","3.12728271484375","3.12728271484375","3.12728271484375","537","537","537","","","","","",""
"2660","","","","","","","","","","","","","3.250347900390625","3.250347900390625","3.250347900390625","539","539","539","","","","","",""
"2670","","","","","","","","","","","","","3.140253257751465","3.140253257751465","3.140253257751465","541","541","541","","","","","",""
"2680","","","","","","","","","","","","","3.2105690002441407","3.2105690002441407","3.2105690002441407","543","543","543","","","","","",""
"2690","","","","","","","","","","","","","3.122998046875","3.122998046875","3.122998046875","545","545","545","","","","","",""
"2700","","","","","","","","","","","","","3.1150205612182615","3.1150205612182615","3.1150205612182615","547","547","547","","","","","",""
"2710","","","","","","","","","","","","","3.1325204849243162","3.1325204849243162","3.1325204849243162","549","549","549","","","","","",""
"2720","","","","","","","","","","","","","3.1405309677124023","3.1405309677124023","3.1405309677124023","551","551","551","","","","","",""
"2730","","","","","","","","","","","","","3.1920759201049806","3.1920759201049806","3.1920759201049806","553","553","553","","","","","",""
"2740","","","","","","","","","","","","","3.205516815185547","3.205516815185547","3.205516815185547","555","555","555","","","","","",""
"2750","","","","","","","","","","","","","3.0968902587890623","3.0968902587890623","3.0968902587890623","557","557","557","","","","","",""
"2760","","","","","","","","","","","","","3.1319942474365234","3.1319942474365234","3.1319942474365234","559","559","559","","","","","",""
"2770","","","","","","","","","","","","","3.1618831634521483","3.1618831634521483","3.1618831634521483","561","561","561","","","","","",""
"2780","","","","","","","","","","","","","3.126247215270996","3.126247215270996","3.126247215270996","563","563","563","","","","","",""
"2790","","","","","","","","","","","","","3.1567522048950196","3.1567522048950196","3.1567522048950196","565","565","565","","","","","",""
"2800","","","","","","","","","","","","","3.129982566833496","3.129982566833496","3.129982566833496","567","567","567","","","","","",""
"2810","","","","","","","","","","","","","3.1390275955200195","3.1390275955200195","3.1390275955200195","569","569","569","","","","","",""
"2820","","","","","","","","","","","","","3.1234039306640624","3.1234039306640624","3.1234039306640624","571","571","571","","","","","",""
"2830","","","","","","","","","","","","","3.135417938232422","3.135417938232422","3.135417938232422","573","573","573","","","","","",""
"2840","","","","","","","","","","","","","3.129140090942383","3.129140090942383","3.129140090942383","575","575","575","","","","","",""
"2850","","","","","","","","","","","","","3.152400588989258","3.152400588989258","3.152400588989258","577","577","577","","","","","",""
"2860","","","","","","","","","","","","","3.21386604309082","3.21386604309082","3.21386604309082","579","579","579","","","","","",""
"2870","","","","","","","","","","","","","3.2127899169921874","3.2127899169921874","3.2127899169921874","581","581","581","","","","","",""
"2880","","","","","","","","","","","","","3.161838150024414","3.161838150024414","3.161838150024414","583","583","583","","","","","",""
"2890","","","","","","","","","","","","","3.0811790466308593","3.0811790466308593","3.0811790466308593","585","585","585","","","","","",""
"2900","","","","","","","","","","","","","3.2025070190429688","3.2025070190429688","3.2025070190429688","587","587","587","","","","","",""
"2910","","","","","","","","","","","","","3.1433151245117186","3.1433151245117186","3.1433151245117186","589","589","589","","","","","",""
"2920","","","","","","","","","","","","","3.1604030609130858","3.1604030609130858","3.1604030609130858","591","591","591","","","","","",""
"2930","","","","","","","","","","","","","3.1259227752685548","3.1259227752685548","3.1259227752685548","593","593","593","","","","","",""
"2940","","","","","","","","","","","","","3.1968713760375977","3.1968713760375977","3.1968713760375977","595","595","595","","","","","",""
"2950","","","","","","","","","","","","","3.1370079040527346","3.1370079040527346","3.1370079040527346","597","597","597","","","","","",""
"2960","","","","","","","","","","","","","3.175709915161133","3.175709915161133","3.175709915161133","599","599","599","","","","","",""
"2970","","","","","","","","","","","","","3.095257377624512","3.095257377624512","3.095257377624512","601","601","601","","","","","",""
"2980","","","","","","","","","","","","","3.211527633666992","3.211527633666992","3.211527633666992","603","603","603","","","","","",""
"2990","","","","","","","","","","","","","3.1781755447387696","3.1781755447387696","3.1781755447387696","605","605","605","","","","","",""
"3000","","","","","","","","","","","","","0","0","0","608","608","608","","","","","",""
"3010","","","","","","","","","","","","","3.142917823791504","3.142917823791504","3.142917823791504","610","610","610","","","","","",""
"3020","","","","","","","","","","","","","3.2403656005859376","3.2403656005859376","3.2403656005859376","612","612","612","","","","","",""
"3030","","","","","","","","","","","","","3.1599567413330076","3.1599567413330076","3.1599567413330076","614","614","614","","","","","",""
"3040","","","","","","","","","","","","","3.161859703063965","3.161859703063965","3.161859703063965","616","616","616","","","","","",""
"3050","","","","","","","","","","","","","3.1484289169311523","3.1484289169311523","3.1484289169311523","618","618","618","","","","","",""
"3060","","","","","","","","","","","","","3.1612947463989256","3.1612947463989256","3.1612947463989256","620","620","620","","","","","",""
"3070","","","","","","","","","","","","","3.244986724853516","3.244986724853516","3.244986724853516","622","622","622","","","","","",""
"3080","","","","","","","","","","","","","3.1299341201782225","3.1299341201782225","3.1299341201782225","624","624","624","","","","","",""
"3090","","","","","","","","","","","","","3.1308223724365236","3.1308223724365236","3.1308223724365236","626","626","626","","","","","",""
"3100","","","","","","","","","","","","","3.1187915802001953","3.1187915802001953","3.1187915802001953","628","628","628","","","","","",""
"3110","","","","","","","","","","","","","3.150546836853027","3.150546836853027","3.150546836853027","630","630","630","","","","","",""
"3120","","","","","","","","","","","","","3.0700551986694338","3.0700551986694338","3.0700551986694338","632","632","632","","","","","",""
"3130","","","","","","","","","","","","","3.149772834777832","3.149772834777832","3.149772834777832","634","634","634","","","","","",""
"3140","","","","","","","","","","","","","3.205522918701172","3.205522918701172","3.205522918701172","636","636","636","","","","","",""
"3150","","","","","","","","","","","","","3.1568294525146485","3.1568294525146485","3.1568294525146485","638","638","638","","","","","",""
"3160","","","","","","","","","","","","","3.1628021240234374","3.1628021240234374","3.1628021240234374","640","640","640","","","","","",""
"3170","","","","","","","","","","","","","3.119772529602051","3.119772529602051","3.119772529602051","642","642","642","","","","","",""
"3180","","","","","","","","","","","","","3.1699304580688477","3.1699304580688477","3.1699304580688477","644","644","644","","","","","",""
"3190","","","","","","","","","","","","","3.181325340270996","3.181325340270996","3.181325340270996","646","646","646","","","","","",""
"3200","","","","","","","","","","","","","3.1247333526611327","3.1247333526611327","3.1247333526611327","648","648","648","","","","","",""
"3210","","","","","","","","","","","","","3.152791213989258","3.152791213989258","3.152791213989258","650","650","650","","","","","",""
"3220","","","","","","","","","","","","","3.1451745986938477","3.1451745986938477","3.1451745986938477","652","652","652","","","","","",""
"3230","","","","","","","","","","","","","3.1146003723144533","3.1146003723144533","3.1146003723144533","654","654","654","","","","","",""
"3240","","","","","","","","","","","","","3.0916427612304687","3.0916427612304687","3.0916427612304687","656","656","656","","","","","",""
"3250","","","","","","","","","","","","","3.1521652221679686","3.1521652221679686","3.1521652221679686","658","658","658","","","","","",""
"3260","","","","","","","","","","","","","3.164583206176758","3.164583206176758","3.164583206176758","660","660","660","","","","","",""
"3270","","","","","","","","","","","","","3.1240615844726562","3.1240615844726562","3.1240615844726562","662","662","662","","","","","",""
"3280","","","","","","","","","","","","","3.1489593505859377","3.1489593505859377","3.1489593505859377","664","664","664","","","","","",""
"3290","","","","","","","","","","","","","3.0971179962158204","3.0971179962158204","3.0971179962158204","666","666","666","","","","","",""
"3300","","","","","","","","","","","","","3.1234235763549805","3.1234235763549805","3.1234235763549805","668","668","668","","","","","",""
"3310","","","","","","","","","","","","","3.085020637512207","3.085020637512207","3.085020637512207","670","670","670","","","","","",""
"3320","","","","","","","","","","","","","3.167934226989746","3.167934226989746","3.167934226989746","672","672","672","","","","","",""
"3330","","","","","","","","","","","","","3.2144004821777346","3.2144004821777346","3.2144004821777346","674","674","674","","","","","",""
"3340","","","","","","","","","","","","","3.1255285263061525","3.1255285263061525","3.1255285263061525","676","676","676","","","","","",""
"3350","","","","","","","","","","","","","3.186738395690918","3.186738395690918","3.186738395690918","678","678","678","","","","","",""
"3360","","","","","","","","","","","","","3.2018596649169924","3.2018596649169924","3.2018596649169924","680","680","680","","","","","",""
"3370","","","","","","","","","","","","","3.1616853713989257","3.1616853713989257","3.1616853713989257","682","682","682","","","","","",""
"3380","","","","","","","","","","","","","3.1705883026123045","3.1705883026123045","3.1705883026123045","684","684","684","","","","","",""
"3390","","","","","","","","","","","","","3.152690124511719","3.152690124511719","3.152690124511719","686","686","686","","","","","",""
"3400","","","","","","","","","","","","","3.126750946044922","3.126750946044922","3.126750946044922","688","688","688","","","","","",""
"3410","","","","","","","","","","","","","3.1317411422729493","3.1317411422729493","3.1317411422729493","690","690","690","","","","","",""
"3420","","","","","","","","","","","","","3.1008321762084963","3.1008321762084963","3.1008321762084963","692","692","692","","","","","",""
"3430","","","","","","","","","","","","","3.1002906799316405","3.1002906799316405","3.1002906799316405","694","694","694","","","","","",""
"3440","","","","","","","","","","","","","3.123726654052734","3.123726654052734","3.123726654052734","696","696","696","","","","","",""
"3450","","","","","","","","","","","","","3.171543312072754","3.171543312072754","3.171543312072754","698","698","698","","","","","",""
"3460","","","","","","","","","","","","","3.12650146484375","3.12650146484375","3.12650146484375","700","700","700","","","","","",""
"3470","","","","","","","","","","","","","3.1632150650024413","3.1632150650024413","3.1632150650024413","702","702","702","","","","","",""
"3480","","","","","","","","","","","","","3.124503326416016","3.124503326416016","3.124503326416016","704","704","704","","","","","",""
"3490","","","","","","","","","","","","","3.127456855773926","3.127456855773926","3.127456855773926","706","706","706","","","","","",""
"3500","","","","","","","","","","","","","0","0","0","709","709","709","","","","","",""
"3510","","","","","","","","","","","","","3.0912296295166017","3.0912296295166017","3.0912296295166017","711","711","711","","","","","",""
"3520","","","","","","","","","","","","","3.12844181060791","3.12844181060791","3.12844181060791","713","713","713","","","","","",""
"3530","","","","","","","","","","","","","3.085610198974609","3.085610198974609","3.085610198974609","715","715","715","","","","","",""
"3540","","","","","","","","","","","","","3.1861907958984377","3.1861907958984377","3.1861907958984377","717","717","717","","","","","",""
"3550","","","","","","","","","","","","","3.193828582763672","3.193828582763672","3.193828582763672","719","719","719","","","","","",""
"3560","","","","","","","","","","","","","3.143915367126465","3.143915367126465","3.143915367126465","721","721","721","","","","","",""
"3570","","","","","","","","","","","","","3.178287315368652","3.178287315368652","3.178287315368652","723","723","723","","","","","",""
"3580","","","","","","","","","","","","","3.1491111755371093","3.1491111755371093","3.1491111755371093","725","725","725","","","","","",""
"3590","","","","","","","","","","","","","3.1624088287353516","3.1624088287353516","3.1624088287353516","727","727","727","","","","","",""
"3600","","","","","","","","","","","","","3.1323070526123047","3.1323070526123047","3.1323070526123047","729","729","729","","","","","",""
"3610","","","","","","","","","","","","","3.117649459838867","3.117649459838867","3.117649459838867","731","731","731","","","","","",""
"3620","","","","","","","","","","","","","3.1049217224121093","3.1049217224121093","3.1049217224121093","733","733","733","","","","","",""
"3630","","","","","","","","","","","","","3.1951677322387697","3.1951677322387697","3.1951677322387697","735","735","735","","","","","",""
"3640","","","","","","","","","","","","","3.159558868408203","3.159558868408203","3.159558868408203","737","737","737","","","","","",""
"3650","","","","","","","","","","","","","3.080168342590332","3.080168342590332","3.080168342590332","739","739","739","","","","","",""
"3660","","","","","","","","","","","","","3.1351755142211912","3.1351755142211912","3.1351755142211912","741","741","741","","","","","",""
"3670","","","","","","","","","","","","","3.1026615142822265","3.1026615142822265","3.1026615142822265","743","743","743","","","","","",""
"3680","","","","","","","","","","","","","3.1385772705078123","3.1385772705078123","3.1385772705078123","745","745","745","","","","","",""
"3690","","","","","","","","","","","","","3.1135591506958007","3.1135591506958007","3.1135591506958007","747","747","747","","","","","",""
"3700","","","","","","","","","","","","","3.140089416503906","3.140089416503906","3.140089416503906","749","749","749","","","","","",""
"3710","","","","","","","","","","","","","3.1190311431884767","3.1190311431884767","3.1190311431884767","751","751","751","","","","","",""
"3720","","","","","","","","","","","","","3.1955629348754884","3.1955629348754884","3.1955629348754884","753","753","753","","","","","",""
"3730","","","","","","","","","","","","","3.1432838439941406","3.1432838439941406","3.1432838439941406","755","755","755","","","","","",""
"3740","","","","","","","","","","","","","3.1846029281616213","3.1846029281616213","3.1846029281616213","757","757","757","","","","","",""
"3750","","","","","","","","","","","","","3.186193084716797","3.186193084716797","3.186193084716797","759","759","759","","","","","",""
"3760","","","","","","","","","","","","","3.183239555358887","3.183239555358887","3.183239555358887","761","761","761","","","","","",""
"3770","","","","","","","","","","","","","3.1344547271728516","3.1344547271728516","3.1344547271728516","763","763","763","","","","","",""
"3780","","","","","","","","","","","","","3.098899269104004","3.098899269104004","3.098899269104004","765","765","765","","","","","",""
"3790","","","","","","","","","","","","","3.1684709548950196","3.1684709548950196","3.1684709548950196","767","767","767","","","","","",""
"3800","","","","","","","","","","","","","3.123098945617676","3.123098945617676","3.123098945617676","769","769","769","","","","","",""
"3810","","","","","","","","","","","","","3.1334747314453124","3.1334747314453124","3.1334747314453124","771","771","771","","","","","",""
"3820","","","","","","","","","","","","","3.1250381469726562","3.1250381469726562","3.1250381469726562","773","773","773","","","","","",""
"3830","","","","","","","","","","","","","3.140639877319336","3.140639877319336","3.140639877319336","775","775","775","","","","","",""
"3840","","","","","","","","","","","","","3.2311325073242188","3.2311325073242188","3.2311325073242188","777","777","777","","","","","",""
"3850","","","","","","","","","","","","","3.188479995727539","3.188479995727539","3.188479995727539","779","779","779","","","","","",""
"3860","","","","","","","","","","","","","3.178867149353027","3.178867149353027","3.178867149353027","781","781","781","","","","","",""
"3870","","","","","","","","","","","","","3.123907279968262","3.123907279968262","3.123907279968262","783","783","783","","","","","",""
"3880","","","","","","","","","","","","","3.1810781478881838","3.1810781478881838","3.1810781478881838","785","785","785","","","","","",""
"3890","","","","","","","","","","","","","3.0975667953491213","3.0975667953491213","3.0975667953491213","787","787","787","","","","","",""
"3900","","","","","","","","","","","","","3.111459159851074","3.111459159851074","3.111459159851074","789","789","789","","","","","",""
"3910","","","","","","","","","","","","","3.171112632751465","3.171112632751465","3.171112632751465","791","791","791","","","","","",""
"3920","","","","","","","","","","","","","3.1666149139404296","3.1666149139404296","3.1666149139404296","793","793","793","","","","","",""
"3930","","","","","","","","","","","","","3.1910444259643556","3.1910444259643556","3.1910444259643556","795","795","795","","","","","",""
"3940","","","","","","","","","","","","","3.1560239791870117","3.1560239791870117","3.1560239791870117","797","797","797","","","","","",""
"3950","","","","","","","","","","","","","3.1675537109375","3.1675537109375","3.1675537109375","799","799","799","","","","","",""
"3960","","","","","","","","","","","","","3.1554698944091797","3.1554698944091797","3.1554698944091797","801","801","801","","","","","",""
"3970","","","","","","","","","","","","","3.073888397216797","3.073888397216797","3.073888397216797","803","803","803","","","","","",""
"3980","","","","","","","","","","","","","3.1570659637451173","3.1570659637451173","3.1570659637451173","805","805","805","","","","","",""
"3990","","","","","","","","","","","","","3.1425588607788084","3.1425588607788084","3.1425588607788084","807","807","807","","","","","",""
"4000","","","","","","","","","","","","","0","0","0","810","810","810","","","","","",""
"4010","","","","","","","3.2084327697753907","3.2084327697753907","3.2084327697753907","3","3","3","3.208424377441406","3.208424377441406","3.208424377441406","812","812","812","","","","","",""
"4020","","","","","","","3.231861877441406","3.231861877441406","3.231861877441406","5","5","5","3.2318790435791014","3.2318790435791014","3.2318790435791014","814","814","814","","","","","",""
"4030","","","","","","","3.120496940612793","3.120496940612793","3.120496940612793","7","7","7","3.1204765319824217","3.1204765319824217","3.1204765319824217","816","816","816","","","","","",""
"4040","","","","","","","3.1495441436767577","3.1495441436767577","3.1495441436767577","9","9","9","3.149490737915039","3.149490737915039","3.149490737915039","818","818","818","","","","","",""
"4050","","","","","","","3.208182525634766","3.208182525634766","3.208182525634766","11","11","11","3.2081275939941407","3.2081275939941407","3.2081275939941407","820","820","820","","","","","",""
"4060","","","","","","","3.1306249618530275","3.1306249618530275","3.1306249618530275","13","13","13","3.1306827545166014","3.1306827545166014","3.1306827545166014","822","822","822","","","","","",""
"4070","","","","","","","3.111444091796875","3.111444091796875","3.111444091796875","15","15","15","3.111421012878418","3.111421012878418","3.111421012878418","824","824","824","","","","","",""
"4080","","","","","","","3.1881729125976563","3.1881729125976563","3.1881729125976563","17","17","17","3.1881717681884765","3.1881717681884765","3.1881717681884765","826","826","826","","","","","",""
"4090","","","","","","","3.179068946838379","3.179068946838379","3.179068946838379","19","19","19","3.1790517807006835","3.1790517807006835","3.1790517807006835","828","828","828","","","","","",""
"4100","","","","","","","3.1584821701049806","3.1584821701049806","3.1584821701049806","21","21","21","3.1585384368896485","3.1585384368896485","3.1585384368896485","830","830","830","","","","","",""
"4110","","","","","","","3.1251947402954103","3.1251947402954103","3.1251947402954103","23","23","23","3.1252300262451174","3.1252300262451174","3.1252300262451174","832","832","832","","","","","",""
"4120","","","","","","","3.124814987182617","3.124814987182617","3.124814987182617","25","25","25","3.124820899963379","3.124820899963379","3.124820899963379","834","834","834","","","","","",""
"4130","","","","","","","3.1010446548461914","3.1010446548461914","3.1010446548461914","27","27","27","3.1010313034057617","3.1010313034057617","3.1010313034057617","836","836","836","","","","","",""
"4140","","","","","","","3.160737228393555","3.160737228393555","3.160737228393555","29","29","29","3.1607105255126955","3.1607105255126955","3.1607105255126955","838","838","838","","","","","",""
"4150","","","","","","","3.10776424407959","3.10776424407959","3.10776424407959","31","31","31","3.1077375411987305","3.1077375411987305","3.1077375411987305","840","840","840","","","","","",""
"4160","","","","","","","3.061230278015137","3.061230278015137","3.061230278015137","33","33","33","3.0611846923828123","3.0611846923828123","3.0611846923828123","842","842","842","","","","","",""
"4170","","","","","","","3.099945640563965","3.099945640563965","3.099945640563965","35","35","35","3.0999502182006835","3.0999502182006835","3.0999502182006835","844","844","844","","","","","",""
"4180","","","","","","","3.1721725463867188","3.1721725463867188","3.1721725463867188","37","37","37","3.172140884399414","3.172140884399414","3.172140884399414","846","846","846","","","","","",""
"4190","","","","","","","3.1405479431152346","3.1405479431152346","3.1405479431152346","39","39","39","3.1405868530273438","3.1405868530273438","3.1405868530273438","848","848","848","","","","","",""
"4200","","","","","","","3.1593624114990235","3.1593624114990235","3.1593624114990235","41","41","41","3.1593740463256834","3.1593740463256834","3.1593740463256834","850","850","850","","","","","",""
"4210","","","","","","","3.1396661758422852","3.1396661758422852","3.1396661758422852","43","43","43","3.1396564483642577","3.1396564483642577","3.1396564483642577","852","852","852","","","","","",""
"4220","","","","","","","3.1399154663085938","3.1399154663085938","3.1399154663085938","45","45","45","3.1399417877197267","3.1399417877197267","3.1399417877197267","854","854","854","","","","","",""
"4230","","","","","","","3.1733911514282225","3.1733911514282225","3.1733911514282225","47","47","47","3.173343849182129","3.173343849182129","3.173343849182129","856","856","856","","","","","",""
"4240","","","","","","","3.1083890914916994","3.1083890914916994","3.1083890914916994","49","49","49","3.108378791809082","3.108378791809082","3.108378791809082","858","858","858","","","","","",""
"4250","","","","","","","3.0958883285522463","3.0958883285522463","3.0958883285522463","51","51","51","3.0958900451660156","3.0958900451660156","3.0958900451660156","860","860","860","","","","","",""
"4260","","","","","","","3.100214958190918","3.100214958190918","3.100214958190918","53","53","53","3.1002403259277345","3.1002403259277345","3.1002403259277345","862","862","862","","","","","",""
"4270","","","","","","","3.1595720291137694","3.1595720291137694","3.1595720291137694","55","55","55","3.1596084594726563","3.1596084594726563","3.1596084594726563","864","864","864","","","","","",""
"4280","","","","","","","3.0908786773681642","3.0908786773681642","3.0908786773681642","57","57","57","3.09088020324707","3.09088020324707","3.09088020324707","866","866","866","","","","","",""
"4290","","","","","","","3.078517723083496","3.078517723083496","3.078517723083496","59","59","59","3.0785131454467773","3.0785131454467773","3.0785131454467773","868","868","868","","","","","",""
"4300","","","","","","","3.101094627380371","3.101094627380371","3.101094627380371","61","61","61","3.1011104583740234","3.1011104583740234","3.1011104583740234","870","870","870","","","","","",""
"4310","","","","","","","3.108831787109375","3.108831787109375","3.108831787109375","63","63","63","3.1087955474853515","3.1087955474853515","3.1087955474853515","872","872","872","","","","","",""
"4320","","","","","","","3.1083654403686523","3.1083654403686523","3.1083654403686523","65","65","65","3.1085044860839846","3.1085044860839846","3.1085044860839846","874","874","874","","","","","",""
"4330","","","","","","","3.1906023025512695","3.1906023025512695","3.1906023025512695","67","67","67","3.1906213760375977","3.1906213760375977","3.1906213760375977","876","876","876","","","","","",""
"4340","","","","","","","3.155576705932617","3.155576705932617","3.155576705932617","69","69","69","3.155590057373047","3.155590057373047","3.155590057373047","878","878","878","","","","","",""
"4350","","","","","","","3.181056785583496","3.181056785583496","3.181056785583496","71","71","71","3.181076240539551","3.181076240539551","3.181076240539551","880","880","880","","","","","",""
