"train/global_step","glad-glitter-9 - train/bpt","glad-glitter-9 - train/bpt__MIN","glad-glitter-9 - train/bpt__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/bpt","sleek-moon-7 - train/bpt__MIN","sleek-moon-7 - train/bpt__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/bpt","magic-universe-6 - train/bpt__MIN","magic-universe-6 - train/bpt__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/bpt","visionary-oath-5 - train/bpt__MIN","visionary-oath-5 - train/bpt__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"2060","","","","","","","","","","","","","4.608950127377064","4.608950127377064","4.608950127377064","418","418","418","","","","","",""
"2070","","","","","","","","","","","","","4.505721187228861","4.505721187228861","4.505721187228861","420","420","420","","","","","",""
"2080","","","","","","","","","","","","","4.576334236778475","4.576334236778475","4.576334236778475","422","422","422","","","","","",""
"2090","","","","","","","","","","","","","4.539122694576591","4.539122694576591","4.539122694576591","424","424","424","","","","","",""
"2100","","","","","","","","","","","","","4.5255267093022225","4.5255267093022225","4.5255267093022225","426","426","426","","","","","",""
"2110","","","","","","","","","","","","","4.5780361770914135","4.5780361770914135","4.5780361770914135","428","428","428","","","","","",""
"2120","","","","","","","","","","","","","4.581822271960568","4.581822271960568","4.581822271960568","430","430","430","","","","","",""
"2130","","","","","","","","","","","","","4.62811697467818","4.62811697467818","4.62811697467818","432","432","432","","","","","",""
"2140","","","","","","","","","","","","","4.430025431208708","4.430025431208708","4.430025431208708","434","434","434","","","","","",""
"2150","","","","","","","","","","","","","4.467465916715421","4.467465916715421","4.467465916715421","436","436","436","","","","","",""
"2160","","","","","","","","","","","","","4.65260620347208","4.65260620347208","4.65260620347208","438","438","438","","","","","",""
"2170","","","","","","","","","","","","","4.572363226163113","4.572363226163113","4.572363226163113","440","440","440","","","","","",""
"2180","","","","","","","","","","","","","4.45816894736814","4.45816894736814","4.45816894736814","442","442","442","","","","","",""
"2190","","","","","","","","","","","","","4.566314114780846","4.566314114780846","4.566314114780846","444","444","444","","","","","",""
"2200","","","","","","","","","","","","","4.5204252911192695","4.5204252911192695","4.5204252911192695","446","446","446","","","","","",""
"2210","","","","","","","","","","","","","4.57457120822795","4.57457120822795","4.57457120822795","448","448","448","","","","","",""
"2220","","","","","","","","","","","","","4.660689663234872","4.660689663234872","4.660689663234872","450","450","450","","","","","",""
"2230","","","","","","","","","","","","","4.467926004703009","4.467926004703009","4.467926004703009","452","452","452","","","","","",""
"2240","","","","","","","","","","","","","4.4776172958721885","4.4776172958721885","4.4776172958721885","454","454","454","","","","","",""
"2250","","","","","","","","","","","","","4.580923009075736","4.580923009075736","4.580923009075736","456","456","456","","","","","",""
"2260","","","","","","","","","","","","","4.6395382737289195","4.6395382737289195","4.6395382737289195","458","458","458","","","","","",""
"2270","","","","","","","","","","","","","4.6310024308012965","4.6310024308012965","4.6310024308012965","460","460","460","","","","","",""
"2280","","","","","","","","","","","","","4.487603571684128","4.487603571684128","4.487603571684128","462","462","462","","","","","",""
"2290","","","","","","","","","","","","","4.470160953647501","4.470160953647501","4.470160953647501","464","464","464","","","","","",""
"2300","","","","","","","","","","","","","4.5646520744429075","4.5646520744429075","4.5646520744429075","466","466","466","","","","","",""
"2310","","","","","","","","","","","","","4.622191965976776","4.622191965976776","4.622191965976776","468","468","468","","","","","",""
"2320","","","","","","","","","","","","","4.468210257628355","4.468210257628355","4.468210257628355","470","470","470","","","","","",""
"2330","","","","","","","","","","","","","4.561972997500827","4.561972997500827","4.561972997500827","472","472","472","","","","","",""
"2340","","","","","","","","","","","","","4.57084757745759","4.57084757745759","4.57084757745759","474","474","474","","","","","",""
"2350","","","","","","","","","","","","","4.495047531157954","4.495047531157954","4.495047531157954","476","476","476","","","","","",""
"2360","","","","","","","","","","","","","4.628716299819907","4.628716299819907","4.628716299819907","478","478","478","","","","","",""
"2370","","","","","","","","","","","","","4.480163739793924","4.480163739793924","4.480163739793924","480","480","480","","","","","",""
"2380","","","","","","","","","","","","","4.606978243095331","4.606978243095331","4.606978243095331","482","482","482","","","","","",""
"2390","","","","","","","","","","","","","4.484740404512564","4.484740404512564","4.484740404512564","484","484","484","","","","","",""
"2400","","","","","","","","","","","","","4.629665093708187","4.629665093708187","4.629665093708187","486","486","486","","","","","",""
"2410","","","","","","","","","","","","","4.539226709683833","4.539226709683833","4.539226709683833","488","488","488","","","","","",""
"2420","","","","","","","","","","","","","4.5663730016405015","4.5663730016405015","4.5663730016405015","490","490","490","","","","","",""
"2430","","","","","","","","","","","","","4.6124871913677685","4.6124871913677685","4.6124871913677685","492","492","492","","","","","",""
"2440","","","","","","","","","","","","","4.575987244582095","4.575987244582095","4.575987244582095","494","494","494","","","","","",""
"2450","","","","","","","","","","","","","4.514259781878898","4.514259781878898","4.514259781878898","496","496","496","","","","","",""
"2460","","","","","","","","","","","","","4.584340648313682","4.584340648313682","4.584340648313682","498","498","498","","","","","",""
"2470","","","","","","","","","","","","","4.543159746529884","4.543159746529884","4.543159746529884","500","500","500","","","","","",""
"2480","","","","","","","","","","","","","4.512846222074926","4.512846222074926","4.512846222074926","502","502","502","","","","","",""
"2490","","","","","","","","","","","","","4.513802995958207","4.513802995958207","4.513802995958207","504","504","504","","","","","",""
"2500","","","","","","","","","","","","","0","0","0","507","507","507","","","","","",""
"2510","","","","","","","","","","","","","4.605091111863944","4.605091111863944","4.605091111863944","509","509","509","","","","","",""
"2520","","","","","","","","","","","","","4.541859832861603","4.541859832861603","4.541859832861603","511","511","511","","","","","",""
"2530","","","","","","","","","","","","","4.551513150261472","4.551513150261472","4.551513150261472","513","513","513","","","","","",""
"2540","","","","","","","","","","","","","4.637443662627532","4.637443662627532","4.637443662627532","515","515","515","","","","","",""
"2550","","","","","","","","","","","","","4.584588303330925","4.584588303330925","4.584588303330925","517","517","517","","","","","",""
"2560","","","","","","","","","","","","","4.580971164217978","4.580971164217978","4.580971164217978","519","519","519","","","","","",""
"2570","","","","","","","","","","","","","4.445798304084638","4.445798304084638","4.445798304084638","521","521","521","","","","","",""
"2580","","","","","","","","","","","","","4.624434619744027","4.624434619744027","4.624434619744027","523","523","523","","","","","",""
"2590","","","","","","","","","","","","","4.600720826326339","4.600720826326339","4.600720826326339","525","525","525","","","","","",""
"2600","","","","","","","","","","","","","4.560118061421681","4.560118061421681","4.560118061421681","527","527","527","","","","","",""
"2610","","","","","","","","","","","","","4.661516280647979","4.661516280647979","4.661516280647979","529","529","529","","","","","",""
"2620","","","","","","","","","","","","","4.550362104775777","4.550362104775777","4.550362104775777","531","531","531","","","","","",""
"2630","","","","","","","","","","","","","4.576654262095201","4.576654262095201","4.576654262095201","533","533","533","","","","","",""
"2640","","","","","","","","","","","","","4.505719261023172","4.505719261023172","4.505719261023172","535","535","535","","","","","",""
"2650","","","","","","","","","","","","","4.511715264162853","4.511715264162853","4.511715264162853","537","537","537","","","","","",""
"2660","","","","","","","","","","","","","4.689260797057409","4.689260797057409","4.689260797057409","539","539","539","","","","","",""
"2670","","","","","","","","","","","","","4.530427802093451","4.530427802093451","4.530427802093451","541","541","541","","","","","",""
"2680","","","","","","","","","","","","","4.631871975084059","4.631871975084059","4.631871975084059","543","543","543","","","","","",""
"2690","","","","","","","","","","","","","4.5055337949324805","4.5055337949324805","4.5055337949324805","545","545","545","","","","","",""
"2700","","","","","","","","","","","","","4.4940247159367415","4.4940247159367415","4.4940247159367415","547","547","547","","","","","",""
"2710","","","","","","","","","","","","","4.519271769083402","4.519271769083402","4.519271769083402","549","549","549","","","","","",""
"2720","","","","","","","","","","","","","4.5308284528769","4.5308284528769","4.5308284528769","551","551","551","","","","","",""
"2730","","","","","","","","","","","","","4.605192100076531","4.605192100076531","4.605192100076531","553","553","553","","","","","",""
"2740","","","","","","","","","","","","","4.624583212754373","4.624583212754373","4.624583212754373","555","555","555","","","","","",""
"2750","","","","","","","","","","","","","4.467868218532319","4.467868218532319","4.467868218532319","557","557","557","","","","","",""
"2760","","","","","","","","","","","","","4.518512568869434","4.518512568869434","4.518512568869434","559","559","559","","","","","",""
"2770","","","","","","","","","","","","","4.561633159782722","4.561633159782722","4.561633159782722","561","561","561","","","","","",""
"2780","","","","","","","","","","","","","4.510221354064398","4.510221354064398","4.510221354064398","563","563","563","","","","","",""
"2790","","","","","","","","","","","","","4.554230751317346","4.554230751317346","4.554230751317346","565","565","565","","","","","",""
"2800","","","","","","","","","","","","","4.515610327239593","4.515610327239593","4.515610327239593","567","567","567","","","","","",""
"2810","","","","","","","","","","","","","4.528659545270339","4.528659545270339","4.528659545270339","569","569","569","","","","","",""
"2820","","","","","","","","","","","","","4.506119361462138","4.506119361462138","4.506119361462138","571","571","571","","","","","",""
"2830","","","","","","","","","","","","","4.523451910602214","4.523451910602214","4.523451910602214","573","573","573","","","","","",""
"2840","","","","","","","","","","","","","4.514394891449416","4.514394891449416","4.514394891449416","575","575","575","","","","","",""
"2850","","","","","","","","","","","","","4.54795269663025","4.54795269663025","4.54795269663025","577","577","577","","","","","",""
"2860","","","","","","","","","","","","","4.636628602448562","4.636628602448562","4.636628602448562","579","579","579","","","","","",""
"2870","","","","","","","","","","","","","4.635076080662693","4.635076080662693","4.635076080662693","581","581","581","","","","","",""
"2880","","","","","","","","","","","","","4.561568219133757","4.561568219133757","4.561568219133757","583","583","583","","","","","",""
"2890","","","","","","","","","","","","","4.445201730665325","4.445201730665325","4.445201730665325","585","585","585","","","","","",""
"2900","","","","","","","","","","","","","4.620240994785388","4.620240994785388","4.620240994785388","587","587","587","","","","","",""
"2910","","","","","","","","","","","","","4.534845142084331","4.534845142084331","4.534845142084331","589","589","589","","","","","",""
"2920","","","","","","","","","","","","","4.559497823189609","4.559497823189609","4.559497823189609","591","591","591","","","","","",""
"2930","","","","","","","","","","","","","4.50975328608181","4.50975328608181","4.50975328608181","593","593","593","","","","","",""
"2940","","","","","","","","","","","","","4.612110480569319","4.612110480569319","4.612110480569319","595","595","595","","","","","",""
"2950","","","","","","","","","","","","","4.525745746406361","4.525745746406361","4.525745746406361","597","597","597","","","","","",""
"2960","","","","","","","","","","","","","4.581580945904878","4.581580945904878","4.581580945904878","599","599","599","","","","","",""
"2970","","","","","","","","","","","","","4.465512468973861","4.465512468973861","4.465512468973861","601","601","601","","","","","",""
"2980","","","","","","","","","","","","","4.633254990769237","4.633254990769237","4.633254990769237","603","603","603","","","","","",""
"2990","","","","","","","","","","","","","4.585138097469203","4.585138097469203","4.585138097469203","605","605","605","","","","","",""
"3000","","","","","","","","","","","","","0","0","0","608","608","608","","","","","",""
"3010","","","","","","","","","","","","","4.534271958305536","4.534271958305536","4.534271958305536","610","610","610","","","","","",""
"3020","","","","","","","","","","","","","4.67485938263252","4.67485938263252","4.67485938263252","612","612","612","","","","","",""
"3030","","","","","","","","","","","","","4.558853920144779","4.558853920144779","4.558853920144779","614","614","614","","","","","",""
"3040","","","","","","","","","","","","","4.561599313597033","4.561599313597033","4.561599313597033","616","616","616","","","","","",""
"3050","","","","","","","","","","","","","4.542222785047984","4.542222785047984","4.542222785047984","618","618","618","","","","","",""
"3060","","","","","","","","","","","","","4.560784253418063","4.560784253418063","4.560784253418063","620","620","620","","","","","",""
"3070","","","","","","","","","","","","","4.681526255696687","4.681526255696687","4.681526255696687","622","622","622","","","","","",""
"3080","","","","","","","","","","","","","4.5155404334902824","4.5155404334902824","4.5155404334902824","624","624","624","","","","","",""
"3090","","","","","","","","","","","","","4.516821910618392","4.516821910618392","4.516821910618392","626","626","626","","","","","",""
"3100","","","","","","","","","","","","","4.499465146321076","4.499465146321076","4.499465146321076","628","628","628","","","","","",""
"3110","","","","","","","","","","","","","4.545278297616273","4.545278297616273","4.545278297616273","630","630","630","","","","","",""
"3120","","","","","","","","","","","","","4.429153410375774","4.429153410375774","4.429153410375774","632","632","632","","","","","",""
"3130","","","","","","","","","","","","","4.544161648660751","4.544161648660751","4.544161648660751","634","634","634","","","","","",""
"3140","","","","","","","","","","","","","4.624592018266097","4.624592018266097","4.624592018266097","636","636","636","","","","","",""
"3150","","","","","","","","","","","","","4.554342196075105","4.554342196075105","4.554342196075105","638","638","638","","","","","",""
"3160","","","","","","","","","","","","","4.562958939641693","4.562958939641693","4.562958939641693","640","640","640","","","","","",""
"3170","","","","","","","","","","","","","4.500880357158496","4.500880357158496","4.500880357158496","642","642","642","","","","","",""
"3180","","","","","","","","","","","","","4.5732429518188065","4.5732429518188065","4.5732429518188065","644","644","644","","","","","",""
"3190","","","","","","","","","","","","","4.58968229186336","4.58968229186336","4.58968229186336","646","646","646","","","","","",""
"3200","","","","","","","","","","","","","4.508037311984561","4.508037311984561","4.508037311984561","648","648","648","","","","","",""
"3210","","","","","","","","","","","","","4.548516249380597","4.548516249380597","4.548516249380597","650","650","650","","","","","",""
"3220","","","","","","","","","","","","","4.53752779626555","4.53752779626555","4.53752779626555","652","652","652","","","","","",""
"3230","","","","","","","","","","","","","4.493418511488981","4.493418511488981","4.493418511488981","654","654","654","","","","","",""
"3240","","","","","","","","","","","","","4.460297679827459","4.460297679827459","4.460297679827459","656","656","656","","","","","",""
"3250","","","","","","","","","","","","","4.547613134084386","4.547613134084386","4.547613134084386","658","658","658","","","","","",""
"3260","","","","","","","","","","","","","4.565528498031704","4.565528498031704","4.565528498031704","660","660","660","","","","","",""
"3270","","","","","","","","","","","","","4.507068155350419","4.507068155350419","4.507068155350419","662","662","662","","","","","",""
"3280","","","","","","","","","","","","","4.542988039051263","4.542988039051263","4.542988039051263","664","664","664","","","","","",""
"3290","","","","","","","","","","","","","4.468196774188527","4.468196774188527","4.468196774188527","666","666","666","","","","","",""
"3300","","","","","","","","","","","","","4.506147704203001","4.506147704203001","4.506147704203001","668","668","668","","","","","",""
"3310","","","","","","","","","","","","","4.45074397477897","4.45074397477897","4.45074397477897","670","670","670","","","","","",""
"3320","","","","","","","","","","","","","4.570362999140518","4.570362999140518","4.570362999140518","672","672","672","","","","","",""
"3330","","","","","","","","","","","","","4.637399635068911","4.637399635068911","4.637399635068911","674","674","674","","","","","",""
"3340","","","","","","","","","","","","","4.509184505058877","4.509184505058877","4.509184505058877","676","676","676","","","","","",""
"3350","","","","","","","","","","","","","4.597491680073738","4.597491680073738","4.597491680073738","678","678","678","","","","","",""
"3360","","","","","","","","","","","","","4.619307060198143","4.619307060198143","4.619307060198143","680","680","680","","","","","",""
"3370","","","","","","","","","","","","","4.561347806168411","4.561347806168411","4.561347806168411","682","682","682","","","","","",""
"3380","","","","","","","","","","","","","4.574192020879328","4.574192020879328","4.574192020879328","684","684","684","","","","","",""
"3390","","","","","","","","","","","","","4.548370408092666","4.548370408092666","4.548370408092666","686","686","686","","","","","",""
"3400","","","","","","","","","","","","","4.510948083953884","4.510948083953884","4.510948083953884","688","688","688","","","","","",""
"3410","","","","","","","","","","","","","4.518147415305122","4.518147415305122","4.518147415305122","690","690","690","","","","","",""
"3420","","","","","","","","","","","","","4.47355520324493","4.47355520324493","4.47355520324493","692","692","692","","","","","",""
"3430","","","","","","","","","","","","","4.4727739892516505","4.4727739892516505","4.4727739892516505","694","694","694","","","","","",""
"3440","","","","","","","","","","","","","4.5065849528945545","4.5065849528945545","4.5065849528945545","696","696","696","","","","","",""
"3450","","","","","","","","","","","","","4.57556980829192","4.57556980829192","4.57556980829192","698","698","698","","","","","",""
"3460","","","","","","","","","","","","","4.510588158662158","4.510588158662158","4.510588158662158","700","700","700","","","","","",""
"3470","","","","","","","","","","","","","4.563554687544282","4.563554687544282","4.563554687544282","702","702","702","","","","","",""
"3480","","","","","","","","","","","","","4.5077054542614565","4.5077054542614565","4.5077054542614565","704","704","704","","","","","",""
"3490","","","","","","","","","","","","","4.511966496419233","4.511966496419233","4.511966496419233","706","706","706","","","","","",""
"3500","","","","","","","","","","","","","0","0","0","709","709","709","","","","","",""
"3510","","","","","","","","","","","","","4.459701656752629","4.459701656752629","4.459701656752629","711","711","711","","","","","",""
"3520","","","","","","","","","","","","","4.5133874858737215","4.5133874858737215","4.5133874858737215","713","713","713","","","","","",""
"3530","","","","","","","","","","","","","4.451594532177077","4.451594532177077","4.451594532177077","715","715","715","","","","","",""
"3540","","","","","","","","","","","","","4.596701660568735","4.596701660568735","4.596701660568735","717","717","717","","","","","",""
"3550","","","","","","","","","","","","","4.607720657802576","4.607720657802576","4.607720657802576","719","719","719","","","","","",""
"3560","","","","","","","","","","","","","4.535711109127956","4.535711109127956","4.535711109127956","721","721","721","","","","","",""
"3570","","","","","","","","","","","","","4.585299348402652","4.585299348402652","4.585299348402652","723","723","723","","","","","",""
"3580","","","","","","","","","","","","","4.543207076155402","4.543207076155402","4.543207076155402","725","725","725","","","","","",""
"3590","","","","","","","","","","","","","4.562391534479967","4.562391534479967","4.562391534479967","727","727","727","","","","","",""
"3600","","","","","","","","","","","","","4.518963851345298","4.518963851345298","4.518963851345298","729","729","729","","","","","",""
"3610","","","","","","","","","","","","","4.497817414939689","4.497817414939689","4.497817414939689","731","731","731","","","","","",""
"3620","","","","","","","","","","","","","4.4794551712723685","4.4794551712723685","4.4794551712723685","733","733","733","","","","","",""
"3630","","","","","","","","","","","","","4.6096526421093085","4.6096526421093085","4.6096526421093085","735","735","735","","","","","",""
"3640","","","","","","","","","","","","","4.55827991084926","4.55827991084926","4.55827991084926","737","737","737","","","","","",""
"3650","","","","","","","","","","","","","4.44374359295825","4.44374359295825","4.44374359295825","739","739","739","","","","","",""
"3660","","","","","","","","","","","","","4.523102166683419","4.523102166683419","4.523102166683419","741","741","741","","","","","",""
"3670","","","","","","","","","","","","","4.47619438021201","4.47619438021201","4.47619438021201","743","743","743","","","","","",""
"3680","","","","","","","","","","","","","4.52800986360844","4.52800986360844","4.52800986360844","745","745","745","","","","","",""
"3690","","","","","","","","","","","","","4.4919163462232845","4.4919163462232845","4.4919163462232845","747","747","747","","","","","",""
"3700","","","","","","","","","","","","","4.530191429138104","4.530191429138104","4.530191429138104","749","749","749","","","","","",""
"3710","","","","","","","","","","","","","4.49981076265625","4.49981076265625","4.49981076265625","751","751","751","","","","","",""
"3720","","","","","","","","","","","","","4.610222798993449","4.610222798993449","4.610222798993449","753","753","753","","","","","",""
"3730","","","","","","","","","","","","","4.534800013836745","4.534800013836745","4.534800013836745","755","755","755","","","","","",""
"3740","","","","","","","","","","","","","4.594410851659243","4.594410851659243","4.594410851659243","757","757","757","","","","","",""
"3750","","","","","","","","","","","","","4.596704962635632","4.596704962635632","4.596704962635632","759","759","759","","","","","",""
"3760","","","","","","","","","","","","","4.592443920477855","4.592443920477855","4.592443920477855","761","761","761","","","","","",""
"3770","","","","","","","","","","","","","4.522062290783242","4.522062290783242","4.522062290783242","763","763","763","","","","","",""
"3780","","","","","","","","","","","","","4.47076660775078","4.47076660775078","4.47076660775078","765","765","765","","","","","",""
"3790","","","","","","","","","","","","","4.571137333827763","4.571137333827763","4.571137333827763","767","767","767","","","","","",""
"3800","","","","","","","","","","","","","4.505679361048172","4.505679361048172","4.505679361048172","769","769","769","","","","","",""
"3810","","","","","","","","","","","","","4.520648455807029","4.520648455807029","4.520648455807029","771","771","771","","","","","",""
"3820","","","","","","","","","","","","","4.508477037226287","4.508477037226287","4.508477037226287","773","773","773","","","","","",""
"3830","","","","","","","","","","","","","4.530985576226729","4.530985576226729","4.530985576226729","775","775","775","","","","","",""
"3840","","","","","","","","","","","","","4.661538844771773","4.661538844771773","4.661538844771773","777","777","777","","","","","",""
"3850","","","","","","","","","","","","","4.600004277809784","4.600004277809784","4.600004277809784","779","779","779","","","","","",""
"3860","","","","","","","","","","","","","4.586135872016448","4.586135872016448","4.586135872016448","781","781","781","","","","","",""
"3870","","","","","","","","","","","","","4.506845541007142","4.506845541007142","4.506845541007142","783","783","783","","","","","",""
"3880","","","","","","","","","","","","","4.589325668638532","4.589325668638532","4.589325668638532","785","785","785","","","","","",""
"3890","","","","","","","","","","","","","4.468844254472496","4.468844254472496","4.468844254472496","787","787","787","","","","","",""
"3900","","","","","","","","","","","","","4.488886699845685","4.488886699845685","4.488886699845685","789","789","789","","","","","",""
"3910","","","","","","","","","","","","","4.5749484693708835","4.5749484693708835","4.5749484693708835","791","791","791","","","","","",""
"3920","","","","","","","","","","","","","4.568459632746889","4.568459632746889","4.568459632746889","793","793","793","","","","","",""
"3930","","","","","","","","","","","","","4.603703968595145","4.603703968595145","4.603703968595145","795","795","795","","","","","",""
"3940","","","","","","","","","","","","","4.553180143699755","4.553180143699755","4.553180143699755","797","797","797","","","","","",""
"3950","","","","","","","","","","","","","4.569814030518964","4.569814030518964","4.569814030518964","799","799","799","","","","","",""
"3960","","","","","","","","","","","","","4.552380768338545","4.552380768338545","4.552380768338545","801","801","801","","","","","",""
"3970","","","","","","","","","","","","","4.434683546910797","4.434683546910797","4.434683546910797","803","803","803","","","","","",""
"3980","","","","","","","","","","","","","4.554683409654417","4.554683409654417","4.554683409654417","805","805","805","","","","","",""
"3990","","","","","","","","","","","","","4.533754084147257","4.533754084147257","4.533754084147257","807","807","807","","","","","",""
"4000","","","","","","","","","","","","","0","0","0","810","810","810","","","","","",""
"4010","","","","","","","4.6287900459805975","4.6287900459805975","4.6287900459805975","3","3","3","4.628777938401976","4.628777938401976","4.628777938401976","812","812","812","","","","","",""
"4020","","","","","","","4.662591103422812","4.662591103422812","4.662591103422812","5","5","5","4.662615868924536","4.662615868924536","4.662615868924536","814","814","814","","","","","",""
"4030","","","","","","","4.501925461331259","4.501925461331259","4.501925461331259","7","7","7","4.501896017901431","4.501896017901431","4.501896017901431","816","816","816","","","","","",""
"4040","","","","","","","4.543831717143336","4.543831717143336","4.543831717143336","9","9","9","4.543754668915748","4.543754668915748","4.543754668915748","818","818","818","","","","","",""
"4050","","","","","","","4.628429019999906","4.628429019999906","4.628429019999906","11","11","11","4.628349770394389","4.628349770394389","4.628349770394389","820","820","820","","","","","",""
"4060","","","","","","","4.516537107348563","4.516537107348563","4.516537107348563","13","13","13","4.516620484537701","4.516620484537701","4.516620484537701","822","822","822","","","","","",""
"4070","","","","","","","4.488864961238616","4.488864961238616","4.488864961238616","15","15","15","4.488831665397409","4.488831665397409","4.488831665397409","824","824","824","","","","","",""
"4080","","","","","","","4.599561250501162","4.599561250501162","4.599561250501162","17","17","17","4.599559599467713","4.599559599467713","4.599559599467713","826","826","826","","","","","",""
"4090","","","","","","","4.586427004247829","4.586427004247829","4.586427004247829","19","19","19","4.586402238746104","4.586402238746104","4.586402238746104","828","828","828","","","","","",""
"4100","","","","","","","4.556726563546667","4.556726563546667","4.556726563546667","21","21","21","4.5568077393578745","4.5568077393578745","4.5568077393578745","830","830","830","","","","","",""
"4110","","","","","","","4.508702953636461","4.508702953636461","4.508702953636461","23","23","23","4.508753860501116","4.508753860501116","4.508753860501116","832","832","832","","","","","",""
"4120","","","","","","","4.508155085703872","4.508155085703872","4.508155085703872","25","25","25","4.508163616043355","4.508163616043355","4.508163616043355","834","834","834","","","","","",""
"4130","","","","","","","4.473861745121828","4.473861745121828","4.473861745121828","27","27","27","4.4738424830649315","4.4738424830649315","4.4738424830649315","836","836","836","","","","","",""
"4140","","","","","","","4.559979924956509","4.559979924956509","4.559979924956509","29","29","29","4.559941400842716","4.559941400842716","4.559941400842716","838","838","838","","","","","",""
"4150","","","","","","","4.483556063185662","4.483556063185662","4.483556063185662","31","31","31","4.483517539071869","4.483517539071869","4.483517539071869","840","840","840","","","","","",""
"4160","","","","","","","4.416421741111581","4.416421741111581","4.416421741111581","33","33","33","4.4163559749458905","4.4163559749458905","4.4163559749458905","842","842","842","","","","","",""
"4170","","","","","","","4.472276202666993","4.472276202666993","4.472276202666993","35","35","35","4.472282806800786","4.472282806800786","4.472282806800786","844","844","844","","","","","",""
"4180","","","","","","","4.576477601516235","4.576477601516235","4.576477601516235","37","37","37","4.576431922924165","4.576431922924165","4.576431922924165","846","846","846","","","","","",""
"4190","","","","","","","4.5308529432063835","4.5308529432063835","4.5308529432063835","39","39","39","4.530909078343624","4.530909078343624","4.530909078343624","848","848","848","","","","","",""
"4200","","","","","","","4.557996483440638","4.557996483440638","4.557996483440638","41","41","41","4.558013268947362","4.558013268947362","4.558013268947362","850","850","850","","","","","",""
"4210","","","","","","","4.5295808219344815","4.5295808219344815","4.5295808219344815","43","43","43","4.529566788150171","4.529566788150171","4.529566788150171","852","852","852","","","","","",""
"4220","","","","","","","4.5299404720539656","4.5299404720539656","4.5299404720539656","45","45","45","4.529978445823276","4.529978445823276","4.529978445823276","854","854","854","","","","","",""
"4230","","","","","","","4.578235676966414","4.578235676966414","4.578235676966414","47","47","47","4.5781674342505525","4.5781674342505525","4.5781674342505525","856","856","856","","","","","",""
"4240","","","","","","","4.484457527448425","4.484457527448425","4.484457527448425","49","49","49","4.48444266814739","4.48444266814739","4.48444266814739","858","858","858","","","","","",""
"4250","","","","","","","4.4664227387483475","4.4664227387483475","4.4664227387483475","51","51","51","4.4664252152985195","4.4664252152985195","4.4664252152985195","860","860","860","","","","","",""
"4260","","","","","","","4.472664745871823","4.472664745871823","4.472664745871823","53","53","53","4.472701343779926","4.472701343779926","4.472701343779926","862","862","862","","","","","",""
"4270","","","","","","","4.5582988977339145","4.5582988977339145","4.5582988977339145","55","55","55","4.558351455632018","4.558351455632018","4.558351455632018","864","864","864","","","","","",""
"4280","","","","","","","4.459195339828489","4.459195339828489","4.459195339828489","57","57","57","4.45919754120642","4.45919754120642","4.45919754120642","866","866","866","","","","","",""
"4290","","","","","","","4.441362252381343","4.441362252381343","4.441362252381343","59","59","59","4.44135564824755","4.44135564824755","4.44135564824755","868","868","868","","","","","",""
"4300","","","","","","","4.473933840249069","4.473933840249069","4.473933840249069","61","61","61","4.473956679545104","4.473956679545104","4.473956679545104","870","870","870","","","","","",""
"4310","","","","","","","4.485096202220669","4.485096202220669","4.485096202220669","63","63","63","4.485043919494807","4.485043919494807","4.485043919494807","872","872","872","","","","","",""
"4320","","","","","","","4.484423406090493","4.484423406090493","4.484423406090493","65","65","65","4.48462400665446","4.48462400665446","4.48462400665446","874","874","874","","","","","",""
"4330","","","","","","","4.6030661193396245","4.6030661193396245","4.6030661193396245","67","67","67","4.603093636563763","4.603093636563763","4.603093636563763","876","876","876","","","","","",""
"4340","","","","","","","4.552534864793718","4.552534864793718","4.552534864793718","69","69","69","4.552554126850614","4.552554126850614","4.552554126850614","878","878","878","","","","","",""
"4350","","","","","","","4.589294849347496","4.589294849347496","4.589294849347496","71","71","71","4.589322916916117","4.589322916916117","4.589322916916117","880","880","880","","","","","",""
"4360","","","","","","","4.459867585614181","4.459867585614181","4.459867585614181","73","73","73","4.459832088395043","4.459832088395043","4.459832088395043","882","882","882","","","","","",""
"4370","","","","","","","4.5053821750274805","4.5053821750274805","4.5053821750274805","75","75","75","4.505447390848688","4.505447390848688","4.505447390848688","884","884","884","","","","","",""
"4380","","","","","","","4.510227407853709","4.510227407853709","4.510227407853709","77","77","77","4.510164118238191","4.510164118238191","4.510164118238191","886","886","886","","","","","",""
"4390","","","","","","","4.546516572702485","4.546516572702485","4.546516572702485","79","79","79","4.5464098058728295","4.5464098058728295","4.5464098058728295","888","888","888","","","","","",""
"4400","","","","","","","4.479522588471507","4.479522588471507","4.479522588471507","81","81","81","4.479532769844438","4.479532769844438","4.479532769844438","890","890","890","","","","","",""
"4410","","","","","","","4.607160131946884","4.607160131946884","4.607160131946884","83","83","83","4.6070588685620555","4.6070588685620555","4.6070588685620555","892","892","892","","","","","",""
