"train/global_step","glad-glitter-9 - train/samples_per_sec","glad-glitter-9 - train/samples_per_sec__MIN","glad-glitter-9 - train/samples_per_sec__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX"
"6375","55.073636322958315","55.073636322958315","55.073636322958315","278","278","278"
