"train/global_step","glad-glitter-9 - train/step_time","glad-glitter-9 - train/step_time__MIN","glad-glitter-9 - train/step_time__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/step_time","sleek-moon-7 - train/step_time__MIN","sleek-moon-7 - train/step_time__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/step_time","magic-universe-6 - train/step_time__MIN","magic-universe-6 - train/step_time__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/step_time","visionary-oath-5 - train/step_time__MIN","visionary-oath-5 - train/step_time__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"2130","","","","","","","","","","","","","2.1978530883789062","2.1978530883789062","2.1978530883789062","432","432","432","","","","","",""
"2140","","","","","","","","","","","","","2.1736037731170654","2.1736037731170654","2.1736037731170654","434","434","434","","","","","",""
"2150","","","","","","","","","","","","","2.1846566200256348","2.1846566200256348","2.1846566200256348","436","436","436","","","","","",""
"2160","","","","","","","","","","","","","2.1832542419433594","2.1832542419433594","2.1832542419433594","438","438","438","","","","","",""
"2170","","","","","","","","","","","","","2.176440954208374","2.176440954208374","2.176440954208374","440","440","440","","","","","",""
"2180","","","","","","","","","","","","","2.206655740737915","2.206655740737915","2.206655740737915","442","442","442","","","","","",""
"2190","","","","","","","","","","","","","2.17742919921875","2.17742919921875","2.17742919921875","444","444","444","","","","","",""
"2200","","","","","","","","","","","","","2.182487964630127","2.182487964630127","2.182487964630127","446","446","446","","","","","",""
"2210","","","","","","","","","","","","","2.1977310180664062","2.1977310180664062","2.1977310180664062","448","448","448","","","","","",""
"2220","","","","","","","","","","","","","2.4774577617645264","2.4774577617645264","2.4774577617645264","450","450","450","","","","","",""
"2230","","","","","","","","","","","","","2.191291332244873","2.191291332244873","2.191291332244873","452","452","452","","","","","",""
"2240","","","","","","","","","","","","","2.187539577484131","2.187539577484131","2.187539577484131","454","454","454","","","","","",""
"2250","","","","","","","","","","","","","2.1867518424987793","2.1867518424987793","2.1867518424987793","456","456","456","","","","","",""
"2260","","","","","","","","","","","","","2.1946921348571777","2.1946921348571777","2.1946921348571777","458","458","458","","","","","",""
"2270","","","","","","","","","","","","","2.1809170246124268","2.1809170246124268","2.1809170246124268","460","460","460","","","","","",""
"2280","","","","","","","","","","","","","2.181795358657837","2.181795358657837","2.181795358657837","462","462","462","","","","","",""
"2290","","","","","","","","","","","","","2.207721471786499","2.207721471786499","2.207721471786499","464","464","464","","","","","",""
"2300","","","","","","","","","","","","","2.182976484298706","2.182976484298706","2.182976484298706","466","466","466","","","","","",""
"2310","","","","","","","","","","","","","2.1805319786071777","2.1805319786071777","2.1805319786071777","468","468","468","","","","","",""
"2320","","","","","","","","","","","","","2.2032952308654785","2.2032952308654785","2.2032952308654785","470","470","470","","","","","",""
"2330","","","","","","","","","","","","","2.17520809173584","2.17520809173584","2.17520809173584","472","472","472","","","","","",""
"2340","","","","","","","","","","","","","2.195526599884033","2.195526599884033","2.195526599884033","474","474","474","","","","","",""
"2350","","","","","","","","","","","","","2.1844875812530518","2.1844875812530518","2.1844875812530518","476","476","476","","","","","",""
"2360","","","","","","","","","","","","","2.1900572776794434","2.1900572776794434","2.1900572776794434","478","478","478","","","","","",""
"2370","","","","","","","","","","","","","2.200310468673706","2.200310468673706","2.200310468673706","480","480","480","","","","","",""
"2380","","","","","","","","","","","","","2.185343027114868","2.185343027114868","2.185343027114868","482","482","482","","","","","",""
"2390","","","","","","","","","","","","","2.1830739974975586","2.1830739974975586","2.1830739974975586","484","484","484","","","","","",""
"2400","","","","","","","","","","","","","2.2023184299468994","2.2023184299468994","2.2023184299468994","486","486","486","","","","","",""
"2410","","","","","","","","","","","","","2.185760736465454","2.185760736465454","2.185760736465454","488","488","488","","","","","",""
"2420","","","","","","","","","","","","","2.1860969066619873","2.1860969066619873","2.1860969066619873","490","490","490","","","","","",""
"2430","","","","","","","","","","","","","2.186328172683716","2.186328172683716","2.186328172683716","492","492","492","","","","","",""
"2440","","","","","","","","","","","","","2.1908915042877197","2.1908915042877197","2.1908915042877197","494","494","494","","","","","",""
"2450","","","","","","","","","","","","","2.193359613418579","2.193359613418579","2.193359613418579","496","496","496","","","","","",""
"2460","","","","","","","","","","","","","2.1776950359344482","2.1776950359344482","2.1776950359344482","498","498","498","","","","","",""
"2470","","","","","","","","","","","","","2.176555871963501","2.176555871963501","2.176555871963501","500","500","500","","","","","",""
"2480","","","","","","","","","","","","","2.200137138366699","2.200137138366699","2.200137138366699","502","502","502","","","","","",""
"2490","","","","","","","","","","","","","2.5013375282287598","2.5013375282287598","2.5013375282287598","504","504","504","","","","","",""
"2500","","","","","","","","","","","","","2.209165573120117","2.209165573120117","2.209165573120117","507","507","507","","","","","",""
"2510","","","","","","","","","","","","","2.1848342418670654","2.1848342418670654","2.1848342418670654","509","509","509","","","","","",""
"2520","","","","","","","","","","","","","2.180720329284668","2.180720329284668","2.180720329284668","511","511","511","","","","","",""
"2530","","","","","","","","","","","","","2.1922576427459717","2.1922576427459717","2.1922576427459717","513","513","513","","","","","",""
"2540","","","","","","","","","","","","","2.173119068145752","2.173119068145752","2.173119068145752","515","515","515","","","","","",""
"2550","","","","","","","","","","","","","2.2023324966430664","2.2023324966430664","2.2023324966430664","517","517","517","","","","","",""
"2560","","","","","","","","","","","","","2.184311866760254","2.184311866760254","2.184311866760254","519","519","519","","","","","",""
"2570","","","","","","","","","","","","","2.172746181488037","2.172746181488037","2.172746181488037","521","521","521","","","","","",""
"2580","","","","","","","","","","","","","2.216789960861206","2.216789960861206","2.216789960861206","523","523","523","","","","","",""
"2590","","","","","","","","","","","","","2.1708314418792725","2.1708314418792725","2.1708314418792725","525","525","525","","","","","",""
"2600","","","","","","","","","","","","","2.173962354660034","2.173962354660034","2.173962354660034","527","527","527","","","","","",""
"2610","","","","","","","","","","","","","2.209969997406006","2.209969997406006","2.209969997406006","529","529","529","","","","","",""
"2620","","","","","","","","","","","","","2.1818935871124268","2.1818935871124268","2.1818935871124268","531","531","531","","","","","",""
"2630","","","","","","","","","","","","","2.174651861190796","2.174651861190796","2.174651861190796","533","533","533","","","","","",""
"2640","","","","","","","","","","","","","2.1937596797943115","2.1937596797943115","2.1937596797943115","535","535","535","","","","","",""
"2650","","","","","","","","","","","","","2.1781604290008545","2.1781604290008545","2.1781604290008545","537","537","537","","","","","",""
"2660","","","","","","","","","","","","","2.2047364711761475","2.2047364711761475","2.2047364711761475","539","539","539","","","","","",""
"2670","","","","","","","","","","","","","2.189826488494873","2.189826488494873","2.189826488494873","541","541","541","","","","","",""
"2680","","","","","","","","","","","","","2.179713487625122","2.179713487625122","2.179713487625122","543","543","543","","","","","",""
"2690","","","","","","","","","","","","","2.2001888751983643","2.2001888751983643","2.2001888751983643","545","545","545","","","","","",""
"2700","","","","","","","","","","","","","2.173109531402588","2.173109531402588","2.173109531402588","547","547","547","","","","","",""
"2710","","","","","","","","","","","","","2.180398464202881","2.180398464202881","2.180398464202881","549","549","549","","","","","",""
"2720","","","","","","","","","","","","","2.188736915588379","2.188736915588379","2.188736915588379","551","551","551","","","","","",""
"2730","","","","","","","","","","","","","2.1825039386749268","2.1825039386749268","2.1825039386749268","553","553","553","","","","","",""
"2740","","","","","","","","","","","","","2.1834757328033447","2.1834757328033447","2.1834757328033447","555","555","555","","","","","",""
"2750","","","","","","","","","","","","","2.188693046569824","2.188693046569824","2.188693046569824","557","557","557","","","","","",""
"2760","","","","","","","","","","","","","2.1780214309692383","2.1780214309692383","2.1780214309692383","559","559","559","","","","","",""
"2770","","","","","","","","","","","","","2.210530996322632","2.210530996322632","2.210530996322632","561","561","561","","","","","",""
"2780","","","","","","","","","","","","","2.1819887161254883","2.1819887161254883","2.1819887161254883","563","563","563","","","","","",""
"2790","","","","","","","","","","","","","2.1834452152252197","2.1834452152252197","2.1834452152252197","565","565","565","","","","","",""
"2800","","","","","","","","","","","","","2.2045209407806396","2.2045209407806396","2.2045209407806396","567","567","567","","","","","",""
"2810","","","","","","","","","","","","","2.185713291168213","2.185713291168213","2.185713291168213","569","569","569","","","","","",""
"2820","","","","","","","","","","","","","2.18523907661438","2.18523907661438","2.18523907661438","571","571","571","","","","","",""
"2830","","","","","","","","","","","","","2.1902894973754883","2.1902894973754883","2.1902894973754883","573","573","573","","","","","",""
"2840","","","","","","","","","","","","","2.1786930561065674","2.1786930561065674","2.1786930561065674","575","575","575","","","","","",""
"2850","","","","","","","","","","","","","2.185715675354004","2.185715675354004","2.185715675354004","577","577","577","","","","","",""
"2860","","","","","","","","","","","","","2.1908726692199707","2.1908726692199707","2.1908726692199707","579","579","579","","","","","",""
"2870","","","","","","","","","","","","","2.177398204803467","2.177398204803467","2.177398204803467","581","581","581","","","","","",""
"2880","","","","","","","","","","","","","2.1897451877593994","2.1897451877593994","2.1897451877593994","583","583","583","","","","","",""
"2890","","","","","","","","","","","","","2.1780571937561035","2.1780571937561035","2.1780571937561035","585","585","585","","","","","",""
"2900","","","","","","","","","","","","","2.168976068496704","2.168976068496704","2.168976068496704","587","587","587","","","","","",""
"2910","","","","","","","","","","","","","2.2106757164001465","2.2106757164001465","2.2106757164001465","589","589","589","","","","","",""
"2920","","","","","","","","","","","","","2.1809890270233154","2.1809890270233154","2.1809890270233154","591","591","591","","","","","",""
"2930","","","","","","","","","","","","","2.484369993209839","2.484369993209839","2.484369993209839","593","593","593","","","","","",""
"2940","","","","","","","","","","","","","2.1901373863220215","2.1901373863220215","2.1901373863220215","595","595","595","","","","","",""
"2950","","","","","","","","","","","","","2.1819517612457275","2.1819517612457275","2.1819517612457275","597","597","597","","","","","",""
"2960","","","","","","","","","","","","","2.193878173828125","2.193878173828125","2.193878173828125","599","599","599","","","","","",""
"2970","","","","","","","","","","","","","2.188241720199585","2.188241720199585","2.188241720199585","601","601","601","","","","","",""
"2980","","","","","","","","","","","","","2.188490629196167","2.188490629196167","2.188490629196167","603","603","603","","","","","",""
"2990","","","","","","","","","","","","","2.197784185409546","2.197784185409546","2.197784185409546","605","605","605","","","","","",""
"3000","","","","","","","","","","","","","2.1783106327056885","2.1783106327056885","2.1783106327056885","608","608","608","","","","","",""
"3010","","","","","","","","","","","","","2.1966142654418945","2.1966142654418945","2.1966142654418945","610","610","610","","","","","",""
"3020","","","","","","","","","","","","","2.1808578968048096","2.1808578968048096","2.1808578968048096","612","612","612","","","","","",""
"3030","","","","","","","","","","","","","2.180851936340332","2.180851936340332","2.180851936340332","614","614","614","","","","","",""
"3040","","","","","","","","","","","","","2.2064335346221924","2.2064335346221924","2.2064335346221924","616","616","616","","","","","",""
"3050","","","","","","","","","","","","","2.188616991043091","2.188616991043091","2.188616991043091","618","618","618","","","","","",""
"3060","","","","","","","","","","","","","2.1819772720336914","2.1819772720336914","2.1819772720336914","620","620","620","","","","","",""
"3070","","","","","","","","","","","","","2.1983754634857178","2.1983754634857178","2.1983754634857178","622","622","622","","","","","",""
"3080","","","","","","","","","","","","","2.196441650390625","2.196441650390625","2.196441650390625","624","624","624","","","","","",""
"3090","","","","","","","","","","","","","2.204921007156372","2.204921007156372","2.204921007156372","626","626","626","","","","","",""
"3100","","","","","","","","","","","","","2.1970293521881104","2.1970293521881104","2.1970293521881104","628","628","628","","","","","",""
"3110","","","","","","","","","","","","","2.1784045696258545","2.1784045696258545","2.1784045696258545","630","630","630","","","","","",""
"3120","","","","","","","","","","","","","2.2092041969299316","2.2092041969299316","2.2092041969299316","632","632","632","","","","","",""
"3130","","","","","","","","","","","","","2.183208465576172","2.183208465576172","2.183208465576172","634","634","634","","","","","",""
"3140","","","","","","","","","","","","","2.1805217266082764","2.1805217266082764","2.1805217266082764","636","636","636","","","","","",""
"3150","","","","","","","","","","","","","2.202742338180542","2.202742338180542","2.202742338180542","638","638","638","","","","","",""
"3160","","","","","","","","","","","","","2.1814675331115723","2.1814675331115723","2.1814675331115723","640","640","640","","","","","",""
"3170","","","","","","","","","","","","","2.1922693252563477","2.1922693252563477","2.1922693252563477","642","642","642","","","","","",""
"3180","","","","","","","","","","","","","2.178478240966797","2.178478240966797","2.178478240966797","644","644","644","","","","","",""
"3190","","","","","","","","","","","","","2.1857492923736572","2.1857492923736572","2.1857492923736572","646","646","646","","","","","",""
"3200","","","","","","","","","","","","","2.19840669631958","2.19840669631958","2.19840669631958","648","648","648","","","","","",""
"3210","","","","","","","","","","","","","2.1843667030334473","2.1843667030334473","2.1843667030334473","650","650","650","","","","","",""
"3220","","","","","","","","","","","","","2.2057111263275146","2.2057111263275146","2.2057111263275146","652","652","652","","","","","",""
"3230","","","","","","","","","","","","","2.1844663619995117","2.1844663619995117","2.1844663619995117","654","654","654","","","","","",""
"3240","","","","","","","","","","","","","2.17976713180542","2.17976713180542","2.17976713180542","656","656","656","","","","","",""
"3250","","","","","","","","","","","","","2.1983258724212646","2.1983258724212646","2.1983258724212646","658","658","658","","","","","",""
"3260","","","","","","","","","","","","","2.184239625930786","2.184239625930786","2.184239625930786","660","660","660","","","","","",""
"3270","","","","","","","","","","","","","2.187391996383667","2.187391996383667","2.187391996383667","662","662","662","","","","","",""
"3280","","","","","","","","","","","","","2.1969974040985107","2.1969974040985107","2.1969974040985107","664","664","664","","","","","",""
"3290","","","","","","","","","","","","","2.185593605041504","2.185593605041504","2.185593605041504","666","666","666","","","","","",""
"3300","","","","","","","","","","","","","2.204557180404663","2.204557180404663","2.204557180404663","668","668","668","","","","","",""
"3310","","","","","","","","","","","","","2.186150074005127","2.186150074005127","2.186150074005127","670","670","670","","","","","",""
"3320","","","","","","","","","","","","","2.1847798824310303","2.1847798824310303","2.1847798824310303","672","672","672","","","","","",""
"3330","","","","","","","","","","","","","2.2016427516937256","2.2016427516937256","2.2016427516937256","674","674","674","","","","","",""
"3340","","","","","","","","","","","","","2.1774871349334717","2.1774871349334717","2.1774871349334717","676","676","676","","","","","",""
"3350","","","","","","","","","","","","","2.1781704425811768","2.1781704425811768","2.1781704425811768","678","678","678","","","","","",""
"3360","","","","","","","","","","","","","2.1960554122924805","2.1960554122924805","2.1960554122924805","680","680","680","","","","","",""
"3370","","","","","","","","","","","","","2.4953017234802246","2.4953017234802246","2.4953017234802246","682","682","682","","","","","",""
"3380","","","","","","","","","","","","","2.2038025856018066","2.2038025856018066","2.2038025856018066","684","684","684","","","","","",""
"3390","","","","","","","","","","","","","2.179539203643799","2.179539203643799","2.179539203643799","686","686","686","","","","","",""
"3400","","","","","","","","","","","","","2.1912548542022705","2.1912548542022705","2.1912548542022705","688","688","688","","","","","",""
"3410","","","","","","","","","","","","","2.205657720565796","2.205657720565796","2.205657720565796","690","690","690","","","","","",""
"3420","","","","","","","","","","","","","2.18310546875","2.18310546875","2.18310546875","692","692","692","","","","","",""
"3430","","","","","","","","","","","","","2.1972062587738037","2.1972062587738037","2.1972062587738037","694","694","694","","","","","",""
"3440","","","","","","","","","","","","","2.1799232959747314","2.1799232959747314","2.1799232959747314","696","696","696","","","","","",""
"3450","","","","","","","","","","","","","2.1789565086364746","2.1789565086364746","2.1789565086364746","698","698","698","","","","","",""
"3460","","","","","","","","","","","","","2.2197964191436768","2.2197964191436768","2.2197964191436768","700","700","700","","","","","",""
"3470","","","","","","","","","","","","","2.1897482872009277","2.1897482872009277","2.1897482872009277","702","702","702","","","","","",""
"3480","","","","","","","","","","","","","2.1882781982421875","2.1882781982421875","2.1882781982421875","704","704","704","","","","","",""
"3490","","","","","","","","","","","","","2.207813262939453","2.207813262939453","2.207813262939453","706","706","706","","","","","",""
"3500","","","","","","","","","","","","","2.2053415775299072","2.2053415775299072","2.2053415775299072","709","709","709","","","","","",""
"3510","","","","","","","","","","","","","2.175781011581421","2.175781011581421","2.175781011581421","711","711","711","","","","","",""
"3520","","","","","","","","","","","","","2.1767959594726562","2.1767959594726562","2.1767959594726562","713","713","713","","","","","",""
"3530","","","","","","","","","","","","","2.20041823387146","2.20041823387146","2.20041823387146","715","715","715","","","","","",""
"3540","","","","","","","","","","","","","2.188380479812622","2.188380479812622","2.188380479812622","717","717","717","","","","","",""
"3550","","","","","","","","","","","","","2.1749520301818848","2.1749520301818848","2.1749520301818848","719","719","719","","","","","",""
"3560","","","","","","","","","","","","","2.1917011737823486","2.1917011737823486","2.1917011737823486","721","721","721","","","","","",""
"3570","","","","","","","","","","","","","2.181448221206665","2.181448221206665","2.181448221206665","723","723","723","","","","","",""
"3580","","","","","","","","","","","","","2.1927456855773926","2.1927456855773926","2.1927456855773926","725","725","725","","","","","",""
"3590","","","","","","","","","","","","","2.1808173656463623","2.1808173656463623","2.1808173656463623","727","727","727","","","","","",""
"3600","","","","","","","","","","","","","2.178105592727661","2.178105592727661","2.178105592727661","729","729","729","","","","","",""
"3610","","","","","","","","","","","","","2.2246057987213135","2.2246057987213135","2.2246057987213135","731","731","731","","","","","",""
"3620","","","","","","","","","","","","","2.1871843338012695","2.1871843338012695","2.1871843338012695","733","733","733","","","","","",""
"3630","","","","","","","","","","","","","2.1845192909240723","2.1845192909240723","2.1845192909240723","735","735","735","","","","","",""
"3640","","","","","","","","","","","","","2.191749095916748","2.191749095916748","2.191749095916748","737","737","737","","","","","",""
"3650","","","","","","","","","","","","","2.179691791534424","2.179691791534424","2.179691791534424","739","739","739","","","","","",""
"3660","","","","","","","","","","","","","2.2120487689971924","2.2120487689971924","2.2120487689971924","741","741","741","","","","","",""
"3670","","","","","","","","","","","","","2.182992458343506","2.182992458343506","2.182992458343506","743","743","743","","","","","",""
"3680","","","","","","","","","","","","","2.195974349975586","2.195974349975586","2.195974349975586","745","745","745","","","","","",""
"3690","","","","","","","","","","","","","2.229989528656006","2.229989528656006","2.229989528656006","747","747","747","","","","","",""
"3700","","","","","","","","","","","","","2.1851892471313477","2.1851892471313477","2.1851892471313477","749","749","749","","","","","",""
"3710","","","","","","","","","","","","","2.1923346519470215","2.1923346519470215","2.1923346519470215","751","751","751","","","","","",""
"3720","","","","","","","","","","","","","2.1865713596343994","2.1865713596343994","2.1865713596343994","753","753","753","","","","","",""
"3730","","","","","","","","","","","","","2.1841509342193604","2.1841509342193604","2.1841509342193604","755","755","755","","","","","",""
"3740","","","","","","","","","","","","","2.61594820022583","2.61594820022583","2.61594820022583","757","757","757","","","","","",""
"3750","","","","","","","","","","","","","2.1843245029449463","2.1843245029449463","2.1843245029449463","759","759","759","","","","","",""
"3760","","","","","","","","","","","","","2.169537305831909","2.169537305831909","2.169537305831909","761","761","761","","","","","",""
"3770","","","","","","","","","","","","","2.1925299167633057","2.1925299167633057","2.1925299167633057","763","763","763","","","","","",""
"3780","","","","","","","","","","","","","2.188420295715332","2.188420295715332","2.188420295715332","765","765","765","","","","","",""
"3790","","","","","","","","","","","","","2.1943118572235107","2.1943118572235107","2.1943118572235107","767","767","767","","","","","",""
"3800","","","","","","","","","","","","","2.1870508193969727","2.1870508193969727","2.1870508193969727","769","769","769","","","","","",""
"3810","","","","","","","","","","","","","2.1732876300811768","2.1732876300811768","2.1732876300811768","771","771","771","","","","","",""
"3820","","","","","","","","","","","","","2.2126853466033936","2.2126853466033936","2.2126853466033936","773","773","773","","","","","",""
"3830","","","","","","","","","","","","","2.18076753616333","2.18076753616333","2.18076753616333","775","775","775","","","","","",""
"3840","","","","","","","","","","","","","2.1791794300079346","2.1791794300079346","2.1791794300079346","777","777","777","","","","","",""
"3850","","","","","","","","","","","","","2.199629783630371","2.199629783630371","2.199629783630371","779","779","779","","","","","",""
"3860","","","","","","","","","","","","","2.1856093406677246","2.1856093406677246","2.1856093406677246","781","781","781","","","","","",""
"3870","","","","","","","","","","","","","2.1888351440429688","2.1888351440429688","2.1888351440429688","783","783","783","","","","","",""
"3880","","","","","","","","","","","","","2.1777520179748535","2.1777520179748535","2.1777520179748535","785","785","785","","","","","",""
"3890","","","","","","","","","","","","","2.1850223541259766","2.1850223541259766","2.1850223541259766","787","787","787","","","","","",""
"3900","","","","","","","","","","","","","2.2152695655822754","2.2152695655822754","2.2152695655822754","789","789","789","","","","","",""
"3910","","","","","","","","","","","","","2.1790316104888916","2.1790316104888916","2.1790316104888916","791","791","791","","","","","",""
"3920","","","","","","","","","","","","","2.189192771911621","2.189192771911621","2.189192771911621","793","793","793","","","","","",""
"3930","","","","","","","","","","","","","2.201514482498169","2.201514482498169","2.201514482498169","795","795","795","","","","","",""
"3940","","","","","","","","","","","","","2.182986259460449","2.182986259460449","2.182986259460449","797","797","797","","","","","",""
"3950","","","","","","","","","","","","","2.180821180343628","2.180821180343628","2.180821180343628","799","799","799","","","","","",""
"3960","","","","","","","","","","","","","2.1916425228118896","2.1916425228118896","2.1916425228118896","801","801","801","","","","","",""
"3970","","","","","","","","","","","","","2.175814390182495","2.175814390182495","2.175814390182495","803","803","803","","","","","",""
"3980","","","","","","","","","","","","","2.1988441944122314","2.1988441944122314","2.1988441944122314","805","805","805","","","","","",""
"3990","","","","","","","","","","","","","2.176372528076172","2.176372528076172","2.176372528076172","807","807","807","","","","","",""
"4000","","","","","","","","","","","","","2.217512369155884","2.217512369155884","2.217512369155884","810","810","810","","","","","",""
"4010","","","","","","","2.196826696395874","2.196826696395874","2.196826696395874","3","3","3","2.4906065464019775","2.4906065464019775","2.4906065464019775","812","812","812","","","","","",""
"4020","","","","","","","2.176536798477173","2.176536798477173","2.176536798477173","5","5","5","2.180696964263916","2.180696964263916","2.180696964263916","814","814","814","","","","","",""
"4030","","","","","","","2.1738555431365967","2.1738555431365967","2.1738555431365967","7","7","7","2.206613302230835","2.206613302230835","2.206613302230835","816","816","816","","","","","",""
"4040","","","","","","","2.204394817352295","2.204394817352295","2.204394817352295","9","9","9","2.177727460861206","2.177727460861206","2.177727460861206","818","818","818","","","","","",""
"4050","","","","","","","2.1907289028167725","2.1907289028167725","2.1907289028167725","11","11","11","2.180804491043091","2.180804491043091","2.180804491043091","820","820","820","","","","","",""
"4060","","","","","","","2.1855928897857666","2.1855928897857666","2.1855928897857666","13","13","13","2.1905312538146973","2.1905312538146973","2.1905312538146973","822","822","822","","","","","",""
"4070","","","","","","","2.196216344833374","2.196216344833374","2.196216344833374","15","15","15","2.175508737564087","2.175508737564087","2.175508737564087","824","824","824","","","","","",""
"4080","","","","","","","2.1888010501861572","2.1888010501861572","2.1888010501861572","17","17","17","2.202383279800415","2.202383279800415","2.202383279800415","826","826","826","","","","","",""
"4090","","","","","","","2.1880030632019043","2.1880030632019043","2.1880030632019043","19","19","19","2.1792550086975098","2.1792550086975098","2.1792550086975098","828","828","828","","","","","",""
"4100","","","","","","","2.2165892124176025","2.2165892124176025","2.2165892124176025","21","21","21","2.1720762252807617","2.1720762252807617","2.1720762252807617","830","830","830","","","","","",""
"4110","","","","","","","2.1891281604766846","2.1891281604766846","2.1891281604766846","23","23","23","2.1958131790161133","2.1958131790161133","2.1958131790161133","832","832","832","","","","","",""
"4120","","","","","","","2.186798334121704","2.186798334121704","2.186798334121704","25","25","25","2.180448532104492","2.180448532104492","2.180448532104492","834","834","834","","","","","",""
"4130","","","","","","","2.208315134048462","2.208315134048462","2.208315134048462","27","27","27","2.1812496185302734","2.1812496185302734","2.1812496185302734","836","836","836","","","","","",""
"4140","","","","","","","2.190042018890381","2.190042018890381","2.190042018890381","29","29","29","2.207228660583496","2.207228660583496","2.207228660583496","838","838","838","","","","","",""
"4150","","","","","","","2.178757429122925","2.178757429122925","2.178757429122925","31","31","31","2.177584171295166","2.177584171295166","2.177584171295166","840","840","840","","","","","",""
"4160","","","","","","","2.2080934047698975","2.2080934047698975","2.2080934047698975","33","33","33","2.1847310066223145","2.1847310066223145","2.1847310066223145","842","842","842","","","","","",""
"4170","","","","","","","2.1767969131469727","2.1767969131469727","2.1767969131469727","35","35","35","2.172480821609497","2.172480821609497","2.172480821609497","844","844","844","","","","","",""
"4180","","","","","","","2.1865086555480957","2.1865086555480957","2.1865086555480957","37","37","37","2.178593397140503","2.178593397140503","2.178593397140503","846","846","846","","","","","",""
"4190","","","","","","","2.208979845046997","2.208979845046997","2.208979845046997","39","39","39","2.195864200592041","2.195864200592041","2.195864200592041","848","848","848","","","","","",""
"4200","","","","","","","2.182542324066162","2.182542324066162","2.182542324066162","41","41","41","2.1790056228637695","2.1790056228637695","2.1790056228637695","850","850","850","","","","","",""
"4210","","","","","","","2.1974239349365234","2.1974239349365234","2.1974239349365234","43","43","43","2.1801822185516357","2.1801822185516357","2.1801822185516357","852","852","852","","","","","",""
"4220","","","","","","","2.209038734436035","2.209038734436035","2.209038734436035","45","45","45","2.2085559368133545","2.2085559368133545","2.2085559368133545","854","854","854","","","","","",""
"4230","","","","","","","2.185976028442383","2.185976028442383","2.185976028442383","47","47","47","2.1813666820526123","2.1813666820526123","2.1813666820526123","856","856","856","","","","","",""
"4240","","","","","","","2.193530559539795","2.193530559539795","2.193530559539795","49","49","49","2.181971549987793","2.181971549987793","2.181971549987793","858","858","858","","","","","",""
"4250","","","","","","","2.1873929500579834","2.1873929500579834","2.1873929500579834","51","51","51","2.1975438594818115","2.1975438594818115","2.1975438594818115","860","860","860","","","","","",""
"4260","","","","","","","2.186218500137329","2.186218500137329","2.186218500137329","53","53","53","2.179969549179077","2.179969549179077","2.179969549179077","862","862","862","","","","","",""
"4270","","","","","","","2.207918643951416","2.207918643951416","2.207918643951416","55","55","55","2.1808063983917236","2.1808063983917236","2.1808063983917236","864","864","864","","","","","",""
"4280","","","","","","","2.1831908226013184","2.1831908226013184","2.1831908226013184","57","57","57","2.561293125152588","2.561293125152588","2.561293125152588","866","866","866","","","","","",""
"4290","","","","","","","2.1806728839874268","2.1806728839874268","2.1806728839874268","59","59","59","2.1782047748565674","2.1782047748565674","2.1782047748565674","868","868","868","","","","","",""
"4300","","","","","","","2.206449508666992","2.206449508666992","2.206449508666992","61","61","61","2.191533327102661","2.191533327102661","2.191533327102661","870","870","870","","","","","",""
"4310","","","","","","","2.18459415435791","2.18459415435791","2.18459415435791","63","63","63","2.1731319427490234","2.1731319427490234","2.1731319427490234","872","872","872","","","","","",""
"4320","","","","","","","2.1904122829437256","2.1904122829437256","2.1904122829437256","65","65","65","2.183213233947754","2.183213233947754","2.183213233947754","874","874","874","","","","","",""
"4330","","","","","","","2.2204482555389404","2.2204482555389404","2.2204482555389404","67","67","67","2.2082245349884033","2.2082245349884033","2.2082245349884033","876","876","876","","","","","",""
"4340","","","","","","","2.1857104301452637","2.1857104301452637","2.1857104301452637","69","69","69","2.1780598163604736","2.1780598163604736","2.1780598163604736","878","878","878","","","","","",""
"4350","","","","","","","2.191537380218506","2.191537380218506","2.191537380218506","71","71","71","2.18355655670166","2.18355655670166","2.18355655670166","880","880","880","","","","","",""
"4360","","","","","","","2.210865020751953","2.210865020751953","2.210865020751953","73","73","73","2.198246717453003","2.198246717453003","2.198246717453003","882","882","882","","","","","",""
"4370","","","","","","","2.1855900287628174","2.1855900287628174","2.1855900287628174","75","75","75","2.181549549102783","2.181549549102783","2.181549549102783","884","884","884","","","","","",""
"4380","","","","","","","2.181009531021118","2.181009531021118","2.181009531021118","77","77","77","2.1742522716522217","2.1742522716522217","2.1742522716522217","886","886","886","","","","","",""
"4390","","","","","","","2.2149596214294434","2.2149596214294434","2.2149596214294434","79","79","79","2.1996898651123047","2.1996898651123047","2.1996898651123047","888","888","888","","","","","",""
"4400","","","","","","","2.1888034343719482","2.1888034343719482","2.1888034343719482","81","81","81","2.182684898376465","2.182684898376465","2.182684898376465","890","890","890","","","","","",""
"4410","","","","","","","2.18511962890625","2.18511962890625","2.18511962890625","83","83","83","2.1958248615264893","2.1958248615264893","2.1958248615264893","892","892","892","","","","","",""
