"train/global_step","glad-glitter-9 - train/grad_norm","glad-glitter-9 - train/grad_norm__MIN","glad-glitter-9 - train/grad_norm__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/grad_norm","sleek-moon-7 - train/grad_norm__MIN","sleek-moon-7 - train/grad_norm__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/grad_norm","magic-universe-6 - train/grad_norm__MIN","magic-universe-6 - train/grad_norm__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/grad_norm","visionary-oath-5 - train/grad_norm__MIN","visionary-oath-5 - train/grad_norm__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"2000","","","","","","","","","","","","","0.24396350979804993","0.24396350979804993","0.24396350979804993","404","404","404","","","","","",""
"2010","","","","","","","","","","","","","0.2453330159187317","0.2453330159187317","0.2453330159187317","407","407","407","","","","","",""
"2020","","","","","","","","","","","","","0.2617720365524292","0.2617720365524292","0.2617720365524292","409","409","409","","","","","",""
"2030","","","","","","","","","","","","","0.273566335439682","0.273566335439682","0.273566335439682","411","411","411","","","","","",""
"2040","","","","","","","","","","","","","0.2751283347606659","0.2751283347606659","0.2751283347606659","413","413","413","","","","","",""
"2050","","","","","","","","","","","","","0.26148831844329834","0.26148831844329834","0.26148831844329834","415","415","415","","","","","",""
"2060","","","","","","","","","","","","","0.23624280095100403","0.23624280095100403","0.23624280095100403","417","417","417","","","","","",""
"2070","","","","","","","","","","","","","0.2841649651527405","0.2841649651527405","0.2841649651527405","419","419","419","","","","","",""
"2080","","","","","","","","","","","","","0.23658868670463562","0.23658868670463562","0.23658868670463562","421","421","421","","","","","",""
"2090","","","","","","","","","","","","","0.2475576400756836","0.2475576400756836","0.2475576400756836","423","423","423","","","","","",""
"2100","","","","","","","","","","","","","0.25448572635650635","0.25448572635650635","0.25448572635650635","425","425","425","","","","","",""
"2110","","","","","","","","","","","","","0.31545570492744446","0.31545570492744446","0.31545570492744446","427","427","427","","","","","",""
"2120","","","","","","","","","","","","","0.259000301361084","0.259000301361084","0.259000301361084","429","429","429","","","","","",""
"2130","","","","","","","","","","","","","0.25059741735458374","0.25059741735458374","0.25059741735458374","431","431","431","","","","","",""
"2140","","","","","","","","","","","","","0.27845194935798645","0.27845194935798645","0.27845194935798645","433","433","433","","","","","",""
"2150","","","","","","","","","","","","","0.2557140290737152","0.2557140290737152","0.2557140290737152","435","435","435","","","","","",""
"2160","","","","","","","","","","","","","0.24180184304714203","0.24180184304714203","0.24180184304714203","437","437","437","","","","","",""
"2170","","","","","","","","","","","","","0.2503439784049988","0.2503439784049988","0.2503439784049988","439","439","439","","","","","",""
"2180","","","","","","","","","","","","","0.28406691551208496","0.28406691551208496","0.28406691551208496","441","441","441","","","","","",""
"2190","","","","","","","","","","","","","0.24129770696163177","0.24129770696163177","0.24129770696163177","443","443","443","","","","","",""
"2200","","","","","","","","","","","","","0.3117254972457886","0.3117254972457886","0.3117254972457886","445","445","445","","","","","",""
"2210","","","","","","","","","","","","","0.2669450342655182","0.2669450342655182","0.2669450342655182","447","447","447","","","","","",""
"2220","","","","","","","","","","","","","0.2890683114528656","0.2890683114528656","0.2890683114528656","449","449","449","","","","","",""
"2230","","","","","","","","","","","","","0.32501035928726196","0.32501035928726196","0.32501035928726196","451","451","451","","","","","",""
"2240","","","","","","","","","","","","","0.2396077960729599","0.2396077960729599","0.2396077960729599","453","453","453","","","","","",""
"2250","","","","","","","","","","","","","0.2565637528896332","0.2565637528896332","0.2565637528896332","455","455","455","","","","","",""
"2260","","","","","","","","","","","","","0.2796507477760315","0.2796507477760315","0.2796507477760315","457","457","457","","","","","",""
"2270","","","","","","","","","","","","","0.24756667017936707","0.24756667017936707","0.24756667017936707","459","459","459","","","","","",""
"2280","","","","","","","","","","","","","0.24441327154636383","0.24441327154636383","0.24441327154636383","461","461","461","","","","","",""
"2290","","","","","","","","","","","","","0.24561215937137604","0.24561215937137604","0.24561215937137604","463","463","463","","","","","",""
"2300","","","","","","","","","","","","","0.32301944494247437","0.32301944494247437","0.32301944494247437","465","465","465","","","","","",""
"2310","","","","","","","","","","","","","0.2588377892971039","0.2588377892971039","0.2588377892971039","467","467","467","","","","","",""
"2320","","","","","","","","","","","","","0.2630934417247772","0.2630934417247772","0.2630934417247772","469","469","469","","","","","",""
"2330","","","","","","","","","","","","","0.2076701819896698","0.2076701819896698","0.2076701819896698","471","471","471","","","","","",""
"2340","","","","","","","","","","","","","0.2942299544811249","0.2942299544811249","0.2942299544811249","473","473","473","","","","","",""
"2350","","","","","","","","","","","","","0.25684401392936707","0.25684401392936707","0.25684401392936707","475","475","475","","","","","",""
"2360","","","","","","","","","","","","","0.2580859363079071","0.2580859363079071","0.2580859363079071","477","477","477","","","","","",""
"2370","","","","","","","","","","","","","0.22986409068107605","0.22986409068107605","0.22986409068107605","479","479","479","","","","","",""
"2380","","","","","","","","","","","","","0.2725546956062317","0.2725546956062317","0.2725546956062317","481","481","481","","","","","",""
"2390","","","","","","","","","","","","","0.26864534616470337","0.26864534616470337","0.26864534616470337","483","483","483","","","","","",""
"2400","","","","","","","","","","","","","0.2310434728860855","0.2310434728860855","0.2310434728860855","485","485","485","","","","","",""
"2410","","","","","","","","","","","","","0.26846498250961304","0.26846498250961304","0.26846498250961304","487","487","487","","","","","",""
"2420","","","","","","","","","","","","","0.27118203043937683","0.27118203043937683","0.27118203043937683","489","489","489","","","","","",""
"2430","","","","","","","","","","","","","0.28719308972358704","0.28719308972358704","0.28719308972358704","491","491","491","","","","","",""
"2440","","","","","","","","","","","","","0.2881588339805603","0.2881588339805603","0.2881588339805603","493","493","493","","","","","",""
"2450","","","","","","","","","","","","","0.24502000212669373","0.24502000212669373","0.24502000212669373","495","495","495","","","","","",""
"2460","","","","","","","","","","","","","0.2920437753200531","0.2920437753200531","0.2920437753200531","497","497","497","","","","","",""
"2470","","","","","","","","","","","","","0.2827162742614746","0.2827162742614746","0.2827162742614746","499","499","499","","","","","",""
"2480","","","","","","","","","","","","","0.2607521414756775","0.2607521414756775","0.2607521414756775","501","501","501","","","","","",""
"2490","","","","","","","","","","","","","0.31183648109436035","0.31183648109436035","0.31183648109436035","503","503","503","","","","","",""
"2500","","","","","","","","","","","","","0.2513599395751953","0.2513599395751953","0.2513599395751953","505","505","505","","","","","",""
"2510","","","","","","","","","","","","","0.23379766941070557","0.23379766941070557","0.23379766941070557","508","508","508","","","","","",""
"2520","","","","","","","","","","","","","0.2565362751483917","0.2565362751483917","0.2565362751483917","510","510","510","","","","","",""
"2530","","","","","","","","","","","","","0.26454517245292664","0.26454517245292664","0.26454517245292664","512","512","512","","","","","",""
"2540","","","","","","","","","","","","","0.26818332076072693","0.26818332076072693","0.26818332076072693","514","514","514","","","","","",""
"2550","","","","","","","","","","","","","0.2499743551015854","0.2499743551015854","0.2499743551015854","516","516","516","","","","","",""
"2560","","","","","","","","","","","","","0.25163647532463074","0.25163647532463074","0.25163647532463074","518","518","518","","","","","",""
"2570","","","","","","","","","","","","","0.28656765818595886","0.28656765818595886","0.28656765818595886","520","520","520","","","","","",""
"2580","","","","","","","","","","","","","0.2792998254299164","0.2792998254299164","0.2792998254299164","522","522","522","","","","","",""
"2590","","","","","","","","","","","","","0.2487701028585434","0.2487701028585434","0.2487701028585434","524","524","524","","","","","",""
"2600","","","","","","","","","","","","","0.34698352217674255","0.34698352217674255","0.34698352217674255","526","526","526","","","","","",""
"2610","","","","","","","","","","","","","0.2650943696498871","0.2650943696498871","0.2650943696498871","528","528","528","","","","","",""
"2620","","","","","","","","","","","","","0.2464149445295334","0.2464149445295334","0.2464149445295334","530","530","530","","","","","",""
"2630","","","","","","","","","","","","","0.2797178328037262","0.2797178328037262","0.2797178328037262","532","532","532","","","","","",""
"2640","","","","","","","","","","","","","0.28977295756340027","0.28977295756340027","0.28977295756340027","534","534","534","","","","","",""
"2650","","","","","","","","","","","","","0.2942412793636322","0.2942412793636322","0.2942412793636322","536","536","536","","","","","",""
"2660","","","","","","","","","","","","","0.32364436984062195","0.32364436984062195","0.32364436984062195","538","538","538","","","","","",""
"2670","","","","","","","","","","","","","0.25867176055908203","0.25867176055908203","0.25867176055908203","540","540","540","","","","","",""
"2680","","","","","","","","","","","","","0.23139061033725739","0.23139061033725739","0.23139061033725739","542","542","542","","","","","",""
"2690","","","","","","","","","","","","","0.2935357093811035","0.2935357093811035","0.2935357093811035","544","544","544","","","","","",""
"2700","","","","","","","","","","","","","0.2575993239879608","0.2575993239879608","0.2575993239879608","546","546","546","","","","","",""
"2710","","","","","","","","","","","","","0.2913835346698761","0.2913835346698761","0.2913835346698761","548","548","548","","","","","",""
"2720","","","","","","","","","","","","","0.2210516482591629","0.2210516482591629","0.2210516482591629","550","550","550","","","","","",""
"2730","","","","","","","","","","","","","0.2442714124917984","0.2442714124917984","0.2442714124917984","552","552","552","","","","","",""
"2740","","","","","","","","","","","","","0.27372482419013977","0.27372482419013977","0.27372482419013977","554","554","554","","","","","",""
"2750","","","","","","","","","","","","","0.25208038091659546","0.25208038091659546","0.25208038091659546","556","556","556","","","","","",""
"2760","","","","","","","","","","","","","0.32138872146606445","0.32138872146606445","0.32138872146606445","558","558","558","","","","","",""
"2770","","","","","","","","","","","","","0.2712680399417877","0.2712680399417877","0.2712680399417877","560","560","560","","","","","",""
"2780","","","","","","","","","","","","","0.2813403308391571","0.2813403308391571","0.2813403308391571","562","562","562","","","","","",""
"2790","","","","","","","","","","","","","0.3050960600376129","0.3050960600376129","0.3050960600376129","564","564","564","","","","","",""
"2800","","","","","","","","","","","","","0.2648644745349884","0.2648644745349884","0.2648644745349884","566","566","566","","","","","",""
"2810","","","","","","","","","","","","","0.2508750855922699","0.2508750855922699","0.2508750855922699","568","568","568","","","","","",""
"2820","","","","","","","","","","","","","0.23973239958286285","0.23973239958286285","0.23973239958286285","570","570","570","","","","","",""
"2830","","","","","","","","","","","","","0.22955501079559326","0.22955501079559326","0.22955501079559326","572","572","572","","","","","",""
"2840","","","","","","","","","","","","","0.2761838734149933","0.2761838734149933","0.2761838734149933","574","574","574","","","","","",""
"2850","","","","","","","","","","","","","0.3091747462749481","0.3091747462749481","0.3091747462749481","576","576","576","","","","","",""
"2860","","","","","","","","","","","","","0.2518167793750763","0.2518167793750763","0.2518167793750763","578","578","578","","","","","",""
"2870","","","","","","","","","","","","","0.23624207079410553","0.23624207079410553","0.23624207079410553","580","580","580","","","","","",""
"2880","","","","","","","","","","","","","0.30132415890693665","0.30132415890693665","0.30132415890693665","582","582","582","","","","","",""
"2890","","","","","","","","","","","","","0.2814844250679016","0.2814844250679016","0.2814844250679016","584","584","584","","","","","",""
"2900","","","","","","","","","","","","","0.2526809871196747","0.2526809871196747","0.2526809871196747","586","586","586","","","","","",""
"2910","","","","","","","","","","","","","0.28225743770599365","0.28225743770599365","0.28225743770599365","588","588","588","","","","","",""
"2920","","","","","","","","","","","","","0.28051528334617615","0.28051528334617615","0.28051528334617615","590","590","590","","","","","",""
"2930","","","","","","","","","","","","","0.23174689710140228","0.23174689710140228","0.23174689710140228","592","592","592","","","","","",""
"2940","","","","","","","","","","","","","0.2955510914325714","0.2955510914325714","0.2955510914325714","594","594","594","","","","","",""
"2950","","","","","","","","","","","","","0.28001341223716736","0.28001341223716736","0.28001341223716736","596","596","596","","","","","",""
"2960","","","","","","","","","","","","","0.24992766976356506","0.24992766976356506","0.24992766976356506","598","598","598","","","","","",""
"2970","","","","","","","","","","","","","0.2529580593109131","0.2529580593109131","0.2529580593109131","600","600","600","","","","","",""
"2980","","","","","","","","","","","","","0.28412842750549316","0.28412842750549316","0.28412842750549316","602","602","602","","","","","",""
"2990","","","","","","","","","","","","","0.2517784535884857","0.2517784535884857","0.2517784535884857","604","604","604","","","","","",""
"3000","","","","","","","","","","","","","0.304720014333725","0.304720014333725","0.304720014333725","606","606","606","","","","","",""
"3010","","","","","","","","","","","","","0.25226840376853943","0.25226840376853943","0.25226840376853943","609","609","609","","","","","",""
"3020","","","","","","","","","","","","","0.24744458496570587","0.24744458496570587","0.24744458496570587","611","611","611","","","","","",""
"3030","","","","","","","","","","","","","0.287433922290802","0.287433922290802","0.287433922290802","613","613","613","","","","","",""
"3040","","","","","","","","","","","","","0.2568225562572479","0.2568225562572479","0.2568225562572479","615","615","615","","","","","",""
"3050","","","","","","","","","","","","","0.2770785987377167","0.2770785987377167","0.2770785987377167","617","617","617","","","","","",""
"3060","","","","","","","","","","","","","0.2636358439922333","0.2636358439922333","0.2636358439922333","619","619","619","","","","","",""
"3070","","","","","","","","","","","","","0.287293940782547","0.287293940782547","0.287293940782547","621","621","621","","","","","",""
"3080","","","","","","","","","","","","","0.24501271545886993","0.24501271545886993","0.24501271545886993","623","623","623","","","","","",""
"3090","","","","","","","","","","","","","0.23405571281909943","0.23405571281909943","0.23405571281909943","625","625","625","","","","","",""
"3100","","","","","","","","","","","","","0.24693508446216583","0.24693508446216583","0.24693508446216583","627","627","627","","","","","",""
"3110","","","","","","","","","","","","","0.24346593022346497","0.24346593022346497","0.24346593022346497","629","629","629","","","","","",""
"3120","","","","","","","","","","","","","0.2559722065925598","0.2559722065925598","0.2559722065925598","631","631","631","","","","","",""
"3130","","","","","","","","","","","","","0.2635257840156555","0.2635257840156555","0.2635257840156555","633","633","633","","","","","",""
"3140","","","","","","","","","","","","","0.2756500244140625","0.2756500244140625","0.2756500244140625","635","635","635","","","","","",""
"3150","","","","","","","","","","","","","0.2789936661720276","0.2789936661720276","0.2789936661720276","637","637","637","","","","","",""
"3160","","","","","","","","","","","","","0.24487102031707764","0.24487102031707764","0.24487102031707764","639","639","639","","","","","",""
"3170","","","","","","","","","","","","","0.2470305860042572","0.2470305860042572","0.2470305860042572","641","641","641","","","","","",""
"3180","","","","","","","","","","","","","0.2582976520061493","0.2582976520061493","0.2582976520061493","643","643","643","","","","","",""
"3190","","","","","","","","","","","","","0.2678588032722473","0.2678588032722473","0.2678588032722473","645","645","645","","","","","",""
"3200","","","","","","","","","","","","","0.2503637969493866","0.2503637969493866","0.2503637969493866","647","647","647","","","","","",""
"3210","","","","","","","","","","","","","0.2865723967552185","0.2865723967552185","0.2865723967552185","649","649","649","","","","","",""
"3220","","","","","","","","","","","","","0.28424790501594543","0.28424790501594543","0.28424790501594543","651","651","651","","","","","",""
"3230","","","","","","","","","","","","","0.2354096919298172","0.2354096919298172","0.2354096919298172","653","653","653","","","","","",""
"3240","","","","","","","","","","","","","0.26304686069488525","0.26304686069488525","0.26304686069488525","655","655","655","","","","","",""
"3250","","","","","","","","","","","","","0.3133944869041443","0.3133944869041443","0.3133944869041443","657","657","657","","","","","",""
"3260","","","","","","","","","","","","","0.2774452567100525","0.2774452567100525","0.2774452567100525","659","659","659","","","","","",""
"3270","","","","","","","","","","","","","0.2925587296485901","0.2925587296485901","0.2925587296485901","661","661","661","","","","","",""
"3280","","","","","","","","","","","","","0.2602268159389496","0.2602268159389496","0.2602268159389496","663","663","663","","","","","",""
"3290","","","","","","","","","","","","","0.2963411211967468","0.2963411211967468","0.2963411211967468","665","665","665","","","","","",""
"3300","","","","","","","","","","","","","0.2458757609128952","0.2458757609128952","0.2458757609128952","667","667","667","","","","","",""
"3310","","","","","","","","","","","","","0.25891202688217163","0.25891202688217163","0.25891202688217163","669","669","669","","","","","",""
"3320","","","","","","","","","","","","","0.2796900272369385","0.2796900272369385","0.2796900272369385","671","671","671","","","","","",""
"3330","","","","","","","","","","","","","0.26437610387802124","0.26437610387802124","0.26437610387802124","673","673","673","","","","","",""
"3340","","","","","","","","","","","","","0.24751850962638855","0.24751850962638855","0.24751850962638855","675","675","675","","","","","",""
"3350","","","","","","","","","","","","","0.30832552909851074","0.30832552909851074","0.30832552909851074","677","677","677","","","","","",""
"3360","","","","","","","","","","","","","0.2767156660556793","0.2767156660556793","0.2767156660556793","679","679","679","","","","","",""
"3370","","","","","","","","","","","","","0.2530266046524048","0.2530266046524048","0.2530266046524048","681","681","681","","","","","",""
"3380","","","","","","","","","","","","","0.226035013794899","0.226035013794899","0.226035013794899","683","683","683","","","","","",""
"3390","","","","","","","","","","","","","0.27328184247016907","0.27328184247016907","0.27328184247016907","685","685","685","","","","","",""
"3400","","","","","","","","","","","","","0.2618837356567383","0.2618837356567383","0.2618837356567383","687","687","687","","","","","",""
"3410","","","","","","","","","","","","","0.26754412055015564","0.26754412055015564","0.26754412055015564","689","689","689","","","","","",""
"3420","","","","","","","","","","","","","0.2646558880805969","0.2646558880805969","0.2646558880805969","691","691","691","","","","","",""
"3430","","","","","","","","","","","","","0.27192223072052","0.27192223072052","0.27192223072052","693","693","693","","","","","",""
"3440","","","","","","","","","","","","","0.24661995470523834","0.24661995470523834","0.24661995470523834","695","695","695","","","","","",""
"3450","","","","","","","","","","","","","0.3197353184223175","0.3197353184223175","0.3197353184223175","697","697","697","","","","","",""
"3460","","","","","","","","","","","","","0.2754524350166321","0.2754524350166321","0.2754524350166321","699","699","699","","","","","",""
"3470","","","","","","","","","","","","","0.28162452578544617","0.28162452578544617","0.28162452578544617","701","701","701","","","","","",""
"3480","","","","","","","","","","","","","0.2499435544013977","0.2499435544013977","0.2499435544013977","703","703","703","","","","","",""
"3490","","","","","","","","","","","","","0.2274211198091507","0.2274211198091507","0.2274211198091507","705","705","705","","","","","",""
"3500","","","","","","","","","","","","","0.24969413876533508","0.24969413876533508","0.24969413876533508","707","707","707","","","","","",""
"3510","","","","","","","","","","","","","0.2659940719604492","0.2659940719604492","0.2659940719604492","710","710","710","","","","","",""
"3520","","","","","","","","","","","","","0.27932268381118774","0.27932268381118774","0.27932268381118774","712","712","712","","","","","",""
"3530","","","","","","","","","","","","","0.2605961561203003","0.2605961561203003","0.2605961561203003","714","714","714","","","","","",""
"3540","","","","","","","","","","","","","0.26136085391044617","0.26136085391044617","0.26136085391044617","716","716","716","","","","","",""
"3550","","","","","","","","","","","","","0.2713570296764374","0.2713570296764374","0.2713570296764374","718","718","718","","","","","",""
"3560","","","","","","","","","","","","","0.2833428382873535","0.2833428382873535","0.2833428382873535","720","720","720","","","","","",""
"3570","","","","","","","","","","","","","0.27768805623054504","0.27768805623054504","0.27768805623054504","722","722","722","","","","","",""
"3580","","","","","","","","","","","","","0.2868567407131195","0.2868567407131195","0.2868567407131195","724","724","724","","","","","",""
"3590","","","","","","","","","","","","","0.315773069858551","0.315773069858551","0.315773069858551","726","726","726","","","","","",""
"3600","","","","","","","","","","","","","0.27271297574043274","0.27271297574043274","0.27271297574043274","728","728","728","","","","","",""
"3610","","","","","","","","","","","","","0.2624760568141937","0.2624760568141937","0.2624760568141937","730","730","730","","","","","",""
"3620","","","","","","","","","","","","","0.24393615126609802","0.24393615126609802","0.24393615126609802","732","732","732","","","","","",""
"3630","","","","","","","","","","","","","0.26052457094192505","0.26052457094192505","0.26052457094192505","734","734","734","","","","","",""
"3640","","","","","","","","","","","","","0.263250470161438","0.263250470161438","0.263250470161438","736","736","736","","","","","",""
"3650","","","","","","","","","","","","","0.24201957881450653","0.24201957881450653","0.24201957881450653","738","738","738","","","","","",""
"3660","","","","","","","","","","","","","0.2894144356250763","0.2894144356250763","0.2894144356250763","740","740","740","","","","","",""
"3670","","","","","","","","","","","","","0.24564461410045624","0.24564461410045624","0.24564461410045624","742","742","742","","","","","",""
"3680","","","","","","","","","","","","","0.26108449697494507","0.26108449697494507","0.26108449697494507","744","744","744","","","","","",""
"3690","","","","","","","","","","","","","0.23898179829120636","0.23898179829120636","0.23898179829120636","746","746","746","","","","","",""
"3700","","","","","","","","","","","","","0.2640702426433563","0.2640702426433563","0.2640702426433563","748","748","748","","","","","",""
"3710","","","","","","","","","","","","","0.2676520347595215","0.2676520347595215","0.2676520347595215","750","750","750","","","","","",""
"3720","","","","","","","","","","","","","0.2680347263813019","0.2680347263813019","0.2680347263813019","752","752","752","","","","","",""
"3730","","","","","","","","","","","","","0.2793898284435272","0.2793898284435272","0.2793898284435272","754","754","754","","","","","",""
"3740","","","","","","","","","","","","","0.2615678310394287","0.2615678310394287","0.2615678310394287","756","756","756","","","","","",""
"3750","","","","","","","","","","","","","0.2790968418121338","0.2790968418121338","0.2790968418121338","758","758","758","","","","","",""
"3760","","","","","","","","","","","","","0.2602117657661438","0.2602117657661438","0.2602117657661438","760","760","760","","","","","",""
"3770","","","","","","","","","","","","","0.307624489068985","0.307624489068985","0.307624489068985","762","762","762","","","","","",""
"3780","","","","","","","","","","","","","0.24591514468193054","0.24591514468193054","0.24591514468193054","764","764","764","","","","","",""
"3790","","","","","","","","","","","","","0.2593361735343933","0.2593361735343933","0.2593361735343933","766","766","766","","","","","",""
"3800","","","","","","","","","","","","","0.31296002864837646","0.31296002864837646","0.31296002864837646","768","768","768","","","","","",""
"3810","","","","","","","","","","","","","0.26253798604011536","0.26253798604011536","0.26253798604011536","770","770","770","","","","","",""
"3820","","","","","","","","","","","","","0.26662081480026245","0.26662081480026245","0.26662081480026245","772","772","772","","","","","",""
"3830","","","","","","","","","","","","","0.2518914043903351","0.2518914043903351","0.2518914043903351","774","774","774","","","","","",""
"3840","","","","","","","","","","","","","0.30197757482528687","0.30197757482528687","0.30197757482528687","776","776","776","","","","","",""
"3850","","","","","","","","","","","","","0.2781476378440857","0.2781476378440857","0.2781476378440857","778","778","778","","","","","",""
"3860","","","","","","","","","","","","","0.285270094871521","0.285270094871521","0.285270094871521","780","780","780","","","","","",""
"3870","","","","","","","","","","","","","0.2612278461456299","0.2612278461456299","0.2612278461456299","782","782","782","","","","","",""
"3880","","","","","","","","","","","","","0.278170645236969","0.278170645236969","0.278170645236969","784","784","784","","","","","",""
"3890","","","","","","","","","","","","","0.343716561794281","0.343716561794281","0.343716561794281","786","786","786","","","","","",""
"3900","","","","","","","","","","","","","0.25090986490249634","0.25090986490249634","0.25090986490249634","788","788","788","","","","","",""
"3910","","","","","","","","","","","","","0.2604357600212097","0.2604357600212097","0.2604357600212097","790","790","790","","","","","",""
"3920","","","","","","","","","","","","","0.2590753138065338","0.2590753138065338","0.2590753138065338","792","792","792","","","","","",""
"3930","","","","","","","","","","","","","0.2644557058811188","0.2644557058811188","0.2644557058811188","794","794","794","","","","","",""
"3940","","","","","","","","","","","","","0.27352601289749146","0.27352601289749146","0.27352601289749146","796","796","796","","","","","",""
"3950","","","","","","","","","","","","","0.2903394103050232","0.2903394103050232","0.2903394103050232","798","798","798","","","","","",""
"3960","","","","","","","","","","","","","0.2712443768978119","0.2712443768978119","0.2712443768978119","800","800","800","","","","","",""
"3970","","","","","","","","","","","","","0.2650238573551178","0.2650238573551178","0.2650238573551178","802","802","802","","","","","",""
"3980","","","","","","","","","","","","","0.23383475840091705","0.23383475840091705","0.23383475840091705","804","804","804","","","","","",""
"3990","","","","","","","","","","","","","0.2691177427768707","0.2691177427768707","0.2691177427768707","806","806","806","","","","","",""
"4000","","","","","","","","","","","","","0.2778490483760834","0.2778490483760834","0.2778490483760834","808","808","808","","","","","",""
"4010","","","","","","","0.25843048095703125","0.25843048095703125","0.25843048095703125","2","2","2","0.2584770917892456","0.2584770917892456","0.2584770917892456","811","811","811","","","","","",""
"4020","","","","","","","0.2585524916648865","0.2585524916648865","0.2585524916648865","4","4","4","0.25859490036964417","0.25859490036964417","0.25859490036964417","813","813","813","","","","","",""
"4030","","","","","","","0.2485894113779068","0.2485894113779068","0.2485894113779068","6","6","6","0.24865010380744934","0.24865010380744934","0.24865010380744934","815","815","815","","","","","",""
"4040","","","","","","","0.2790044844150543","0.2790044844150543","0.2790044844150543","8","8","8","0.2790524363517761","0.2790524363517761","0.2790524363517761","817","817","817","","","","","",""
"4050","","","","","","","0.29316121339797974","0.29316121339797974","0.29316121339797974","10","10","10","0.29310721158981323","0.29310721158981323","0.29310721158981323","819","819","819","","","","","",""
"4060","","","","","","","0.2804403007030487","0.2804403007030487","0.2804403007030487","12","12","12","0.28062716126441956","0.28062716126441956","0.28062716126441956","821","821","821","","","","","",""
"4070","","","","","","","0.28566503524780273","0.28566503524780273","0.28566503524780273","14","14","14","0.28567105531692505","0.28567105531692505","0.28567105531692505","823","823","823","","","","","",""
"4080","","","","","","","0.2964118719100952","0.2964118719100952","0.2964118719100952","16","16","16","0.29634299874305725","0.29634299874305725","0.29634299874305725","825","825","825","","","","","",""
"4090","","","","","","","0.25122445821762085","0.25122445821762085","0.25122445821762085","18","18","18","0.2515687346458435","0.2515687346458435","0.2515687346458435","827","827","827","","","","","",""
"4100","","","","","","","0.25836122035980225","0.25836122035980225","0.25836122035980225","20","20","20","0.25819510221481323","0.25819510221481323","0.25819510221481323","829","829","829","","","","","",""
"4110","","","","","","","0.3145068287849426","0.3145068287849426","0.3145068287849426","22","22","22","0.3146846294403076","0.3146846294403076","0.3146846294403076","831","831","831","","","","","",""
"4120","","","","","","","0.2881428897380829","0.2881428897380829","0.2881428897380829","24","24","24","0.28847023844718933","0.28847023844718933","0.28847023844718933","833","833","833","","","","","",""
"4130","","","","","","","0.27292153239250183","0.27292153239250183","0.27292153239250183","26","26","26","0.27297231554985046","0.27297231554985046","0.27297231554985046","835","835","835","","","","","",""
"4140","","","","","","","0.28754839301109314","0.28754839301109314","0.28754839301109314","28","28","28","0.2872205376625061","0.2872205376625061","0.2872205376625061","837","837","837","","","","","",""
"4150","","","","","","","0.23126889765262604","0.23126889765262604","0.23126889765262604","30","30","30","0.23140013217926025","0.23140013217926025","0.23140013217926025","839","839","839","","","","","",""
"4160","","","","","","","0.33094680309295654","0.33094680309295654","0.33094680309295654","32","32","32","0.3311316967010498","0.3311316967010498","0.3311316967010498","841","841","841","","","","","",""
"4170","","","","","","","0.2597680389881134","0.2597680389881134","0.2597680389881134","34","34","34","0.25984489917755127","0.25984489917755127","0.25984489917755127","843","843","843","","","","","",""
"4180","","","","","","","0.3525339663028717","0.3525339663028717","0.3525339663028717","36","36","36","0.35154786705970764","0.35154786705970764","0.35154786705970764","845","845","845","","","","","",""
"4190","","","","","","","0.26560303568840027","0.26560303568840027","0.26560303568840027","38","38","38","0.26542869210243225","0.26542869210243225","0.26542869210243225","847","847","847","","","","","",""
"4200","","","","","","","0.24828331172466278","0.24828331172466278","0.24828331172466278","40","40","40","0.24837616086006165","0.24837616086006165","0.24837616086006165","849","849","849","","","","","",""
"4210","","","","","","","0.2996976673603058","0.2996976673603058","0.2996976673603058","42","42","42","0.29963400959968567","0.29963400959968567","0.29963400959968567","851","851","851","","","","","",""
"4220","","","","","","","0.25490570068359375","0.25490570068359375","0.25490570068359375","44","44","44","0.2548624575138092","0.2548624575138092","0.2548624575138092","853","853","853","","","","","",""
"4230","","","","","","","0.2813279330730438","0.2813279330730438","0.2813279330730438","46","46","46","0.27821943163871765","0.27821943163871765","0.27821943163871765","855","855","855","","","","","",""
"4240","","","","","","","0.25363579392433167","0.25363579392433167","0.25363579392433167","48","48","48","0.2533731460571289","0.2533731460571289","0.2533731460571289","857","857","857","","","","","",""
"4250","","","","","","","0.2351396679878235","0.2351396679878235","0.2351396679878235","50","50","50","0.235004723072052","0.235004723072052","0.235004723072052","859","859","859","","","","","",""
"4260","","","","","","","0.25432878732681274","0.25432878732681274","0.25432878732681274","52","52","52","0.2543408274650574","0.2543408274650574","0.2543408274650574","861","861","861","","","","","",""
"4270","","","","","","","0.2916724681854248","0.2916724681854248","0.2916724681854248","54","54","54","0.2917736768722534","0.2917736768722534","0.2917736768722534","863","863","863","","","","","",""
"4280","","","","","","","0.29463380575180054","0.29463380575180054","0.29463380575180054","56","56","56","0.29471355676651","0.29471355676651","0.29471355676651","865","865","865","","","","","",""
