"train/global_step","glad-glitter-9 - train/learning_rate","glad-glitter-9 - train/learning_rate__MIN","glad-glitter-9 - train/learning_rate__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/learning_rate","sleek-moon-7 - train/learning_rate__MIN","sleek-moon-7 - train/learning_rate__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/learning_rate","magic-universe-6 - train/learning_rate__MIN","magic-universe-6 - train/learning_rate__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/learning_rate","visionary-oath-5 - train/learning_rate__MIN","visionary-oath-5 - train/learning_rate__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"2130","","","","","","","","","","","","","0.00020299601593625497","0.00020299601593625497","0.00020299601593625497","431","431","431","","","","","",""
"2140","","","","","","","","","","","","","0.00020251792828685256","0.00020251792828685256","0.00020251792828685256","433","433","433","","","","","",""
"2150","","","","","","","","","","","","","0.0002020398406374502","0.0002020398406374502","0.0002020398406374502","435","435","435","","","","","",""
"2160","","","","","","","","","","","","","0.00020156175298804779","0.00020156175298804779","0.00020156175298804779","437","437","437","","","","","",""
"2170","","","","","","","","","","","","","0.0002010836653386454","0.0002010836653386454","0.0002010836653386454","439","439","439","","","","","",""
"2180","","","","","","","","","","","","","0.000200605577689243","0.000200605577689243","0.000200605577689243","441","441","441","","","","","",""
"2190","","","","","","","","","","","","","0.0002001274900398406","0.0002001274900398406","0.0002001274900398406","443","443","443","","","","","",""
"2200","","","","","","","","","","","","","0.00019964940239043823","0.00019964940239043823","0.00019964940239043823","445","445","445","","","","","",""
"2210","","","","","","","","","","","","","0.00019917131474103583","0.00019917131474103583","0.00019917131474103583","447","447","447","","","","","",""
"2220","","","","","","","","","","","","","0.00019869322709163342","0.00019869322709163342","0.00019869322709163342","449","449","449","","","","","",""
"2230","","","","","","","","","","","","","0.00019821513944223108","0.00019821513944223108","0.00019821513944223108","451","451","451","","","","","",""
"2240","","","","","","","","","","","","","0.00019773705179282867","0.00019773705179282867","0.00019773705179282867","453","453","453","","","","","",""
"2250","","","","","","","","","","","","","0.0001972589641434263","0.0001972589641434263","0.0001972589641434263","455","455","455","","","","","",""
"2260","","","","","","","","","","","","","0.0001967808764940239","0.0001967808764940239","0.0001967808764940239","457","457","457","","","","","",""
"2270","","","","","","","","","","","","","0.0001963027888446215","0.0001963027888446215","0.0001963027888446215","459","459","459","","","","","",""
"2280","","","","","","","","","","","","","0.00019582470119521912","0.00019582470119521912","0.00019582470119521912","461","461","461","","","","","",""
"2290","","","","","","","","","","","","","0.00019534661354581671","0.00019534661354581671","0.00019534661354581671","463","463","463","","","","","",""
"2300","","","","","","","","","","","","","0.00019486852589641434","0.00019486852589641434","0.00019486852589641434","465","465","465","","","","","",""
"2310","","","","","","","","","","","","","0.00019439043824701194","0.00019439043824701194","0.00019439043824701194","467","467","467","","","","","",""
"2320","","","","","","","","","","","","","0.00019391235059760953","0.00019391235059760953","0.00019391235059760953","469","469","469","","","","","",""
"2330","","","","","","","","","","","","","0.00019343426294820716","0.00019343426294820716","0.00019343426294820716","471","471","471","","","","","",""
"2340","","","","","","","","","","","","","0.00019295617529880476","0.00019295617529880476","0.00019295617529880476","473","473","473","","","","","",""
"2350","","","","","","","","","","","","","0.00019247808764940235","0.00019247808764940235","0.00019247808764940235","475","475","475","","","","","",""
"2360","","","","","","","","","","","","","0.00019199999999999998","0.00019199999999999998","0.00019199999999999998","477","477","477","","","","","",""
"2370","","","","","","","","","","","","","0.00019152191235059758","0.00019152191235059758","0.00019152191235059758","479","479","479","","","","","",""
"2380","","","","","","","","","","","","","0.00019104382470119523","0.00019104382470119523","0.00019104382470119523","481","481","481","","","","","",""
"2390","","","","","","","","","","","","","0.0001905657370517928","0.0001905657370517928","0.0001905657370517928","483","483","483","","","","","",""
"2400","","","","","","","","","","","","","0.0001900876494023904","0.0001900876494023904","0.0001900876494023904","485","485","485","","","","","",""
"2410","","","","","","","","","","","","","0.00018960956175298805","0.00018960956175298805","0.00018960956175298805","487","487","487","","","","","",""
"2420","","","","","","","","","","","","","0.00018913147410358564","0.00018913147410358564","0.00018913147410358564","489","489","489","","","","","",""
"2430","","","","","","","","","","","","","0.00018865338645418327","0.00018865338645418327","0.00018865338645418327","491","491","491","","","","","",""
"2440","","","","","","","","","","","","","0.00018817529880478087","0.00018817529880478087","0.00018817529880478087","493","493","493","","","","","",""
"2450","","","","","","","","","","","","","0.00018769721115537846","0.00018769721115537846","0.00018769721115537846","495","495","495","","","","","",""
"2460","","","","","","","","","","","","","0.0001872191235059761","0.0001872191235059761","0.0001872191235059761","497","497","497","","","","","",""
"2470","","","","","","","","","","","","","0.00018674103585657368","0.00018674103585657368","0.00018674103585657368","499","499","499","","","","","",""
"2480","","","","","","","","","","","","","0.0001862629482071713","0.0001862629482071713","0.0001862629482071713","501","501","501","","","","","",""
"2490","","","","","","","","","","","","","0.0001857848605577689","0.0001857848605577689","0.0001857848605577689","503","503","503","","","","","",""
"2500","","","","","","","","","","","","","0.0001853067729083665","0.0001853067729083665","0.0001853067729083665","505","505","505","","","","","",""
"2510","","","","","","","","","","","","","0.00018482868525896413","0.00018482868525896413","0.00018482868525896413","508","508","508","","","","","",""
"2520","","","","","","","","","","","","","0.00018435059760956173","0.00018435059760956173","0.00018435059760956173","510","510","510","","","","","",""
"2530","","","","","","","","","","","","","0.00018387250996015932","0.00018387250996015932","0.00018387250996015932","512","512","512","","","","","",""
"2540","","","","","","","","","","","","","0.00018339442231075695","0.00018339442231075695","0.00018339442231075695","514","514","514","","","","","",""
"2550","","","","","","","","","","","","","0.00018291633466135455","0.00018291633466135455","0.00018291633466135455","516","516","516","","","","","",""
"2560","","","","","","","","","","","","","0.0001824382470119522","0.0001824382470119522","0.0001824382470119522","518","518","518","","","","","",""
"2570","","","","","","","","","","","","","0.0001819601593625498","0.0001819601593625498","0.0001819601593625498","520","520","520","","","","","",""
"2580","","","","","","","","","","","","","0.0001814820717131474","0.0001814820717131474","0.0001814820717131474","522","522","522","","","","","",""
"2590","","","","","","","","","","","","","0.00018100398406374502","0.00018100398406374502","0.00018100398406374502","524","524","524","","","","","",""
"2600","","","","","","","","","","","","","0.0001805258964143426","0.0001805258964143426","0.0001805258964143426","526","526","526","","","","","",""
"2610","","","","","","","","","","","","","0.00018004780876494024","0.00018004780876494024","0.00018004780876494024","528","528","528","","","","","",""
"2620","","","","","","","","","","","","","0.00017956972111553784","0.00017956972111553784","0.00017956972111553784","530","530","530","","","","","",""
"2630","","","","","","","","","","","","","0.00017909163346613543","0.00017909163346613543","0.00017909163346613543","532","532","532","","","","","",""
"2640","","","","","","","","","","","","","0.00017861354581673306","0.00017861354581673306","0.00017861354581673306","534","534","534","","","","","",""
"2650","","","","","","","","","","","","","0.00017813545816733065","0.00017813545816733065","0.00017813545816733065","536","536","536","","","","","",""
"2660","","","","","","","","","","","","","0.00017765737051792825","0.00017765737051792825","0.00017765737051792825","538","538","538","","","","","",""
"2670","","","","","","","","","","","","","0.00017717928286852588","0.00017717928286852588","0.00017717928286852588","540","540","540","","","","","",""
"2680","","","","","","","","","","","","","0.00017670119521912347","0.00017670119521912347","0.00017670119521912347","542","542","542","","","","","",""
"2690","","","","","","","","","","","","","0.0001762231075697211","0.0001762231075697211","0.0001762231075697211","544","544","544","","","","","",""
"2700","","","","","","","","","","","","","0.0001757450199203187","0.0001757450199203187","0.0001757450199203187","546","546","546","","","","","",""
"2710","","","","","","","","","","","","","0.0001752669322709163","0.0001752669322709163","0.0001752669322709163","548","548","548","","","","","",""
"2720","","","","","","","","","","","","","0.00017478884462151394","0.00017478884462151394","0.00017478884462151394","550","550","550","","","","","",""
"2730","","","","","","","","","","","","","0.00017431075697211154","0.00017431075697211154","0.00017431075697211154","552","552","552","","","","","",""
"2740","","","","","","","","","","","","","0.00017383266932270917","0.00017383266932270917","0.00017383266932270917","554","554","554","","","","","",""
"2750","","","","","","","","","","","","","0.00017335458167330676","0.00017335458167330676","0.00017335458167330676","556","556","556","","","","","",""
"2760","","","","","","","","","","","","","0.00017287649402390436","0.00017287649402390436","0.00017287649402390436","558","558","558","","","","","",""
"2770","","","","","","","","","","","","","0.00017239840637450199","0.00017239840637450199","0.00017239840637450199","560","560","560","","","","","",""
"2780","","","","","","","","","","","","","0.00017192031872509958","0.00017192031872509958","0.00017192031872509958","562","562","562","","","","","",""
"2790","","","","","","","","","","","","","0.0001714422310756972","0.0001714422310756972","0.0001714422310756972","564","564","564","","","","","",""
"2800","","","","","","","","","","","","","0.0001709641434262948","0.0001709641434262948","0.0001709641434262948","566","566","566","","","","","",""
"2810","","","","","","","","","","","","","0.0001704860557768924","0.0001704860557768924","0.0001704860557768924","568","568","568","","","","","",""
"2820","","","","","","","","","","","","","0.00017000796812749003","0.00017000796812749003","0.00017000796812749003","570","570","570","","","","","",""
"2830","","","","","","","","","","","","","0.00016952988047808762","0.00016952988047808762","0.00016952988047808762","572","572","572","","","","","",""
"2840","","","","","","","","","","","","","0.00016905179282868522","0.00016905179282868522","0.00016905179282868522","574","574","574","","","","","",""
"2850","","","","","","","","","","","","","0.00016857370517928285","0.00016857370517928285","0.00016857370517928285","576","576","576","","","","","",""
"2860","","","","","","","","","","","","","0.00016809561752988044","0.00016809561752988044","0.00016809561752988044","578","578","578","","","","","",""
"2870","","","","","","","","","","","","","0.0001676175298804781","0.0001676175298804781","0.0001676175298804781","580","580","580","","","","","",""
"2880","","","","","","","","","","","","","0.0001671394422310757","0.0001671394422310757","0.0001671394422310757","582","582","582","","","","","",""
"2890","","","","","","","","","","","","","0.0001666613545816733","0.0001666613545816733","0.0001666613545816733","584","584","584","","","","","",""
"2900","","","","","","","","","","","","","0.00016618326693227092","0.00016618326693227092","0.00016618326693227092","586","586","586","","","","","",""
"2910","","","","","","","","","","","","","0.0001657051792828685","0.0001657051792828685","0.0001657051792828685","588","588","588","","","","","",""
"2920","","","","","","","","","","","","","0.00016522709163346614","0.00016522709163346614","0.00016522709163346614","590","590","590","","","","","",""
"2930","","","","","","","","","","","","","0.00016474900398406373","0.00016474900398406373","0.00016474900398406373","592","592","592","","","","","",""
"2940","","","","","","","","","","","","","0.00016427091633466133","0.00016427091633466133","0.00016427091633466133","594","594","594","","","","","",""
"2950","","","","","","","","","","","","","0.00016379282868525896","0.00016379282868525896","0.00016379282868525896","596","596","596","","","","","",""
"2960","","","","","","","","","","","","","0.00016331474103585655","0.00016331474103585655","0.00016331474103585655","598","598","598","","","","","",""
"2970","","","","","","","","","","","","","0.00016283665338645418","0.00016283665338645418","0.00016283665338645418","600","600","600","","","","","",""
"2980","","","","","","","","","","","","","0.00016235856573705178","0.00016235856573705178","0.00016235856573705178","602","602","602","","","","","",""
"2990","","","","","","","","","","","","","0.00016188047808764937","0.00016188047808764937","0.00016188047808764937","604","604","604","","","","","",""
"3000","","","","","","","","","","","","","0.000161402390438247","0.000161402390438247","0.000161402390438247","606","606","606","","","","","",""
"3010","","","","","","","","","","","","","0.0001609243027888446","0.0001609243027888446","0.0001609243027888446","609","609","609","","","","","",""
"3020","","","","","","","","","","","","","0.0001604462151394422","0.0001604462151394422","0.0001604462151394422","611","611","611","","","","","",""
"3030","","","","","","","","","","","","","0.00015996812749003984","0.00015996812749003984","0.00015996812749003984","613","613","613","","","","","",""
"3040","","","","","","","","","","","","","0.00015949003984063744","0.00015949003984063744","0.00015949003984063744","615","615","615","","","","","",""
"3050","","","","","","","","","","","","","0.00015901195219123507","0.00015901195219123507","0.00015901195219123507","617","617","617","","","","","",""
"3060","","","","","","","","","","","","","0.00015853386454183266","0.00015853386454183266","0.00015853386454183266","619","619","619","","","","","",""
"3070","","","","","","","","","","","","","0.00015805577689243026","0.00015805577689243026","0.00015805577689243026","621","621","621","","","","","",""
"3080","","","","","","","","","","","","","0.00015757768924302789","0.00015757768924302789","0.00015757768924302789","623","623","623","","","","","",""
"3090","","","","","","","","","","","","","0.00015709960159362548","0.00015709960159362548","0.00015709960159362548","625","625","625","","","","","",""
"3100","","","","","","","","","","","","","0.0001566215139442231","0.0001566215139442231","0.0001566215139442231","627","627","627","","","","","",""
"3110","","","","","","","","","","","","","0.0001561434262948207","0.0001561434262948207","0.0001561434262948207","629","629","629","","","","","",""
"3120","","","","","","","","","","","","","0.0001556653386454183","0.0001556653386454183","0.0001556653386454183","631","631","631","","","","","",""
"3130","","","","","","","","","","","","","0.00015518725099601593","0.00015518725099601593","0.00015518725099601593","633","633","633","","","","","",""
"3140","","","","","","","","","","","","","0.00015470916334661352","0.00015470916334661352","0.00015470916334661352","635","635","635","","","","","",""
"3150","","","","","","","","","","","","","0.00015423107569721112","0.00015423107569721112","0.00015423107569721112","637","637","637","","","","","",""
"3160","","","","","","","","","","","","","0.00015375298804780875","0.00015375298804780875","0.00015375298804780875","639","639","639","","","","","",""
"3170","","","","","","","","","","","","","0.00015327490039840634","0.00015327490039840634","0.00015327490039840634","641","641","641","","","","","",""
"3180","","","","","","","","","","","","","0.000152796812749004","0.000152796812749004","0.000152796812749004","643","643","643","","","","","",""
"3190","","","","","","","","","","","","","0.0001523187250996016","0.0001523187250996016","0.0001523187250996016","645","645","645","","","","","",""
"3200","","","","","","","","","","","","","0.0001518406374501992","0.0001518406374501992","0.0001518406374501992","647","647","647","","","","","",""
"3210","","","","","","","","","","","","","0.00015136254980079681","0.00015136254980079681","0.00015136254980079681","649","649","649","","","","","",""
"3220","","","","","","","","","","","","","0.0001508844621513944","0.0001508844621513944","0.0001508844621513944","651","651","651","","","","","",""
"3230","","","","","","","","","","","","","0.00015040637450199204","0.00015040637450199204","0.00015040637450199204","653","653","653","","","","","",""
"3240","","","","","","","","","","","","","0.00014992828685258963","0.00014992828685258963","0.00014992828685258963","655","655","655","","","","","",""
"3250","","","","","","","","","","","","","0.00014945019920318723","0.00014945019920318723","0.00014945019920318723","657","657","657","","","","","",""
"3260","","","","","","","","","","","","","0.00014897211155378483","0.00014897211155378483","0.00014897211155378483","659","659","659","","","","","",""
"3270","","","","","","","","","","","","","0.00014849402390438245","0.00014849402390438245","0.00014849402390438245","661","661","661","","","","","",""
"3280","","","","","","","","","","","","","0.00014801593625498008","0.00014801593625498008","0.00014801593625498008","663","663","663","","","","","",""
"3290","","","","","","","","","","","","","0.00014753784860557767","0.00014753784860557767","0.00014753784860557767","665","665","665","","","","","",""
"3300","","","","","","","","","","","","","0.0001470597609561753","0.0001470597609561753","0.0001470597609561753","667","667","667","","","","","",""
"3310","","","","","","","","","","","","","0.0001465816733067729","0.0001465816733067729","0.0001465816733067729","669","669","669","","","","","",""
"3320","","","","","","","","","","","","","0.0001461035856573705","0.0001461035856573705","0.0001461035856573705","671","671","671","","","","","",""
"3330","","","","","","","","","","","","","0.00014562549800796812","0.00014562549800796812","0.00014562549800796812","673","673","673","","","","","",""
"3340","","","","","","","","","","","","","0.00014514741035856574","0.00014514741035856574","0.00014514741035856574","675","675","675","","","","","",""
"3350","","","","","","","","","","","","","0.00014466932270916334","0.00014466932270916334","0.00014466932270916334","677","677","677","","","","","",""
"3360","","","","","","","","","","","","","0.00014419123505976094","0.00014419123505976094","0.00014419123505976094","679","679","679","","","","","",""
"3370","","","","","","","","","","","","","0.00014371314741035856","0.00014371314741035856","0.00014371314741035856","681","681","681","","","","","",""
"3380","","","","","","","","","","","","","0.00014323505976095616","0.00014323505976095616","0.00014323505976095616","683","683","683","","","","","",""
"3390","","","","","","","","","","","","","0.00014275697211155378","0.00014275697211155378","0.00014275697211155378","685","685","685","","","","","",""
"3400","","","","","","","","","","","","","0.00014227888446215138","0.00014227888446215138","0.00014227888446215138","687","687","687","","","","","",""
"3410","","","","","","","","","","","","","0.00014180079681274898","0.00014180079681274898","0.00014180079681274898","689","689","689","","","","","",""
"3420","","","","","","","","","","","","","0.0001413227091633466","0.0001413227091633466","0.0001413227091633466","691","691","691","","","","","",""
"3430","","","","","","","","","","","","","0.00014084462151394423","0.00014084462151394423","0.00014084462151394423","693","693","693","","","","","",""
"3440","","","","","","","","","","","","","0.00014036653386454183","0.00014036653386454183","0.00014036653386454183","695","695","695","","","","","",""
"3450","","","","","","","","","","","","","0.00013988844621513942","0.00013988844621513942","0.00013988844621513942","697","697","697","","","","","",""
"3460","","","","","","","","","","","","","0.00013941035856573705","0.00013941035856573705","0.00013941035856573705","699","699","699","","","","","",""
"3470","","","","","","","","","","","","","0.00013893227091633464","0.00013893227091633464","0.00013893227091633464","701","701","701","","","","","",""
"3480","","","","","","","","","","","","","0.00013845418326693227","0.00013845418326693227","0.00013845418326693227","703","703","703","","","","","",""
"3490","","","","","","","","","","","","","0.00013797609561752987","0.00013797609561752987","0.00013797609561752987","705","705","705","","","","","",""
"3500","","","","","","","","","","","","","0.00013749800796812746","0.00013749800796812746","0.00013749800796812746","707","707","707","","","","","",""
"3510","","","","","","","","","","","","","0.0001370199203187251","0.0001370199203187251","0.0001370199203187251","710","710","710","","","","","",""
"3520","","","","","","","","","","","","","0.0001365418326693227","0.0001365418326693227","0.0001365418326693227","712","712","712","","","","","",""
"3530","","","","","","","","","","","","","0.0001360637450199203","0.0001360637450199203","0.0001360637450199203","714","714","714","","","","","",""
"3540","","","","","","","","","","","","","0.0001355856573705179","0.0001355856573705179","0.0001355856573705179","716","716","716","","","","","",""
"3550","","","","","","","","","","","","","0.00013510756972111553","0.00013510756972111553","0.00013510756972111553","718","718","718","","","","","",""
"3560","","","","","","","","","","","","","0.00013462948207171313","0.00013462948207171313","0.00013462948207171313","720","720","720","","","","","",""
"3570","","","","","","","","","","","","","0.00013415139442231073","0.00013415139442231073","0.00013415139442231073","722","722","722","","","","","",""
"3580","","","","","","","","","","","","","0.00013367330677290835","0.00013367330677290835","0.00013367330677290835","724","724","724","","","","","",""
"3590","","","","","","","","","","","","","0.00013319521912350598","0.00013319521912350598","0.00013319521912350598","726","726","726","","","","","",""
"3600","","","","","","","","","","","","","0.00013271713147410357","0.00013271713147410357","0.00013271713147410357","728","728","728","","","","","",""
"3610","","","","","","","","","","","","","0.0001322390438247012","0.0001322390438247012","0.0001322390438247012","730","730","730","","","","","",""
"3620","","","","","","","","","","","","","0.0001317609561752988","0.0001317609561752988","0.0001317609561752988","732","732","732","","","","","",""
"3630","","","","","","","","","","","","","0.0001312828685258964","0.0001312828685258964","0.0001312828685258964","734","734","734","","","","","",""
"3640","","","","","","","","","","","","","0.00013080478087649402","0.00013080478087649402","0.00013080478087649402","736","736","736","","","","","",""
"3650","","","","","","","","","","","","","0.00013032669322709161","0.00013032669322709161","0.00013032669322709161","738","738","738","","","","","",""
"3660","","","","","","","","","","","","","0.0001298486055776892","0.0001298486055776892","0.0001298486055776892","740","740","740","","","","","",""
"3670","","","","","","","","","","","","","0.00012937051792828684","0.00012937051792828684","0.00012937051792828684","742","742","742","","","","","",""
"3680","","","","","","","","","","","","","0.00012889243027888446","0.00012889243027888446","0.00012889243027888446","744","744","744","","","","","",""
"3690","","","","","","","","","","","","","0.00012841434262948206","0.00012841434262948206","0.00012841434262948206","746","746","746","","","","","",""
"3700","","","","","","","","","","","","","0.00012793625498007968","0.00012793625498007968","0.00012793625498007968","748","748","748","","","","","",""
"3710","","","","","","","","","","","","","0.00012745816733067728","0.00012745816733067728","0.00012745816733067728","750","750","750","","","","","",""
"3720","","","","","","","","","","","","","0.00012698007968127488","0.00012698007968127488","0.00012698007968127488","752","752","752","","","","","",""
"3730","","","","","","","","","","","","","0.0001265019920318725","0.0001265019920318725","0.0001265019920318725","754","754","754","","","","","",""
"3740","","","","","","","","","","","","","0.00012602390438247013","0.00012602390438247013","0.00012602390438247013","756","756","756","","","","","",""
"3750","","","","","","","","","","","","","0.00012554581673306772","0.00012554581673306772","0.00012554581673306772","758","758","758","","","","","",""
"3760","","","","","","","","","","","","","0.00012506772908366532","0.00012506772908366532","0.00012506772908366532","760","760","760","","","","","",""
"3770","","","","","","","","","","","","","0.00012458964143426295","0.00012458964143426295","0.00012458964143426295","762","762","762","","","","","",""
"3780","","","","","","","","","","","","","0.00012411155378486054","0.00012411155378486054","0.00012411155378486054","764","764","764","","","","","",""
"3790","","","","","","","","","","","","","0.00012363346613545817","0.00012363346613545817","0.00012363346613545817","766","766","766","","","","","",""
"3800","","","","","","","","","","","","","0.00012315537848605577","0.00012315537848605577","0.00012315537848605577","768","768","768","","","","","",""
"3810","","","","","","","","","","","","","0.00012267729083665336","0.00012267729083665336","0.00012267729083665336","770","770","770","","","","","",""
"3820","","","","","","","","","","","","","0.000122199203187251","0.000122199203187251","0.000122199203187251","772","772","772","","","","","",""
"3830","","","","","","","","","","","","","0.0001217211155378486","0.0001217211155378486","0.0001217211155378486","774","774","774","","","","","",""
"3840","","","","","","","","","","","","","0.0001212430278884462","0.0001212430278884462","0.0001212430278884462","776","776","776","","","","","",""
"3850","","","","","","","","","","","","","0.0001207649402390438","0.0001207649402390438","0.0001207649402390438","778","778","778","","","","","",""
"3860","","","","","","","","","","","","","0.00012028685258964143","0.00012028685258964143","0.00012028685258964143","780","780","780","","","","","",""
"3870","","","","","","","","","","","","","0.00011980876494023904","0.00011980876494023904","0.00011980876494023904","782","782","782","","","","","",""
"3880","","","","","","","","","","","","","0.00011933067729083664","0.00011933067729083664","0.00011933067729083664","784","784","784","","","","","",""
"3890","","","","","","","","","","","","","0.00011885258964143425","0.00011885258964143425","0.00011885258964143425","786","786","786","","","","","",""
"3900","","","","","","","","","","","","","0.00011837450199203186","0.00011837450199203186","0.00011837450199203186","788","788","788","","","","","",""
"3910","","","","","","","","","","","","","0.00011789641434262947","0.00011789641434262947","0.00011789641434262947","790","790","790","","","","","",""
"3920","","","","","","","","","","","","","0.00011741832669322708","0.00011741832669322708","0.00011741832669322708","792","792","792","","","","","",""
"3930","","","","","","","","","","","","","0.00011694023904382468","0.00011694023904382468","0.00011694023904382468","794","794","794","","","","","",""
"3940","","","","","","","","","","","","","0.0001164621513944223","0.0001164621513944223","0.0001164621513944223","796","796","796","","","","","",""
"3950","","","","","","","","","","","","","0.00011598406374501992","0.00011598406374501992","0.00011598406374501992","798","798","798","","","","","",""
"3960","","","","","","","","","","","","","0.00011550597609561753","0.00011550597609561753","0.00011550597609561753","800","800","800","","","","","",""
"3970","","","","","","","","","","","","","0.00011502788844621512","0.00011502788844621512","0.00011502788844621512","802","802","802","","","","","",""
"3980","","","","","","","","","","","","","0.00011454980079681274","0.00011454980079681274","0.00011454980079681274","804","804","804","","","","","",""
"3990","","","","","","","","","","","","","0.00011407171314741035","0.00011407171314741035","0.00011407171314741035","806","806","806","","","","","",""
"4000","","","","","","","","","","","","","0.00011359362549800796","0.00011359362549800796","0.00011359362549800796","808","808","808","","","","","",""
"4010","","","","","","","0.00011311553784860558","0.00011311553784860558","0.00011311553784860558","2","2","2","0.00011311553784860558","0.00011311553784860558","0.00011311553784860558","811","811","811","","","","","",""
"4020","","","","","","","0.00011263745019920317","0.00011263745019920317","0.00011263745019920317","4","4","4","0.00011263745019920317","0.00011263745019920317","0.00011263745019920317","813","813","813","","","","","",""
"4030","","","","","","","0.00011215936254980079","0.00011215936254980079","0.00011215936254980079","6","6","6","0.00011215936254980079","0.00011215936254980079","0.00011215936254980079","815","815","815","","","","","",""
"4040","","","","","","","0.0001116812749003984","0.0001116812749003984","0.0001116812749003984","8","8","8","0.0001116812749003984","0.0001116812749003984","0.0001116812749003984","817","817","817","","","","","",""
"4050","","","","","","","0.00011120318725099601","0.00011120318725099601","0.00011120318725099601","10","10","10","0.00011120318725099601","0.00011120318725099601","0.00011120318725099601","819","819","819","","","","","",""
"4060","","","","","","","0.00011072509960159361","0.00011072509960159361","0.00011072509960159361","12","12","12","0.00011072509960159361","0.00011072509960159361","0.00011072509960159361","821","821","821","","","","","",""
"4070","","","","","","","0.00011024701195219122","0.00011024701195219122","0.00011024701195219122","14","14","14","0.00011024701195219122","0.00011024701195219122","0.00011024701195219122","823","823","823","","","","","",""
"4080","","","","","","","0.00010976892430278883","0.00010976892430278883","0.00010976892430278883","16","16","16","0.00010976892430278883","0.00010976892430278883","0.00010976892430278883","825","825","825","","","","","",""
"4090","","","","","","","0.00010929083665338644","0.00010929083665338644","0.00010929083665338644","18","18","18","0.00010929083665338644","0.00010929083665338644","0.00010929083665338644","827","827","827","","","","","",""
"4100","","","","","","","0.00010881274900398407","0.00010881274900398407","0.00010881274900398407","20","20","20","0.00010881274900398407","0.00010881274900398407","0.00010881274900398407","829","829","829","","","","","",""
"4110","","","","","","","0.00010833466135458166","0.00010833466135458166","0.00010833466135458166","22","22","22","0.00010833466135458166","0.00010833466135458166","0.00010833466135458166","831","831","831","","","","","",""
"4120","","","","","","","0.00010785657370517928","0.00010785657370517928","0.00010785657370517928","24","24","24","0.00010785657370517928","0.00010785657370517928","0.00010785657370517928","833","833","833","","","","","",""
"4130","","","","","","","0.00010737848605577689","0.00010737848605577689","0.00010737848605577689","26","26","26","0.00010737848605577689","0.00010737848605577689","0.00010737848605577689","835","835","835","","","","","",""
"4140","","","","","","","0.0001069003984063745","0.0001069003984063745","0.0001069003984063745","28","28","28","0.0001069003984063745","0.0001069003984063745","0.0001069003984063745","837","837","837","","","","","",""
"4150","","","","","","","0.0001064223107569721","0.0001064223107569721","0.0001064223107569721","30","30","30","0.0001064223107569721","0.0001064223107569721","0.0001064223107569721","839","839","839","","","","","",""
"4160","","","","","","","0.0001059442231075697","0.0001059442231075697","0.0001059442231075697","32","32","32","0.0001059442231075697","0.0001059442231075697","0.0001059442231075697","841","841","841","","","","","",""
"4170","","","","","","","0.00010546613545816732","0.00010546613545816732","0.00010546613545816732","34","34","34","0.00010546613545816732","0.00010546613545816732","0.00010546613545816732","843","843","843","","","","","",""
"4180","","","","","","","0.00010498804780876494","0.00010498804780876494","0.00010498804780876494","36","36","36","0.00010498804780876494","0.00010498804780876494","0.00010498804780876494","845","845","845","","","","","",""
"4190","","","","","","","0.00010450996015936254","0.00010450996015936254","0.00010450996015936254","38","38","38","0.00010450996015936254","0.00010450996015936254","0.00010450996015936254","847","847","847","","","","","",""
"4200","","","","","","","0.00010403187250996015","0.00010403187250996015","0.00010403187250996015","40","40","40","0.00010403187250996015","0.00010403187250996015","0.00010403187250996015","849","849","849","","","","","",""
"4210","","","","","","","0.00010355378486055776","0.00010355378486055776","0.00010355378486055776","42","42","42","0.00010355378486055776","0.00010355378486055776","0.00010355378486055776","851","851","851","","","","","",""
"4220","","","","","","","0.00010307569721115537","0.00010307569721115537","0.00010307569721115537","44","44","44","0.00010307569721115537","0.00010307569721115537","0.00010307569721115537","853","853","853","","","","","",""
"4230","","","","","","","0.00010259760956175298","0.00010259760956175298","0.00010259760956175298","46","46","46","0.00010259760956175298","0.00010259760956175298","0.00010259760956175298","855","855","855","","","","","",""
"4240","","","","","","","0.00010211952191235058","0.00010211952191235058","0.00010211952191235058","48","48","48","0.00010211952191235058","0.00010211952191235058","0.00010211952191235058","857","857","857","","","","","",""
"4250","","","","","","","0.00010164143426294819","0.00010164143426294819","0.00010164143426294819","50","50","50","0.00010164143426294819","0.00010164143426294819","0.00010164143426294819","859","859","859","","","","","",""
"4260","","","","","","","0.00010116334661354581","0.00010116334661354581","0.00010116334661354581","52","52","52","0.00010116334661354581","0.00010116334661354581","0.00010116334661354581","861","861","861","","","","","",""
"4270","","","","","","","0.00010068525896414343","0.00010068525896414343","0.00010068525896414343","54","54","54","0.00010068525896414343","0.00010068525896414343","0.00010068525896414343","863","863","863","","","","","",""
