"train/global_step","glad-glitter-9 - train/learning_rate","glad-glitter-9 - train/learning_rate__MIN","glad-glitter-9 - train/learning_rate__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/learning_rate","sleek-moon-7 - train/learning_rate__MIN","sleek-moon-7 - train/learning_rate__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/learning_rate","magic-universe-6 - train/learning_rate__MIN","magic-universe-6 - train/learning_rate__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/learning_rate","visionary-oath-5 - train/learning_rate__MIN","visionary-oath-5 - train/learning_rate__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"150","","","","","","","","","","","","","0.00029765737051792824","0.00029765737051792824","0.00029765737051792824","31","31","31","0.00029962169952133406","0.00029962169952133406","0.00029962169952133406","31","31","31"
"160","","","","","","","","","","","","","0.00029717928286852587","0.00029717928286852587","0.00029717928286852587","33","33","33","0.0002995444953420145","0.0002995444953420145","0.0002995444953420145","33","33","33"
"170","","","","","","","","","","","","","0.0002967011952191235","0.0002967011952191235","0.0002967011952191235","35","35","35","0.0002994672911626949","0.0002994672911626949","0.0002994672911626949","35","35","35"
"180","","","","","","","","","","","","","0.00029622310756972106","0.00029622310756972106","0.00029622310756972106","37","37","37","0.00029939008698337533","0.00029939008698337533","0.00029939008698337533","37","37","37"
"190","","","","","","","","","","","","","0.0002957450199203187","0.0002957450199203187","0.0002957450199203187","39","39","39","0.00029931288280405575","0.00029931288280405575","0.00029931288280405575","39","39","39"
"200","","","","","","","","","","","","","0.0002952669322709163","0.0002952669322709163","0.0002952669322709163","41","41","41","0.0002992356786247362","0.0002992356786247362","0.0002992356786247362","41","41","41"
"210","","","","","","","","","","","","","0.00029478884462151393","0.00029478884462151393","0.00029478884462151393","43","43","43","0.0002991584744454166","0.0002991584744454166","0.0002991584744454166","43","43","43"
"220","","","","","","","","","","","","","0.0002943107569721115","0.0002943107569721115","0.0002943107569721115","45","45","45","0.000299081270266097","0.000299081270266097","0.000299081270266097","45","45","45"
"230","","","","","","","","","","","","","0.00029383266932270913","0.00029383266932270913","0.00029383266932270913","47","47","47","0.00029900406608677745","0.00029900406608677745","0.00029900406608677745","47","47","47"
"240","","","","","","","","","","","","","0.00029335458167330675","0.00029335458167330675","0.00029335458167330675","49","49","49","0.0002989268619074579","0.0002989268619074579","0.0002989268619074579","49","49","49"
"250","","","","","","","","","","","","","0.0002928764940239043","0.0002928764940239043","0.0002928764940239043","51","51","51","0.0002988496577281383","0.0002988496577281383","0.0002988496577281383","51","51","51"
"260","","","","","","","","","","","","","0.000292398406374502","0.000292398406374502","0.000292398406374502","53","53","53","0.0002987724535488188","0.0002987724535488188","0.0002987724535488188","53","53","53"
"270","","","","","","","","","","","","","0.0002919203187250996","0.0002919203187250996","0.0002919203187250996","55","55","55","","","","","",""
"280","","","","","","","","","","","","","0.0002914422310756972","0.0002914422310756972","0.0002914422310756972","57","57","57","","","","","",""
"290","","","","","","","","","","","","","0.0002909641434262948","0.0002909641434262948","0.0002909641434262948","59","59","59","","","","","",""
"300","","","","","","","","","","","","","0.0002904860557768924","0.0002904860557768924","0.0002904860557768924","61","61","61","","","","","",""
"310","","","","","","","","","","","","","0.00029000796812749","0.00029000796812749","0.00029000796812749","63","63","63","","","","","",""
"320","","","","","","","","","","","","","0.00028952988047808764","0.00028952988047808764","0.00028952988047808764","65","65","65","","","","","",""
"330","","","","","","","","","","","","","0.0002890517928286852","0.0002890517928286852","0.0002890517928286852","67","67","67","","","","","",""
"340","","","","","","","","","","","","","0.00028857370517928284","0.00028857370517928284","0.00028857370517928284","69","69","69","","","","","",""
"350","","","","","","","","","","","","","0.00028809561752988046","0.00028809561752988046","0.00028809561752988046","71","71","71","","","","","",""
"360","","","","","","","","","","","","","0.00028761752988047803","0.00028761752988047803","0.00028761752988047803","73","73","73","","","","","",""
"370","","","","","","","","","","","","","0.00028713944223107566","0.00028713944223107566","0.00028713944223107566","75","75","75","","","","","",""
"380","","","","","","","","","","","","","0.0002866613545816733","0.0002866613545816733","0.0002866613545816733","77","77","77","","","","","",""
"390","","","","","","","","","","","","","0.0002861832669322709","0.0002861832669322709","0.0002861832669322709","79","79","79","","","","","",""
"400","","","","","","","","","","","","","0.0002857051792828685","0.0002857051792828685","0.0002857051792828685","81","81","81","","","","","",""
"410","","","","","","","","","","","","","0.0002852270916334661","0.0002852270916334661","0.0002852270916334661","83","83","83","","","","","",""
"420","","","","","","","","","","","","","0.0002847490039840637","0.0002847490039840637","0.0002847490039840637","85","85","85","","","","","",""
"430","","","","","","","","","","","","","0.00028427091633466135","0.00028427091633466135","0.00028427091633466135","87","87","87","","","","","",""
"440","","","","","","","","","","","","","0.00028379282868525897","0.00028379282868525897","0.00028379282868525897","89","89","89","","","","","",""
"450","","","","","","","","","","","","","0.00028331474103585654","0.00028331474103585654","0.00028331474103585654","91","91","91","","","","","",""
"460","","","","","","","","","","","","","0.00028283665338645417","0.00028283665338645417","0.00028283665338645417","93","93","93","","","","","",""
"470","","","","","","","","","","","","","0.0002823585657370518","0.0002823585657370518","0.0002823585657370518","95","95","95","","","","","",""
"480","","","","","","","","","","","","","0.00028188047808764936","0.00028188047808764936","0.00028188047808764936","97","97","97","","","","","",""
"490","","","","","","","","","","","","","0.000281402390438247","0.000281402390438247","0.000281402390438247","99","99","99","","","","","",""
"500","","","","","","","","","","","","","0.0002809243027888446","0.0002809243027888446","0.0002809243027888446","101","101","101","","","","","",""
"510","","","","","","","","","","","","","0.0002804462151394422","0.0002804462151394422","0.0002804462151394422","104","104","104","","","","","",""
"520","","","","","","","","","","","","","0.0002799681274900398","0.0002799681274900398","0.0002799681274900398","106","106","106","","","","","",""
"530","","","","","","","","","","","","","0.00027949003984063743","0.00027949003984063743","0.00027949003984063743","108","108","108","","","","","",""
"540","","","","","","","","","","","","","0.000279011952191235","0.000279011952191235","0.000279011952191235","110","110","110","","","","","",""
"550","","","","","","","","","","","","","0.0002785338645418326","0.0002785338645418326","0.0002785338645418326","112","112","112","","","","","",""
"560","","","","","","","","","","","","","0.00027805577689243025","0.00027805577689243025","0.00027805577689243025","114","114","114","","","","","",""
"570","","","","","","","","","","","","","0.0002775776892430279","0.0002775776892430279","0.0002775776892430279","116","116","116","","","","","",""
"580","","","","","","","","","","","","","0.0002770996015936255","0.0002770996015936255","0.0002770996015936255","118","118","118","","","","","",""
"590","","","","","","","","","","","","","0.00027662151394422307","0.00027662151394422307","0.00027662151394422307","120","120","120","","","","","",""
"600","","","","","","","","","","","","","0.0002761434262948207","0.0002761434262948207","0.0002761434262948207","122","122","122","","","","","",""
"610","","","","","","","","","","","","","0.0002756653386454183","0.0002756653386454183","0.0002756653386454183","124","124","124","","","","","",""
"620","","","","","","","","","","","","","0.0002751872509960159","0.0002751872509960159","0.0002751872509960159","126","126","126","","","","","",""
"630","","","","","","","","","","","","","0.0002747091633466135","0.0002747091633466135","0.0002747091633466135","128","128","128","","","","","",""
"640","","","","","","","","","","","","","0.00027423107569721114","0.00027423107569721114","0.00027423107569721114","130","130","130","","","","","",""
"650","","","","","","","","","","","","","0.00027375298804780876","0.00027375298804780876","0.00027375298804780876","132","132","132","","","","","",""
"660","","","","","","","","","","","","","0.00027327490039840633","0.00027327490039840633","0.00027327490039840633","134","134","134","","","","","",""
"670","","","","","","","","","","","","","0.00027279681274900396","0.00027279681274900396","0.00027279681274900396","136","136","136","","","","","",""
"680","","","","","","","","","","","","","0.0002723187250996016","0.0002723187250996016","0.0002723187250996016","138","138","138","","","","","",""
"690","","","","","","","","","","","","","0.00027184063745019915","0.00027184063745019915","0.00027184063745019915","140","140","140","","","","","",""
"700","","","","","","","","","","","","","0.0002713625498007968","0.0002713625498007968","0.0002713625498007968","142","142","142","","","","","",""
"710","","","","","","","","","","","","","0.0002708844621513944","0.0002708844621513944","0.0002708844621513944","144","144","144","","","","","",""
"720","","","","","","","","","","","","","0.00027040637450199197","0.00027040637450199197","0.00027040637450199197","146","146","146","","","","","",""
"730","","","","","","","","","","","","","0.00026992828685258965","0.00026992828685258965","0.00026992828685258965","148","148","148","","","","","",""
"740","","","","","","","","","","","","","0.0002694501992031872","0.0002694501992031872","0.0002694501992031872","150","150","150","","","","","",""
"750","","","","","","","","","","","","","0.00026897211155378484","0.00026897211155378484","0.00026897211155378484","152","152","152","","","","","",""
"760","","","","","","","","","","","","","0.00026849402390438247","0.00026849402390438247","0.00026849402390438247","154","154","154","","","","","",""
"770","","","","","","","","","","","","","0.00026801593625498004","0.00026801593625498004","0.00026801593625498004","156","156","156","","","","","",""
"780","","","","","","","","","","","","","0.00026753784860557766","0.00026753784860557766","0.00026753784860557766","158","158","158","","","","","",""
"790","","","","","","","","","","","","","0.0002670597609561753","0.0002670597609561753","0.0002670597609561753","160","160","160","","","","","",""
"800","","","","","","","","","","","","","0.00026658167330677286","0.00026658167330677286","0.00026658167330677286","162","162","162","","","","","",""
"810","","","","","","","","","","","","","0.0002661035856573705","0.0002661035856573705","0.0002661035856573705","164","164","164","","","","","",""
"820","","","","","","","","","","","","","0.0002656254980079681","0.0002656254980079681","0.0002656254980079681","166","166","166","","","","","",""
"830","","","","","","","","","","","","","0.00026514741035856573","0.00026514741035856573","0.00026514741035856573","168","168","168","","","","","",""
"840","","","","","","","","","","","","","0.0002646693227091633","0.0002646693227091633","0.0002646693227091633","170","170","170","","","","","",""
"850","","","","","","","","","","","","","0.0002641912350597609","0.0002641912350597609","0.0002641912350597609","172","172","172","","","","","",""
"860","","","","","","","","","","","","","0.00026371314741035855","0.00026371314741035855","0.00026371314741035855","174","174","174","","","","","",""
"870","","","","","","","","","","","","","0.0002632350597609561","0.0002632350597609561","0.0002632350597609561","176","176","176","","","","","",""
"880","","","","","","","","","","","","","0.0002627569721115538","0.0002627569721115538","0.0002627569721115538","178","178","178","","","","","",""
"890","","","","","","","","","","","","","0.00026227888446215137","0.00026227888446215137","0.00026227888446215137","180","180","180","","","","","",""
"900","","","","","","","","","","","","","0.000261800796812749","0.000261800796812749","0.000261800796812749","182","182","182","","","","","",""
"910","","","","","","","","","","","","","0.0002613227091633466","0.0002613227091633466","0.0002613227091633466","184","184","184","","","","","",""
"920","","","","","","","","","","","","","0.0002608446215139442","0.0002608446215139442","0.0002608446215139442","186","186","186","","","","","",""
"930","","","","","","","","","","","","","0.0002603665338645418","0.0002603665338645418","0.0002603665338645418","188","188","188","","","","","",""
"940","","","","","","","","","","","","","0.00025988844621513944","0.00025988844621513944","0.00025988844621513944","190","190","190","","","","","",""
"950","","","","","","","","","","","","","0.000259410358565737","0.000259410358565737","0.000259410358565737","192","192","192","","","","","",""
"960","","","","","","","","","","","","","0.00025893227091633463","0.00025893227091633463","0.00025893227091633463","194","194","194","","","","","",""
"970","","","","","","","","","","","","","0.00025845418326693226","0.00025845418326693226","0.00025845418326693226","196","196","196","","","","","",""
"980","","","","","","","","","","","","","0.00025797609561752983","0.00025797609561752983","0.00025797609561752983","198","198","198","","","","","",""
"990","","","","","","","","","","","","","0.00025749800796812745","0.00025749800796812745","0.00025749800796812745","200","200","200","","","","","",""
"1000","","","","","","","","","","","","","0.0002570199203187251","0.0002570199203187251","0.0002570199203187251","202","202","202","","","","","",""
"1010","","","","","","","","","","","","","0.0002565418326693227","0.0002565418326693227","0.0002565418326693227","205","205","205","","","","","",""
"1020","","","","","","","","","","","","","0.00025606374501992027","0.00025606374501992027","0.00025606374501992027","207","207","207","","","","","",""
"1030","","","","","","","","","","","","","0.0002555856573705179","0.0002555856573705179","0.0002555856573705179","209","209","209","","","","","",""
"1040","","","","","","","","","","","","","0.0002551075697211155","0.0002551075697211155","0.0002551075697211155","211","211","211","","","","","",""
"1050","","","","","","","","","","","","","0.00025462948207171315","0.00025462948207171315","0.00025462948207171315","213","213","213","","","","","",""
"1060","","","","","","","","","","","","","0.00025415139442231077","0.00025415139442231077","0.00025415139442231077","215","215","215","","","","","",""
"1070","","","","","","","","","","","","","0.00025367330677290834","0.00025367330677290834","0.00025367330677290834","217","217","217","","","","","",""
"1080","","","","","","","","","","","","","0.00025319521912350597","0.00025319521912350597","0.00025319521912350597","219","219","219","","","","","",""
"1090","","","","","","","","","","","","","0.0002527171314741036","0.0002527171314741036","0.0002527171314741036","221","221","221","","","","","",""
"1100","","","","","","","","","","","","","0.00025223904382470116","0.00025223904382470116","0.00025223904382470116","223","223","223","","","","","",""
"1110","","","","","","","","","","","","","0.0002517609561752988","0.0002517609561752988","0.0002517609561752988","225","225","225","","","","","",""
"1120","","","","","","","","","","","","","0.0002512828685258964","0.0002512828685258964","0.0002512828685258964","227","227","227","","","","","",""
"1130","","","","","","","","","","","","","0.000250804780876494","0.000250804780876494","0.000250804780876494","229","229","229","","","","","",""
"1140","","","","","","","","","","","","","0.0002503266932270916","0.0002503266932270916","0.0002503266932270916","231","231","231","","","","","",""
"1150","","","","","","","","","","","","","0.00024984860557768923","0.00024984860557768923","0.00024984860557768923","233","233","233","","","","","",""
"1160","","","","","","","","","","","","","0.0002493705179282868","0.0002493705179282868","0.0002493705179282868","235","235","235","","","","","",""
"1170","","","","","","","","","","","","","0.0002488924302788844","0.0002488924302788844","0.0002488924302788844","237","237","237","","","","","",""
"1180","","","","","","","","","","","","","0.00024841434262948205","0.00024841434262948205","0.00024841434262948205","239","239","239","","","","","",""
"1190","","","","","","","","","","","","","0.00024793625498007967","0.00024793625498007967","0.00024793625498007967","241","241","241","","","","","",""
"1200","","","","","","","","","","","","","0.0002474581673306773","0.0002474581673306773","0.0002474581673306773","243","243","243","","","","","",""
"1210","","","","","","","","","","","","","0.00024698007968127487","0.00024698007968127487","0.00024698007968127487","245","245","245","","","","","",""
"1220","","","","","","","","","","","","","0.0002465019920318725","0.0002465019920318725","0.0002465019920318725","247","247","247","","","","","",""
"1230","","","","","","","","","","","","","0.0002460239043824701","0.0002460239043824701","0.0002460239043824701","249","249","249","","","","","",""
"1240","","","","","","","","","","","","","0.00024554581673306774","0.00024554581673306774","0.00024554581673306774","251","251","251","","","","","",""
"1250","","","","","","","","","","","","","0.0002450677290836653","0.0002450677290836653","0.0002450677290836653","253","253","253","","","","","",""
"1260","","","","","","","","","","","","","0.00024458964143426294","0.00024458964143426294","0.00024458964143426294","255","255","255","","","","","",""
"1270","","","","","","","","","","","","","0.00024411155378486056","0.00024411155378486056","0.00024411155378486056","257","257","257","","","","","",""
"1280","","","","","","","","","","","","","0.00024363346613545816","0.00024363346613545816","0.00024363346613545816","259","259","259","","","","","",""
"1290","","","","","","","","","","","","","0.00024315537848605573","0.00024315537848605573","0.00024315537848605573","261","261","261","","","","","",""
"1300","","","","","","","","","","","","","0.00024267729083665338","0.00024267729083665338","0.00024267729083665338","263","263","263","","","","","",""
"1310","","","","","","","","","","","","","0.00024219920318725098","0.00024219920318725098","0.00024219920318725098","265","265","265","","","","","",""
"1320","","","","","","","","","","","","","0.0002417211155378486","0.0002417211155378486","0.0002417211155378486","267","267","267","","","","","",""
"1330","","","","","","","","","","","","","0.0002412430278884462","0.0002412430278884462","0.0002412430278884462","269","269","269","","","","","",""
"1340","","","","","","","","","","","","","0.0002407649402390438","0.0002407649402390438","0.0002407649402390438","271","271","271","","","","","",""
"1350","","","","","","","","","","","","","0.00024028685258964142","0.00024028685258964142","0.00024028685258964142","273","273","273","","","","","",""
"1360","","","","","","","","","","","","","0.00023980876494023902","0.00023980876494023902","0.00023980876494023902","275","275","275","","","","","",""
"1370","","","","","","","","","","","","","0.00023933067729083664","0.00023933067729083664","0.00023933067729083664","277","277","277","","","","","",""
"1380","","","","","","","","","","","","","0.00023885258964143424","0.00023885258964143424","0.00023885258964143424","279","279","279","","","","","",""
"1390","","","","","","","","","","","","","0.00023837450199203184","0.00023837450199203184","0.00023837450199203184","281","281","281","","","","","",""
"1400","","","","","","","","","","","","","0.00023789641434262946","0.00023789641434262946","0.00023789641434262946","283","283","283","","","","","",""
"1410","","","","","","","","","","","","","0.00023741832669322706","0.00023741832669322706","0.00023741832669322706","285","285","285","","","","","",""
"1420","","","","","","","","","","","","","0.00023694023904382466","0.00023694023904382466","0.00023694023904382466","287","287","287","","","","","",""
"1430","","","","","","","","","","","","","0.00023646215139442228","0.00023646215139442228","0.00023646215139442228","289","289","289","","","","","",""
"1440","","","","","","","","","","","","","0.00023598406374501988","0.00023598406374501988","0.00023598406374501988","291","291","291","","","","","",""
"1450","","","","","","","","","","","","","0.00023550597609561753","0.00023550597609561753","0.00023550597609561753","293","293","293","","","","","",""
"1460","","","","","","","","","","","","","0.00023502788844621513","0.00023502788844621513","0.00023502788844621513","295","295","295","","","","","",""
"1470","","","","","","","","","","","","","0.00023454980079681272","0.00023454980079681272","0.00023454980079681272","297","297","297","","","","","",""
"1480","","","","","","","","","","","","","0.00023407171314741035","0.00023407171314741035","0.00023407171314741035","299","299","299","","","","","",""
"1490","","","","","","","","","","","","","0.00023359362549800795","0.00023359362549800795","0.00023359362549800795","301","301","301","","","","","",""
"1500","","","","","","","","","","","","","0.00023311553784860557","0.00023311553784860557","0.00023311553784860557","303","303","303","","","","","",""
"1510","","","","","","","","","","","","","0.00023263745019920317","0.00023263745019920317","0.00023263745019920317","306","306","306","","","","","",""
"1520","","","","","","","","","","","","","0.00023215936254980077","0.00023215936254980077","0.00023215936254980077","308","308","308","","","","","",""
"1530","","","","","","","","","","","","","0.0002316812749003984","0.0002316812749003984","0.0002316812749003984","310","310","310","","","","","",""
"1540","","","","","","","","","","","","","0.000231203187250996","0.000231203187250996","0.000231203187250996","312","312","312","","","","","",""
"1550","","","","","","","","","","","","","0.0002307250996015936","0.0002307250996015936","0.0002307250996015936","314","314","314","","","","","",""
"1560","","","","","","","","","","","","","0.0002302470119521912","0.0002302470119521912","0.0002302470119521912","316","316","316","","","","","",""
"1570","","","","","","","","","","","","","0.0002297689243027888","0.0002297689243027888","0.0002297689243027888","318","318","318","","","","","",""
"1580","","","","","","","","","","","","","0.00022929083665338643","0.00022929083665338643","0.00022929083665338643","320","320","320","","","","","",""
"1590","","","","","","","","","","","","","0.00022881274900398403","0.00022881274900398403","0.00022881274900398403","322","322","322","","","","","",""
"1600","","","","","","","","","","","","","0.00022833466135458163","0.00022833466135458163","0.00022833466135458163","324","324","324","","","","","",""
"1610","","","","","","","","","","","","","0.00022785657370517928","0.00022785657370517928","0.00022785657370517928","326","326","326","","","","","",""
"1620","","","","","","","","","","","","","0.00022737848605577688","0.00022737848605577688","0.00022737848605577688","328","328","328","","","","","",""
"1630","","","","","","","","","","","","","0.0002269003984063745","0.0002269003984063745","0.0002269003984063745","330","330","330","","","","","",""
"1640","","","","","","","","","","","","","0.0002264223107569721","0.0002264223107569721","0.0002264223107569721","332","332","332","","","","","",""
"1650","","","","","","","","","","","","","0.0002259442231075697","0.0002259442231075697","0.0002259442231075697","334","334","334","","","","","",""
"1660","","","","","","","","","","","","","0.00022546613545816732","0.00022546613545816732","0.00022546613545816732","336","336","336","","","","","",""
"1670","","","","","","","","","","","","","0.00022498804780876492","0.00022498804780876492","0.00022498804780876492","338","338","338","","","","","",""
"1680","","","","","","","","","","","","","0.00022450996015936254","0.00022450996015936254","0.00022450996015936254","340","340","340","","","","","",""
"1690","","","","","","","","","","","","","0.00022403187250996014","0.00022403187250996014","0.00022403187250996014","342","342","342","","","","","",""
"1700","","","","","","","","","","","","","0.00022355378486055774","0.00022355378486055774","0.00022355378486055774","344","344","344","","","","","",""
"1710","","","","","","","","","","","","","0.00022307569721115536","0.00022307569721115536","0.00022307569721115536","346","346","346","","","","","",""
"1720","","","","","","","","","","","","","0.00022259760956175296","0.00022259760956175296","0.00022259760956175296","348","348","348","","","","","",""
"1730","","","","","","","","","","","","","0.00022211952191235056","0.00022211952191235056","0.00022211952191235056","350","350","350","","","","","",""
"1740","","","","","","","","","","","","","0.00022164143426294818","0.00022164143426294818","0.00022164143426294818","352","352","352","","","","","",""
"1750","","","","","","","","","","","","","0.00022116334661354578","0.00022116334661354578","0.00022116334661354578","354","354","354","","","","","",""
"1760","","","","","","","","","","","","","0.00022068525896414343","0.00022068525896414343","0.00022068525896414343","356","356","356","","","","","",""
"1770","","","","","","","","","","","","","0.00022020717131474103","0.00022020717131474103","0.00022020717131474103","358","358","358","","","","","",""
"1780","","","","","","","","","","","","","0.00021972908366533862","0.00021972908366533862","0.00021972908366533862","360","360","360","","","","","",""
"1790","","","","","","","","","","","","","0.00021925099601593625","0.00021925099601593625","0.00021925099601593625","362","362","362","","","","","",""
"1800","","","","","","","","","","","","","0.00021877290836653385","0.00021877290836653385","0.00021877290836653385","364","364","364","","","","","",""
"1810","","","","","","","","","","","","","0.00021829482071713147","0.00021829482071713147","0.00021829482071713147","366","366","366","","","","","",""
"1820","","","","","","","","","","","","","0.00021781673306772907","0.00021781673306772907","0.00021781673306772907","368","368","368","","","","","",""
"1830","","","","","","","","","","","","","0.00021733864541832666","0.00021733864541832666","0.00021733864541832666","370","370","370","","","","","",""
"1840","","","","","","","","","","","","","0.0002168605577689243","0.0002168605577689243","0.0002168605577689243","372","372","372","","","","","",""
"1850","","","","","","","","","","","","","0.0002163824701195219","0.0002163824701195219","0.0002163824701195219","374","374","374","","","","","",""
"1860","","","","","","","","","","","","","0.0002159043824701195","0.0002159043824701195","0.0002159043824701195","376","376","376","","","","","",""
"1870","","","","","","","","","","","","","0.0002154262948207171","0.0002154262948207171","0.0002154262948207171","378","378","378","","","","","",""
"1880","","","","","","","","","","","","","0.0002149482071713147","0.0002149482071713147","0.0002149482071713147","380","380","380","","","","","",""
"1890","","","","","","","","","","","","","0.00021447011952191233","0.00021447011952191233","0.00021447011952191233","382","382","382","","","","","",""
"1900","","","","","","","","","","","","","0.00021399203187250993","0.00021399203187250993","0.00021399203187250993","384","384","384","","","","","",""
"1910","","","","","","","","","","","","","0.00021351394422310753","0.00021351394422310753","0.00021351394422310753","386","386","386","","","","","",""
"1920","","","","","","","","","","","","","0.00021303585657370518","0.00021303585657370518","0.00021303585657370518","388","388","388","","","","","",""
"1930","","","","","","","","","","","","","0.00021255776892430277","0.00021255776892430277","0.00021255776892430277","390","390","390","","","","","",""
"1940","","","","","","","","","","","","","0.0002120796812749004","0.0002120796812749004","0.0002120796812749004","392","392","392","","","","","",""
"1950","","","","","","","","","","","","","0.000211601593625498","0.000211601593625498","0.000211601593625498","394","394","394","","","","","",""
"1960","","","","","","","","","","","","","0.0002111235059760956","0.0002111235059760956","0.0002111235059760956","396","396","396","","","","","",""
"1970","","","","","","","","","","","","","0.00021064541832669322","0.00021064541832669322","0.00021064541832669322","398","398","398","","","","","",""
"1980","","","","","","","","","","","","","0.00021016733067729082","0.00021016733067729082","0.00021016733067729082","400","400","400","","","","","",""
"1990","","","","","","","","","","","","","0.00020968924302788844","0.00020968924302788844","0.00020968924302788844","402","402","402","","","","","",""
"2000","","","","","","","","","","","","","0.00020921115537848604","0.00020921115537848604","0.00020921115537848604","404","404","404","","","","","",""
"2010","","","","","","","","","","","","","0.00020873306772908364","0.00020873306772908364","0.00020873306772908364","407","407","407","","","","","",""
"2020","","","","","","","","","","","","","0.00020825498007968126","0.00020825498007968126","0.00020825498007968126","409","409","409","","","","","",""
"2030","","","","","","","","","","","","","0.00020777689243027886","0.00020777689243027886","0.00020777689243027886","411","411","411","","","","","",""
"2040","","","","","","","","","","","","","0.00020729880478087645","0.00020729880478087645","0.00020729880478087645","413","413","413","","","","","",""
"2050","","","","","","","","","","","","","0.00020682071713147408","0.00020682071713147408","0.00020682071713147408","415","415","415","","","","","",""
"2060","","","","","","","","","","","","","0.00020634262948207168","0.00020634262948207168","0.00020634262948207168","417","417","417","","","","","",""
"2070","","","","","","","","","","","","","0.00020586454183266933","0.00020586454183266933","0.00020586454183266933","419","419","419","","","","","",""
"2080","","","","","","","","","","","","","0.00020538645418326693","0.00020538645418326693","0.00020538645418326693","421","421","421","","","","","",""
"2090","","","","","","","","","","","","","0.00020490836653386452","0.00020490836653386452","0.00020490836653386452","423","423","423","","","","","",""
"2100","","","","","","","","","","","","","0.00020443027888446215","0.00020443027888446215","0.00020443027888446215","425","425","425","","","","","",""
"2110","","","","","","","","","","","","","0.00020395219123505974","0.00020395219123505974","0.00020395219123505974","427","427","427","","","","","",""
"2120","","","","","","","","","","","","","0.00020347410358565737","0.00020347410358565737","0.00020347410358565737","429","429","429","","","","","",""
